N	2gram	Vinokur_St_2	Formalny
1	т е	10	32
2	и не	9	30
3	вовсе не	6	28
4	и в	29	27
5	может быть	2	25
6	не может	2	24
7	так и	9	21
8	и его	6	19
9	в этом	21	18
10	таким образом	10	18
11	а не	5	17
12	самом деле	3	16
13	точки зрения	5	16
14	то же	2	15
15	в нем	4	15
16	в процессе	2	15
17	и пр	8	15
18	между ними	1	15
19	на самом	3	14
20	как и	2	14
21	с точки	2	14
22	не в	4	12
23	если бы	2	12
24	и т	9	11
25	в самом	7	11
26	и от	1	11
27	не могут	1	10
28	место в	1	10
29	но и	19	10
30	не только	19	9
31	как его	1	9
32	так как	2	9
33	так же	3	9
34	как бы	5	8
35	при этом	2	8
36	ни в	3	8
37	как мы	1	8
38	в пределах	1	8
39	только в	2	8
40	как раз	8	8
41	то что	11	8
42	и все	1	8
43	что в	19	8
44	тем же	2	7
45	с тем	7	7
46	не менее	3	7
47	же время	1	7
48	потому что	9	7
49	его в	2	7
50	между тем	5	7
51	в его	13	7
52	в том	27	7
53	для них	1	7
54	там где	2	7
55	все это	11	7
56	совершенно не	2	7
57	в то	2	7
58	действительности и	1	6
59	еще не	1	6
60	но в	8	6
61	все эти	2	6
62	т д	6	6
63	в своей	7	6
64	всяком случае	3	6
65	и теперь	2	6
66	все время	1	6
67	было бы	5	6
68	что он	13	6
69	с другой	4	6
70	вместе с	7	6
71	в данном	2	6
72	все же	6	6
73	и для	1	6
74	бы в	1	6
75	хотя бы	3	6
76	в своих	1	6
77	во всяком	3	6
78	в зависимости	1	5
79	зависимости от	1	5
80	совсем не	1	5
81	но не	3	5
82	в истории	2	5
83	в одной	2	5
84	независимо от	1	5
85	что именно	2	5
86	в каждом	1	5
87	ни было	2	5
88	материала в	1	5
89	того чтобы	6	5
90	в ней	7	5
91	что они	2	5
92	никогда не	3	5
93	связи с	4	5
94	и их	1	5
95	т п	3	5
96	тем что	3	5
97	и потому	2	5
98	что же	1	5
99	не является	3	5
100	в результате	2	5
101	другой стороны	3	5
102	произведения но	1	4
103	в конкретном	1	4
104	мы не	1	4
105	он был	2	4
106	бы то	2	4
107	как в	3	4
108	и как	2	4
109	и те	2	4
110	бы ни	2	4
111	то ни	2	4
112	данном случае	1	4
113	в ее	2	4
114	том что	27	4
115	по себе	3	4
116	она не	1	4
117	мы можем	1	4
118	в роман	2	4
