N	2gram	Tiupa_Hudo_2	Marksizm
1	может быть	8	28
2	и в	28	19
3	как бы	5	19
4	и не	18	19
5	не может	4	18
6	точки зрения	2	17
7	то же	6	16
8	и его	5	16
9	как мы	2	15
10	в этом	13	15
11	в сущности	1	14
12	так сказать	1	14
13	лишь в	2	14
14	не только	11	13
15	с точки	2	13
16	в нем	3	11
17	если бы	6	11
18	вовсе не	2	11
19	не в	13	10
20	так и	8	10
21	и т.п	1	10
22	но и	9	10
23	в пределах	1	10
24	том что	19	10
25	самом деле	3	9
26	при этом	11	9
27	как и	11	9
28	для него	5	9
29	в основе	2	9
30	а не	14	9
31	с его	5	8
32	по отношению	7	8
33	чужое слово	1	8
34	в то	6	8
35	же время	4	8
36	только в	4	8
37	отнюдь не	2	8
38	не является	2	8
39	отношению к	7	8
40	его в	2	7
41	и более	1	7
42	одна из	2	7
43	никогда не	5	7
44	в том	15	7
45	прежде всего	3	7
46	и для	2	7
47	но в	2	7
48	в таком	1	7
49	мы уже	3	6
50	во всех	1	6
51	в самом	5	6
52	слова и	1	6
53	того чтобы	4	6
54	в направлении	1	6
55	к тому	7	6
56	для того	4	6
57	же самое	3	6
58	быть и	1	6
59	между тем	8	6
60	более того	1	6
61	и все	7	6
62	хотя бы	2	6
63	к другому	1	5
64	и на	3	5
65	все же	2	5
66	то ни	1	5
67	в данном	2	5
68	самого начала	1	5
69	с самого	1	5
70	и здесь	1	5
71	к нему	3	5
72	в его	11	5
73	отношении к	1	5
74	или иной	2	5
75	в той	1	5
76	в контексте	2	5
77	совершенно не	1	5
78	к этому	1	5
79	так же	3	5
80	все те	2	4
81	а как	2	4
82	и ее	3	4
83	бы то	1	4
84	только на	5	4
85	в себе	9	4
86	это не	6	4
87	было бы	3	4
88	и тем	1	4
89	в слове	1	4
90	этой связи	2	4
91	тому что	4	4
92	ничего не	5	4
93	следует что	1	4
94	и т.д	2	4
95	той или	1	4
96	для себя	6	4
97	того что	1	4
98	с ними	3	4
99	что он	8	4
100	в душе	8	4
101	как раз	4	4
102	бы в	1	4
103	то что	6	4
104	сказать что	2	4
105	таком случае	1	3
106	и то	2	3
107	в котором	6	3
108	высшей степени	1	3
109	на материале	1	3
110	на чужое	1	3
111	одного слова	2	3
112	в ней	3	3
113	еще не	3	3
114	столь же	3	3
115	в ее	18	3
116	для других	3	3
117	иногда и	1	3
118	за пределы	1	3
119	чем же	1	3
120	перед нами	11	3
121	все эти	1	3
122	в этой	5	3
123	нами в	1	3
124	но ведь	1	3
125	он не	4	3
126	не как	2	3
127	в корне	1	3
128	какой бы	1	3
129	здесь мы	1	3
130	не будет	2	3
131	в другом	2	3
132	той же	2	3
133	с другими	3	3
134	по себе	1	3
135	в этих	3	3
136	в своей	6	3
137	мысли и	2	3
138	а иногда	1	3
139	для всего	1	3
140	слове и	1	3
141	бы он	1	3
142	и это	3	3
143	о том	12	3
144	и лишь	1	3
145	что и	4	3
146	в двух	2	3
147	одной из	3	3
148	с одной	3	3
149	в качестве	4	3
150	его и	2	3
151	характерно что	3	3
152	так как	1	3
153	до сих	2	3
154	с другой	3	3
155	не было	6	3
156	одной стороны	3	3
157	да и	5	3
158	и от	2	3
159	сих пор	2	3
160	не существует	1	3
161	в различных	1	3
162	а в	6	3
163	отношения к	1	2
164	одним из	1	2
165	от своего	2	2
166	и он	3	2
167	и самого	1	2
168	он был	1	2
169	но как	1	2
170	ответ на	2	2
171	что они	4	2
172	в одной	1	2
173	независимо от	1	2
174	в своем	5	2
175	более и	1	2
176	на вопросы	1	2
177	вступает в	1	2
178	его к	1	2
179	от этого	1	2
180	что это	5	2
181	в нашем	2	2
182	бы не	3	2
183	тому же	2	2
184	не следует	1	2
185	лишь с	1	2
186	одно слово	1	2
187	значительной степени	1	2
188	им как	1	2
189	и с	6	2
190	то есть	1	2
191	это было	2	2
192	делает его	1	2
193	в жизни	8	2
194	рядом с	5	2
195	в соединении	1	2
196	и потому	1	2
197	он и	1	2
198	мы не	1	2
199	и тогда	2	2
200	установка на	1	2
201	место в	2	2
202	является в	1	2
203	на языке	1	2
204	в атмосфере	1	2
205	как о	3	2
206	в определении	1	2
207	которых и	1	2
208	настоящего времени	1	2
209	разрыв между	1	2
210	лежит в	1	2
211	одно только	1	2
212	глава третья	1	2
213	об одном	1	2
214	и о	4	2
215	но по	1	2
216	приводит к	2	2
217	не с	2	2
218	и даже	1	2
219	сводится к	6	2
220	все его	3	2
221	в значительной	1	2
222	соединении с	1	2
223	все время	3	2
224	себя с	2	2
225	каждого человека	1	2
226	но не	4	2
227	это же	1	2
228	себя в	8	2
229	и у	2	2
230	уже в	1	2
231	в виде	2	2
232	но для	1	2
233	мы знаем	2	2
234	ведь это	1	2
235	у него	5	2
236	тем что	6	2
237	бы это	1	2
238	этом как	1	2
239	именно в	2	2
