N	2gram	Losev_Dial_3	Analitik
1	не только	23	22
2	тогда как	1	20
3	и в	24	18
4	как и	7	14
5	так и	5	14
6	в этом	8	14
7	и его	5	13
8	но и	9	13
9	том что	8	12
10	в качестве	1	12
11	и не	27	12
12	в частности	2	12
13	при этом	2	11
14	то есть	1	10
15	а в	2	10
16	как бы	3	10
17	что в	7	9
18	может быть	13	9
19	со стороны	2	9
20	а не	26	9
21	в том	5	9
22	со своей	1	8
23	с его	2	8
24	и даже	13	8
25	как раз	7	7
26	в его	2	7
27	с другой	4	7
28	но не	2	7
29	и самого	1	6
30	еще не	2	6
31	он не	5	6
32	в их	2	6
33	не в	3	6
34	к тому	4	6
35	для него	4	6
36	о том	6	6
37	той же	3	5
38	мы имеем	1	5
39	в самом	7	5
40	в слове	3	5
41	в мире	1	5
42	или иной	4	5
43	в сущности	10	5
44	что и	6	5
45	уже не	5	5
46	никогда не	7	5
47	прежде всего	8	5
48	в результате	1	5
49	другой стороны	2	5
50	и на	3	4
51	что он	13	4
52	отнюдь не	10	4
53	в своем	3	4
54	и как	8	4
55	и к	5	4
56	таким образом	13	4
57	по себе	20	4
58	тем самым	3	4
59	в одном	1	4
60	имеем дело	1	4
61	не менее	11	4
62	и сам	1	4
63	внимание на	1	4
64	можно сказать	1	4
65	крайней мере	5	4
66	себя в	2	4
67	не есть	54	4
68	однако что	2	4
69	далеко не	1	4
70	по крайней	5	4
71	о чем	1	4
72	в данном	2	4
73	все же	3	4
74	перед нами	3	4
75	я и	2	3
76	едва ли	1	3
77	по его	1	3
78	его не	2	3
79	мы не	5	3
80	говорить о	4	3
81	здесь не	1	3
82	о смерти	1	3
83	но как	2	3
84	с этим	3	3
85	из этих	2	3
86	тому же	2	3
87	подобно тому	4	3
88	то же	6	3
89	не будет	3	3
90	его в	1	3
91	ко второму	2	3
92	точки зрения	25	3
93	и без	3	3
94	все это	6	3
95	в то	5	3
96	дело не	1	3
97	только не	10	3
98	ничего не	17	3
99	же время	3	3
100	личности в	2	3
101	той или	2	3
102	с ее	1	3
103	в ее	1	3
104	данном случае	1	3
105	так в	2	3
106	жизнь и	4	3
107	именно в	2	3
108	было бы	5	3
109	во всем	3	3
110	этом отношении	1	3
111	были бы	1	3
112	в особенности	7	3
113	еще и	2	3
114	что не	5	3
115	не было	3	3
116	не всегда	1	3
117	он и	3	3
118	его как	3	3
119	как это	5	3
120	только к	2	2
121	отношения к	1	2
122	например в	2	2
123	самом деле	6	2
124	мере в	3	2
125	в первом	2	2
126	по преимуществу	1	2
127	уже по	2	2
128	есть не	9	2
129	а для	2	2
130	на себя	3	2
131	и он	2	2
132	в ней	2	2
133	не от	1	2
134	во всех	1	2
135	со всеми	2	2
136	конечном счете	1	2
137	в общем	1	2
138	это и	7	2
139	сама по	4	2
140	не видно	2	2
141	как к	1	2
142	и той	1	2
143	но в	2	2
144	то ли	1	2
145	бы и	1	2
146	все эти	3	2
147	в себе	2	2
148	что она	9	2
149	в нем	3	2
150	не как	1	2
151	и вот	2	2
152	одной и	1	2
153	и по	2	2
154	это не	4	2
155	с самим	1	2
156	в них	5	2
157	несмотря на	2	2
158	не мог	1	2
159	с точки	14	2
160	от его	2	2
161	тем не	10	2
162	но они	2	2
163	даже в	1	2
164	чистом виде	1	2
165	вплоть до	1	2
166	одна из	3	2
167	по своей	1	2
168	могут быть	2	2
169	сравнении с	3	2
170	в себя	1	2
171	не с	1	2
172	об этом	6	2
173	и здесь	2	2
174	в конечном	1	2
175	тех пор	2	2
176	субъекта и	4	2
177	но с	1	2
178	только в	5	2
179	тем или	1	2
180	то в	2	2
181	и ее	3	2
182	тот или	2	2
183	с одной	3	2
184	вопроса о	1	2
185	всяком случае	2	2
186	мы можем	1	2
187	тем что	3	2
188	указание на	1	2
189	одной стороны	3	2
190	который не	2	2
191	и прежде	3	2
192	говорит о	4	2
193	что мы	8	2
194	связь с	1	2
195	не может	19	2
196	о себе	2	2
197	вместе с	1	2
198	и потому	2	2
199	по своему	1	2
200	когда мы	2	2
201	истории не	2	2
202	тому как	4	2
203	да и	1	2
204	я с	1	2
205	в культуре	1	2
206	в глубине	1	2
207	и для	2	2
208	и от	3	2
209	мира и	3	2
210	хотя и	5	2
211	и все	6	2
212	не более	1	2
213	в сравнении	3	2
214	же в	2	2
215	как показывает	1	2
216	личности и	5	2
217	но всегда	1	2
218	то что	14	2
219	нам не	1	2
220	сказать что	4	2
221	совершенно не	2	2
222	тогда не	2	2
223	во всяком	2	2
224	оба они	1	1
225	речь идет	1	1
226	говоря о	1	1
227	таком случае	10	1
228	и фактически	1	1
229	сам по	5	1
230	на самом	1	1
231	и есть	16	1
232	из самых	3	1
233	к другому	1	1
234	не имеют	2	1
235	кто бы	1	1
236	с таким	1	1
237	если к	1	1
238	в зависимости	2	1
239	мы уже	3	1
240	и ниже	1	1
241	и само	1	1
242	на первом	1	1
243	что если	2	1
244	и момент	1	1
245	вопрос о	5	1
246	начинается с	1	1
247	никак не	2	1
248	что иное	6	1
249	оно есть	2	1
250	я не	6	1
251	мы и	4	1
252	зависимости от	3	1
253	в таком	14	1
254	целое и	2	1
255	он был	1	1
256	иное как	6	1
257	всего этого	2	1
258	так если	1	1
259	объекта или	1	1
260	противоположная ей	1	1
261	то мы	1	1
262	то от	1	1
263	до которого	1	1
264	мифом и	3	1
265	за пределы	3	1
