N	4gram	Losev_Dial_3	Problema
1	и уж тем более	1	5
2	не говоря уже о	2	4
3	или по крайней мере	1	3
4	с одной стороны и	1	3
5	не что иное как	6	3
6	есть не что иное	3	3
7	по крайней мере в	3	2
8	взятая сама по себе	1	2
9	уж во всяком случае	1	2
10	то это значит что	3	2
11	одной и той же	1	2
12	в связи с этим	1	2
13	но как только мы	1	1
14	и тем не менее	2	1
15	мы имеем в виду	1	1
16	оно ничем не отличается	2	1
17	а это значит что	1	1
18	вовсе не есть ни	1	1
19	уже о том что	1	1
20	уж тем более не	1	1
21	говоря уже о том	1	1
22	что все на свете	1	1
23	можно только тогда когда	2	1
24	и есть то что	1	1
25	внимание на то что	1	1
26	есть то что мы	2	1
27	при помощи того или	1	1
28	только тогда когда есть	1	1
29	не чем иным как	1	1
30	если иметь в виду	2	1
31	в самом деле если	1	1
32	в то время как	4	1
33	ничего нельзя ни сказать	1	1
34	нельзя ни сказать ни	1	1
35	бы то ни было	1	1
36	от чего не отличается	1	1
37	ли будет в таком	1	1
38	тем не менее в	1	1
39	и в вопросе о	1	1
40	ни от чего не	3	1
41	будет в таком случае	1	1
42	ни в каком смысле	3	1
43	ничем не отличается от	4	1
44	здесь имеется в виду	1	1
45	же это может быть	1	1
46	это значит что оно	1	1
47	так же как и	1	1
48	можно ли будет в	1	1
49	по себе вовсе еще	1	1
50	в каком смысле не	1	1
51	помощи того или иного	1	1
52	себе вовсе еще не	1	1
53	и в то же	1	1
54	в том что в	1	1
55	это значит что он	4	1
56	быть так или иначе	1	1
57	если оно ничем не	1	1
58	ни сказать ни помыслить	1	1
