N	3gram	Tiupa_Narr_2	formyVre
1	и т п	2	11
2	с точки зрения	2	8
3	в связи с	1	7
4	для того чтобы	1	7
5	не только в	6	5
6	то же время	3	4
7	в то же	3	4
8	к себе самому	3	3
9	и в то	1	3
10	но и в	2	3
11	в большинстве случаев	1	3
12	в том что	8	3
13	то же самое	1	2
14	до сих пор	1	2
15	то что было	1	2
16	не для того	1	2
17	в этом отношении	3	2
18	добрых и злых	1	2
19	женщин и детей	1	2
20	у него есть	1	2
21	тем более что	1	2
22	особое место в	2	1
23	и того же	1	1
24	не может не	1	1
25	в чем не	1	1
26	в той или	1	1
27	на самом деле	2	1
28	в неразрывном единстве	1	1
29	как это обычно	1	1
30	как об этом	1	1
31	в отличие от	5	1
32	во время обеда	1	1
33	мира в котором	1	1
34	по аналогии с	1	1
35	себе самому и	1	1
36	того мира в	1	1
37	в этом процессе	1	1
38	с этой точки	1	1
39	к себе и	2	1
40	то время как	1	1
41	в данном случае	6	1
42	с одной стороны	5	1
43	на первый взгляд	1	1
44	и все его	1	1
45	строго говоря это	1	1
46	а также и	1	1
47	но при этом	3	1
48	по сравнению с	1	1
49	отношения к себе	1	1
50	в новое и	1	1
51	вместо того чтобы	1	1
52	не может быть	2	1
53	этой точки зрения	1	1
54	в себе самом	2	1
55	в частности в	1	1
56	ни в чем	1	1
57	но в конце	1	1
58	с точкой зрения	1	1
59	то есть в	1	1
60	в то время	1	1
61	пространственных и временных	1	1
62	о том что	4	1
63	можно сказать что	3	1
64	существенную роль в	2	1
65	одного и того	1	1
66	если же в	1	1
67	человек в нем	1	1
68	на границе между	1	1
69	к тому что	3	1
70	как бы в	2	1
71	это свидетельствует о	1	1
72	той или иной	3	1
73	и в другом	1	1
