N	2gram	Propp_Russ_2	Myshleni
1	таким образом	6	26
2	в том	22	24
3	и в	29	23
4	том что	22	21
5	в этом	11	17
6	того чтобы	6	17
7	то что	5	17
8	не только	10	16
9	так же	4	16
10	того что	3	15
11	для того	6	15
12	как и	11	14
13	может быть	13	14
14	но и	8	14
15	в его	1	14
16	что в	22	14
17	в развитии	1	12
18	не может	5	12
19	представляет собой	2	11
20	сказать что	1	11
21	как бы	18	11
22	с другой	2	10
23	прежде всего	2	10
24	и с	10	9
25	между тем	3	9
26	в качестве	3	9
27	одной стороны	2	9
28	другой стороны	1	9
29	вместе с	6	9
30	и не	1	9
31	не является	1	9
32	то же	4	8
33	нас к	3	8
34	в основе	1	8
35	и на	6	8
36	с одной	2	8
37	мы не	6	7
38	вопрос о	4	7
39	как уже	2	7
40	в самом	1	7
41	в этой	3	7
42	в другом	1	7
43	с тем	6	7
44	в то	2	7
45	и ее	2	7
46	так как	13	7
47	что он	1	7
48	же как	4	6
49	все это	10	6
50	к слову	1	6
51	независимо от	1	6
52	с этим	2	6
53	с этой	2	6
54	и его	1	6
55	другом месте	1	6
56	о том	9	6
57	учения о	1	6
58	связь между	2	6
59	все время	1	6
60	только в	1	6
61	тем что	3	6
62	именно в	4	6
63	потому что	5	6
64	из того	1	5
65	между собой	2	5
66	перед нами	1	5
67	и как	2	5
68	но в	5	5
69	то время	2	5
70	на то	1	5
71	и более	1	5
72	а затем	4	5
73	на основании	1	5
74	если бы	1	5
75	для этого	5	5
76	по своей	1	5
77	как мы	3	5
78	и что	5	5
79	можно сказать	1	5
80	так и	1	5
81	что для	3	5
82	и все	4	5
83	тем более	1	5
84	мы должны	1	5
85	из этого	2	5
86	в какой	1	5
87	в своих	2	5
88	в котором	3	4
89	время как	1	4
90	но не	5	4
91	как в	7	4
92	все остальные	1	4
93	все эти	3	4
94	к выводу	1	4
95	что она	3	4
96	при этом	6	4
97	их в	4	4
98	что все	1	4
99	было бы	3	4
100	в своей	2	4
101	не столько	2	4
102	не в	4	4
103	но вместе	2	4
104	этом отношении	1	4
105	должен быть	2	4
106	приводит к	1	4
107	выводу что	1	4
108	во всей	1	4
109	в свете	3	4
110	только что	1	4
111	в одном	1	4
112	как раз	1	4
113	ее на	2	4
114	а с	2	4
115	по существу	4	4
116	этого слова	1	4
117	в свою	1	4
118	к этому	5	4
119	как на	1	4
120	человека и	1	3
121	в такой	1	3
122	и то	2	3
123	с таким	1	3
124	полагает что	2	3
125	мы и	1	3
126	из которых	2	3
127	в их	2	3
128	ответ на	1	3
129	что они	1	3
130	в одной	1	3
131	что именно	1	3
132	в своем	1	3
133	все же	2	3
134	еще на	1	3
135	в которой	2	3
136	что это	3	3
137	он в	1	3
138	из этих	2	3
139	как он	1	3
140	и если	1	3
141	в первую	1	3
142	том чтобы	2	3
143	на все	1	3
144	показывает что	8	3
145	на две	2	3
146	такой же	1	3
147	в которых	4	3
148	должны были	2	3
149	она не	3	3
150	тогда когда	4	3
151	ничего не	1	3
152	во всем	2	3
153	могут быть	2	3
154	и это	1	3
155	свою очередь	1	3
156	не могу	1	3
157	можно было	2	3
158	вопрос который	1	3
159	об этом	2	3
160	может не	1	3
161	и следовательно	1	3
162	показывают что	1	3
163	этот вопрос	2	3
164	который в	1	3
165	связи с	2	3
166	уже в	1	3
167	то и	4	3
168	и других	3	3
169	всяком случае	1	3
170	в природе	3	3
171	во всех	3	3
172	превращается в	1	3
173	а не	4	3
174	смысле этого	1	3
175	и основной	1	3
176	из основных	2	3
177	только для	1	3
178	тем и	2	3
179	и от	3	3
180	первую очередь	1	3
181	значение в	1	3
182	во всяком	1	3
183	он показывает	2	2
184	он может	1	2
185	показать что	1	2
186	и до	1	2
187	что эти	1	2
188	что между	1	2
189	что если	1	2
190	рассматривается как	2	2
191	которое не	1	2
192	что его	1	2
193	в ее	3	2
194	только тогда	3	2
195	к сожалению	1	2
196	в поисках	1	2
197	тех случаях	1	2
198	хотя и	1	2
199	когда он	1	2
200	и наконец	1	2
201	нового и	1	2
202	от этого	1	2
203	не связаны	1	2
204	главным образом	3	2
205	всех этих	1	2
206	различные формы	1	2
207	он должен	1	2
208	не к	2	2
209	на этом	3	2
210	объяснения и	1	2
211	но все	1	2
212	том же	4	2
213	с другими	3	2
214	в них	4	2
215	несмотря на	1	2
216	мы видели	7	2
217	должно быть	2	2
218	в научной	1	2
219	был бы	1	2
220	на первый	3	2
221	в этих	3	2
