N	3gram	Vygotskiy__5	FransuaR
1	в конце концов	2	4
2	более или менее	1	3
3	для того чтобы	19	3
4	с другой стороны	5	3
5	с самого начала	3	3
6	один и тот	1	2
7	с точки зрения	2	2
8	таким образом все	2	2
9	с одной стороны	12	2
10	и тот же	1	2
11	не только в	2	2
12	в то время	1	2
13	о том что	6	2
14	можно сказать что	2	1
15	таким образом что	3	1
16	и того же	2	1
17	между ними и	1	1
18	оказываются здесь не	1	1
19	дело в том	1	1
20	что это не	1	1
21	достаточно сказать что	1	1
22	что один из	1	1
23	в этом образе	1	1
24	того что у	1	1
25	с которым мы	1	1
26	то же самое	3	1
27	одной стороны и	1	1
28	и т.п и	1	1
29	в одной из	1	1
30	на первый план	2	1
31	то что эти	1	1
32	до сих пор	5	1
33	до известной степени	1	1
34	в чем не	1	1
35	с двух сторон	1	1
36	сказать что и	1	1
37	к сожалению мы	1	1
38	сожалению мы не	1	1
39	в этом отношении	3	1
40	и то что	3	1
41	и второй части	1	1
42	как бы видит	1	1
43	и вовсе не	1	1
44	так как все	1	1
45	в том случае	1	1
46	одно и то	3	1
47	точки зрения придерживается	1	1
48	как бы снова	1	1
49	то время как	1	1
50	в данном случае	2	1
51	зрения придерживается и	1	1
52	тем что он	1	1
53	смысле этого слова	1	1
54	ни в чем	1	1
55	и то же	3	1
56	может быть и	2	1
57	в отличие от	2	1
58	а с другой	4	1
59	и как бы	4	1
60	все же не	1	1
61	еще более подчеркивает	1	1
62	в полной мере	1	1
63	не может быть	2	1
64	данном случае в	1	1
65	рядом с этой	1	1
66	в нем нет	1	1
67	в частности так	1	1
68	сих пор в	1	1
69	в свою очередь	1	1
70	в конечном счете	1	1
71	мало того что	1	1
72	художественной формы и	2	1
73	одного и того	2	1
74	направо и налево	1	1
75	мы видим что	3	1
76	мы уже указывали	1	1
77	уже указывали на	1	1
78	на самом деле	2	1
79	в том что	14	1
80	один из самых	1	1
81	мы видели что	1	1
