N	2gram	Berdyaev_O_1	Istorich
1	и в	19	26
2	т е	4	22
3	так как	2	18
4	никогда не	9	13
5	потому что	9	13
6	и на	2	12
7	в этом	12	12
8	в том	5	12
9	что в	4	12
10	может быть	11	11
11	связь с	1	11
12	не только	11	10
13	том что	2	10
14	и не	13	10
15	еще не	3	9
16	а именно	1	9
17	что он	3	9
18	но и	13	9
19	и это	1	8
20	все эти	4	8
21	все же	2	8
22	в нем	10	8
23	с ним	3	8
24	например в	1	7
25	но в	2	7
26	и его	4	7
27	о том	3	7
28	уже не	1	7
29	у него	22	7
30	мы не	1	6
31	как в	1	6
32	этот случай	1	6
33	в русской	3	6
34	и с	2	6
35	то что	5	6
36	связан с	1	6
37	и там	2	6
38	ее в	2	6
39	не может	4	6
40	в ней	1	5
41	за собой	1	5
42	и этим	2	5
43	как и	6	5
44	и что	1	5
45	так и	2	5
46	в его	7	5
47	тем что	2	5
48	у нас	1	5
49	как это	1	5
50	его в	2	5
51	и он	8	4
52	с его	4	4
53	после этого	1	4
54	на земле	4	4
55	это не	3	4
56	с тем	2	4
57	что и	2	4
58	в других	2	4
59	прежде всего	9	4
60	как бы	3	4
61	в это	1	4
62	но это	1	4
63	на своем	1	4
64	все что	3	4
65	и через	1	3
66	связана с	1	3
67	и то	2	3
68	должна быть	1	3
69	когда он	3	3
70	та же	1	3
71	в себе	3	3
72	что она	1	3
73	если бы	1	3
74	и вот	3	3
75	него и	4	3
76	в них	1	3
77	попадает в	1	3
78	в своей	2	3
79	и ее	3	3
80	в одном	1	3
81	не в	11	3
82	она не	1	3
83	того как	1	3
84	не потому	1	3
85	могут быть	3	3
86	его с	1	3
87	от него	7	3
88	же можно	2	3
89	один из	1	3
90	том как	1	3
91	и действительно	1	3
92	так что	2	3
93	и других	1	3
94	от того	1	3
95	со стороны	1	3
96	но есть	1	3
97	от этого	1	3
98	не было	9	3
99	попал в	1	3
100	в частности	1	3
101	как будто	1	3
102	и от	3	3
103	вопрос о	10	3
104	а в	5	3
105	и эта	1	3
106	сказать что	2	3
107	в своих	3	3
108	к этому	2	3
109	ту же	1	2
110	и больше	1	2
111	не умирает	1	2
112	представляет собой	1	2
113	он был	8	2
114	но не	1	2
115	то он	1	2
116	очень ясно	1	2
117	на то	1	2
118	в одной	1	2
119	в своем	2	2
120	и как	1	2
121	что это	1	2
122	в этой	5	2
123	и до	1	2
124	но он	7	2
125	враг и	1	2
126	на западе	2	2
127	он не	7	2
128	так часто	1	2
129	из него	1	2
130	людей и	1	2
131	можно было	1	2
132	человека в	11	2
133	же не	1	2
134	его не	2	2
135	было бы	3	2
136	приходит в	1	2
137	кажется что	1	2
138	смерть и	1	2
139	тех которые	1	2
140	вовсе не	1	2
141	в царстве	1	2
142	видели в	1	2
143	человеком и	1	2
144	не имеет	2	2
145	одна из	1	2
146	не вполне	1	2
147	в форму	1	2
148	отличается от	1	2
149	в свое	1	2
150	и сам	1	2
151	что у	2	2
152	ничего не	2	2
153	после того	1	2
154	как у	1	2
155	отметить что	1	2
156	говорит он	1	2
157	в форме	1	2
158	все время	1	2
159	того что	3	2
160	людей а	1	2
161	еще одну	1	2
162	не так	1	2
163	никто не	3	2
164	всяком случае	1	2
165	что они	2	2
166	а с	1	2
167	что не	4	2
168	а не	11	2
169	о чем	1	2
170	он и	1	2
171	в одно	1	2
172	него в	5	2
173	его пути	1	2
174	что же	2	2
175	и формы	1	2
176	видно что	1	2
177	в этих	3	2
178	не есть	2	2
179	с ними	1	2
180	жизни и	1	2
181	даже когда	1	2
182	во всяком	1	2
183	отношения к	1	1
184	также и	1	1
185	с кем	1	1
186	руки в	1	1
187	и есть	3	1
188	этого мира	2	1
189	между двумя	1	1
190	от жажды	1	1
191	есть не	1	1
192	ни у	2	1
193	себе что	1	1
194	за это	1	1
195	мотив в	1	1
196	природы и	2	1
197	так для	1	1
198	не все	2	1
199	иногда и	1	1
200	есть просто	1	1
201	человек может	1	1
202	в истории	2	1
203	может принимать	1	1
204	что как	1	1
205	и нет	2	1
206	хотя и	2	1
207	и к	2	1
208	потому ли	1	1
209	с душой	1	1
210	в этот	2	1
211	через ивана	1	1
212	он в	2	1
213	учение о	2	1
214	ее как	1	1
215	не имеют	1	1
216	и почему	1	1
217	есть та	1	1
218	что нужно	1	1
219	в силу	1	1
220	ее и	1	1
221	чтобы овладеть	1	1
222	бога и	1	1
223	по содержанию	1	1
224	что все	2	1
225	этом он	2	1
226	в мире	1	1
227	которого не	1	1
228	чтобы все	1	1
229	месте и	1	1
230	в свой	1	1
231	в жизни	1	1
232	им самим	1	1
233	с богом	2	1
234	духа в	1	1
235	она и	1	1
236	ведется от	1	1
237	чем в	2	1
238	ключ к	1	1
239	одно из	2	1
240	сторона его	1	1
241	в котором	1	1
242	и требованиями	1	1
243	из которой	1	1
244	оказывается что	1	1
245	который всегда	1	1
246	все это	6	1
247	и более	1	1
248	природу и	1	1
249	как от	1	1
250	что сам	1	1
251	это вопрос	1	1
252	что связано	1	1
253	и очень	2	1
254	что есть	2	1
255	можно ли	2	1
256	а иногда	1	1
257	этими двумя	1	1
258	ее с	1	1
259	не случайно	1	1
260	в уме	1	1
261	подошел к	1	1
262	того чтобы	4	1
263	есть уже	1	1
264	о природе	3	1
265	этом мире	2	1
266	показывает нам	1	1
267	к ней	2	1
268	по своей	1	1
269	его он	1	1
270	нужна была	1	1
271	перед ним	1	1
272	бог и	1	1
273	человека с	1	1
274	начиная с	1	1
275	не могут	3	1
276	указать на	1	1
277	души человеческой	1	1
278	бы он	1	1
279	все еще	2	1
280	от которой	1	1
281	бы ни	1	1
282	с образом	1	1
283	он прежде	2	1
284	и о	2	1
285	на нем	1	1
286	не могу	1	1
287	в ее	2	1
288	для тех	1	1
289	и когда	1	1
290	тысячи лет	1	1
291	не с	1	1
292	в борьбе	1	1
293	которая была	1	1
294	и каждый	1	1
295	он до	1	1
296	несколько в	1	1
297	с чего	2	1
298	находится в	1	1
299	и здесь	1	1
300	другом месте	1	1
301	в другом	2	1
302	и из	2	1
303	с того	1	1
304	к одному	1	1
305	все его	1	1
306	это была	1	1
307	нет у	1	1
308	к нему	3	1
309	восток и	1	1
310	в древнем	1	1
311	уходят в	1	1
312	и можно	1	1
313	от которого	1	1
314	никакого другого	2	1
315	стихии он	1	1
316	с той	1	1
317	он что	1	1
318	но ничего	1	1
319	и вопрос	1	1
320	ли он	1	1
321	те которые	2	1
322	между этими	1	1
323	их не	2	1
324	же и	1	1
325	уже в	2	1
326	а это	1	1
327	него человек	1	1
328	не стал	1	1
329	его и	1	1
330	мир в	1	1
331	уверены что	1	1
332	был бы	1	1
333	для него	5	1
334	он весь	2	1
335	у нее	1	1
336	отношение к	5	1
337	может служить	1	1
338	и пр	1	1
339	и никогда	2	1
340	для того	3	1
341	и достигает	1	1
342	к солнцу	1	1
343	говорится что	1	1
344	и даже	1	1
345	на примере	1	1
346	главное и	1	1
347	с другом	1	1
348	в самую	4	1
349	его как	1	1
350	чем на	3	1
351	под влиянием	1	1
352	есть одно	1	1
353	но никогда	2	1
354	к другому	1	1
355	он говорит	1	1
356	и идеалы	1	1
357	смысле этого	1	1
358	это так	1	1
359	в чистом	1	1
360	это есть	1	1
361	в мир	1	1
362	друг с	1	1
363	этого слова	1	1
364	их было	1	1
365	своей жизни	2	1
366	о его	5	1
367	над его	1	1
368	и для	2	1
369	случае если	1	1
370	не существует	1	1
371	что иной	1	1
372	всего мира	1	1
373	человека для	1	1
374	он за	1	1
375	к одной	1	1
376	предстала перед	1	1
377	бы в	1	1
378	будто бы	1	1
379	он подошел	1	1
380	ли сказать	2	1
381	же всегда	1	1
382	еще ничего	1	1
383	ты не	1	1
384	состоит из	1	1
385	на этот	1	1
386	они всегда	1	1
387	но еще	1	1
388	к этой	2	1
