N	3gram	Bakhtin_Pr_2	Problemy
1	в том числе	1	11
2	том числе и	1	10
3	к себе самому	3	6
4	до сих пор	7	5
5	в творчестве достоевского	2	5
6	то же время	5	5
7	в то же	5	5
8	с самим собою	5	4
9	можно сказать что	1	4
10	в большинстве случаев	8	4
11	в каждом из	1	3
12	более или менее	3	3
13	большей или меньшей	1	3
14	и во всех	1	3
15	как мы уже	1	3
16	в том что	1	3
17	как и в	3	3
18	человека и его	2	3
19	и наконец в	1	2
20	если б я	1	2
21	а между тем	1	2
22	с точки зрения	8	2
23	в собственном смысле	1	2
24	или меньшей степени	1	2
25	может быть и	2	2
26	ивана карамазова с	1	2
27	в большей или	1	2
28	мы уже говорили	3	2
29	так и в	1	2
30	о том что	1	2
31	проявляется и в	1	2
32	в его творчестве	1	2
33	тем не менее	2	2
34	духе и в	1	1
35	хотя и не	2	1
36	может быть еще	1	1
37	в той или	3	1
38	очень важное место	1	1
39	скрытой полемики с	1	1
40	у достоевского почти	1	1
41	прежде всего в	1	1
42	здесь перед нами	1	1
43	по отношению к	5	1
44	при этом каждое	1	1
45	в этом смысле	2	1
46	то же самое	1	1
47	почти каждый из	1	1
48	в произведениях достоевского	3	1
49	и в стиле	1	1
50	самим собою и	1	1
51	со всеми ее	1	1
52	и не может	4	1
53	в сущности все	1	1
54	как и все	4	1
55	как мы сказали	2	1
56	и скрытой полемикой	1	1
57	в сознании и	1	1
58	и отчасти с	1	1
59	в отличие от	4	1
60	является одним из	1	1
61	а может быть	1	1
62	униженных и оскорбленных	1	1
63	к этому мы	1	1
64	может быть даже	1	1
65	с самим собой	3	1
66	человека с человеком	1	1
67	то что было	1	1
68	глубины души человеческой	3	1
69	иногда же она	1	1
70	по крайней мере	1	1
71	становятся все более	1	1
72	не может быть	4	1
73	во всех его	1	1
74	всего его творчества	1	1
75	которая до сих	1	1
76	его жизнь в	1	1
77	как бы уже	1	1
78	стиль и тон	1	1
79	но в то	3	1
80	человека из подполья	1	1
81	таким образом и	1	1
82	в конце концов	2	1
83	им и не	1	1
84	в связи с	1	1
85	в той же	1	1
86	которое совершается в	1	1
87	творчестве достоевского в	1	1
88	отношение к слову	1	1
89	на этой почве	1	1
90	так или иначе	1	1
91	мы здесь конечно	1	1
92	или иной форме	1	1
93	в следующей главе	1	1
94	друг к другу	2	1
95	во всяком случае	1	1
96	но и в	1	1
97	я не могу	2	1
98	достаточно сравнить например	1	1
99	проявляется прежде всего	1	1
100	и не о	1	1
101	тон и стиль	1	1
102	эта тема в	1	1
103	не хочу и	1	1
104	но тем не	1	1
105	можно было бы	3	1
106	мы можем сказать	1	1
107	мы не найдем	1	1
108	и до сих	1	1
109	и вообще всех	1	1
110	той или иной	3	1
111	в романы достоевского	1	1
112	с другой стороны	3	1
113	как мы видим	1	1
114	также и в	1	1
115	смысле этого слова	1	1
116	друг от друга	2	1
117	после того как	1	1
118	типа а не	1	1
119	в каждой детали	1	1
120	и в нем	1	1
121	значение для понимания	1	1
122	но при этом	2	1
123	в процессе его	1	1
124	можем сказать что	1	1
125	конечно далеко не	1	1
126	очень хорошо и	1	1
127	со всеми его	1	1
128	в своих произведениях	1	1
129	но к этому	1	1
130	времени и пространства	1	1
