N	2gram	Losev_Prob_3	Russkaja
1	не может	7	22
2	и не	35	19
3	в том	21	17
4	в этом	17	17
5	и в	44	14
6	то что	23	13
7	то же	13	11
8	точки зрения	5	11
9	таким образом	9	11
10	в то	9	10
11	но и	10	10
12	в себе	8	9
13	не только	14	9
14	том что	12	9
15	с точки	2	9
16	может быть	28	9
17	во всяком	9	9
18	того чтобы	1	8
19	прежде всего	3	8
20	как на	2	8
21	самом деле	3	7
22	отнюдь не	10	7
23	и если	6	7
24	и с	9	7
25	в данном	9	7
26	к тому	3	7
27	о том	6	7
28	самого себя	3	7
29	мы должны	7	7
30	ни к	3	7
31	в своем	5	6
32	и к	6	6
33	с тем	5	6
34	в своих	1	6
35	и при	2	6
36	если бы	3	6
37	все это	5	6
38	и для	2	6
39	для того	1	6
40	что он	9	6
41	всяком случае	6	6
42	для всех	1	6
43	для него	3	6
44	на самом	7	6
45	вопрос о	1	5
46	и на	1	5
47	между собой	1	5
48	во всех	2	5
49	на то	3	5
50	в нем	9	5
51	при этом	4	5
52	он не	8	5
53	было бы	8	5
54	в своей	5	5
55	никогда не	6	5
56	потому что	25	5
57	а потому	1	5
58	и только	6	5
59	только в	19	5
60	хотя бы	3	5
61	или иной	8	5
62	до сих	2	5
63	себя и	1	5
64	из которых	2	5
65	по существу	2	5
66	сих пор	2	5
67	а в	5	5
68	и то	14	4
69	бы то	4	4
70	но не	3	4
71	себе и	1	4
72	себя в	2	4
73	все же	6	4
74	более или	1	4
75	не в	13	4
76	в этой	3	4
77	то ни	6	4
78	его в	3	4
79	как и	10	4
80	которой он	1	4
81	или менее	1	4
82	в их	2	4
83	точку зрения	1	4
84	тогда когда	1	4
85	во всем	1	4
86	от того	2	4
87	не могут	1	4
88	идет речь	3	4
89	можно было	4	4
90	в его	9	4
91	советской власти	1	4
92	так как	9	4
93	вместе с	2	4
94	он будет	2	4
95	что же	8	4
96	как бы	9	4
97	к вопросу	1	4
98	жизни и	6	4
99	что в	8	4
100	к этой	1	4
101	и т	13	3
102	то в	3	3
103	и этот	1	3
104	говорить о	3	3
105	и ни	3	3
106	еще не	5	3
107	он сам	4	3
108	окажется в	1	3
109	самих себя	1	3
110	из этих	1	3
111	что они	5	3
112	во что	1	3
113	в самом	3	3
114	что это	3	3
115	на том	1	3
116	и по	2	3
117	в другом	2	3
118	лишь в	1	3
119	для них	2	3
120	о которых	3	3
121	несмотря на	1	3
122	всех этих	2	3
123	но если	6	3
124	мы говорили	2	3
125	знаем что	1	3
126	том чтобы	1	3
127	можно ли	4	3
128	связи с	8	3
129	то это	10	3
130	что оно	2	3
131	той или	12	3
132	что все	2	3
133	данном случае	7	3
134	ни стало	1	3
135	для этого	6	3
136	но мы	1	3
137	вопросу о	1	3
138	и во	2	3
139	что и	9	3
140	что бы	1	3
141	того что	8	3
142	в качестве	3	3
143	с нею	2	3
144	в виде	6	3
145	из них	2	3
146	в конце	5	3
147	друг друга	2	3
148	тем что	4	3
149	именно в	2	3
150	собой а	2	3
151	только к	2	3
152	что для	3	3
153	не было	5	3
154	и потому	7	3
155	да и	5	3
156	этом случае	5	3
157	и будут	1	3
158	при условии	2	3
159	она может	2	3
160	или в	4	3
161	о котором	1	3
162	конце концов	3	3
163	и как	3	3
164	все они	2	3
165	не есть	35	3
166	из этого	3	3
167	с виду	1	3
168	от этой	1	2
169	речь идет	1	2
170	и есть	5	2
171	должна быть	1	2
172	из всех	1	2
173	но даже	4	2
174	полное и	1	2
175	в ней	5	2
176	в таком	5	2
177	там и	3	2
178	они будут	1	2
179	не просто	23	2
180	друг от	2	2
181	сама по	8	2
182	всю эту	1	2
183	с этим	2	2
184	но в	12	2
185	не можем	1	2
186	это есть	3	2
187	а во-вторых	1	2
188	все эти	7	2
189	и тот	1	2
190	во многих	1	2
191	не к	1	2
192	чтобы в	1	2
193	факт что	1	2
194	мы уже	4	2
195	того или	6	2
196	по себе	25	2
197	и тем	9	2
198	ведь в	2	2
199	на основании	2	2
200	и тогда	3	2
201	нисколько не	2	2
202	в этих	2	2
203	во время	1	2
204	что такое	3	2
205	могут не	1	2
206	в котором	2	2
207	ничего другого	1	2
208	и более	2	2
209	том и	1	2
210	для нее	2	2
211	бы нас	2	2
212	тому что	4	2
213	она не	3	2
214	только для	1	2
215	каждого отдельного	1	2
216	в таких	3	2
217	что с	1	2
218	для нас	16	2
219	у него	1	2
220	к такому	1	2
221	больше чем	1	2
222	и является	4	2
223	как будто	3	2
224	если только	1	2
225	свое собственное	2	2
226	отличается от	4	2
227	указывает на	7	2
228	которой она	3	2
229	если же	3	2
230	для себя	2	2
231	и о	5	2
232	от друга	2	2
233	мы указали	1	2
234	если они	1	2
235	ясно что	6	2
236	с самим	3	2
237	разумеется что	1	2
238	даже не	2	2
239	практически это	1	2
240	и деятельности	1	2
241	в порядке	3	2
242	настоящее время	2	2
243	и что	7	2
244	были бы	2	2
245	при полном	1	2
246	от него	2	2
247	это в	2	2
248	вся эта	3	2
249	отметить что	1	2
250	быть и	3	2
251	сделать это	1	2
252	что только	1	2
253	этот вопрос	3	2
254	совершенно не	4	2
255	даже если	2	2
256	бы ни	1	2
257	так что	12	2
258	уже не	7	2
259	только на	5	2
260	в начале	2	2
261	является не	2	2
262	не так	3	2
263	ни в	8	2
264	чтобы она	1	2
265	мы можем	6	2
266	только с	4	2
267	к той	1	2
268	даже и	16	2
269	и даже	14	2
270	а с	2	2
271	не нужна	1	2
272	естественно что	1	2
273	зависит от	1	2
274	а не	18	2
275	в частности	2	2
276	так же	5	2
277	тот факт	1	2
278	ни от	4	2
279	или иного	3	2
280	отношения к	3	2
281	есть и	2	2
282	этого вида	1	2
283	благодаря этому	1	2
284	но это	8	2
285	от нас	2	2
286	но для	1	2
287	остается в	1	2
288	если не	3	2
289	и от	9	2
290	в результате	2	2
291	в настоящее	2	2
292	за нее	1	2
293	не должен	1	2
294	с ним	7	2
295	бы его	1	2
296	и состоит	2	2
297	ее в	1	2
298	тем самым	5	2
299	точно так	3	2
300	не должны	1	1
301	сами себя	1	1
302	и действительно	1	1
303	того же	2	1
304	но тогда	3	1
305	он может	1	1
306	это и	7	1
307	идет о	1	1
308	основан на	1	1
309	не хочет	1	1
310	что эти	1	1
311	от которых	1	1
312	всякой данной	1	1
313	то самое	1	1
314	и за	2	1
315	также и	16	1
316	есть не	5	1
317	от всякой	1	1
318	мы не	7	1
319	же как	3	1
320	и ничего	1	1
321	в семье	1	1
322	до такой	1	1
323	имеет свою	3	1
324	только сама	1	1
325	оно есть	1	1
326	которое в	1	1
327	с большим	2	1
328	без всякого	3	1
329	столько же	2	1
330	не был	2	1
331	или все	1	1
332	заключается не	1	1
333	друг к	1	1
334	исключительно только	1	1
335	и вопрос	1	1
336	к этому	1	1
337	но как	4	1
338	а только	5	1
339	точка зрения	1	1
340	значение и	5	1
341	только тогда	2	1
342	есть по	1	1
343	было а	1	1
344	которые не	1	1
345	что хотя	1	1
346	в истории	1	1
347	первый взгляд	2	1
348	может принимать	1	1
349	перед нами	8	1
350	когда он	2	1
351	с понятием	3	1
352	по пути	1	1
353	не являются	2	1
354	для которой	4	1
355	имеет в	1	1
356	и материальными	1	1
357	от этого	1	1
358	которых идет	1	1
359	еще на	2	1
360	в которой	2	1
361	перестанет быть	1	1
362	язык да	1	1
363	бы не	1	1
364	не страшны	1	1
365	но ведь	1	1
366	то и	5	1
367	же этого	1	1
368	тому же	1	1
369	иначе и	1	1
370	но на	1	1
371	своим собственным	2	1
372	вообще не	1	1
373	на его	1	1
374	как оно	3	1
375	на создание	1	1
376	совершенно самостоятельные	1	1
377	выражается в	3	1
378	тем не	10	1
379	время и	2	1
380	а скорее	1	1
381	от которого	1	1
382	о которой	1	1
383	эта последняя	2	1
384	к одному	1	1
385	этого вопроса	1	1
386	пор мы	1	1
387	но дело	1	1
388	так например	1	1
389	и заключается	1	1
390	поскольку она	1	1
391	но все	3	1
392	такого же	2	1
393	это конечно	1	1
394	в одну	1	1
395	здесь мы	1	1
396	этим самым	1	1
397	тем же	2	1
398	делать в	1	1
399	целое как	1	1
400	об этом	3	1
401	к другу	1	1
402	это вдруг	1	1
403	то есть	34	1
404	себя не	2	1
405	или даже	5	1
406	входит в	1	1
407	заключается в	4	1
408	с другими	3	1
409	это не	9	1
410	нечего и	1	1
411	то все	1	1
412	никакой роли	1	1
413	остановиться на	1	1
414	самым он	1	1
415	в жизни	1	1
416	этого слова	5	1
417	все равно	3	1
418	со своими	1	1
419	не всегда	1	1
420	всегда и	1	1
421	для чего	2	1
422	жизни но	2	1
423	ради этой	1	1
424	на одну	2	1
425	в один	1	1
426	и того	1	1
427	одного и	1	1
428	перед собой	1	1
