N	3gram	Berdyaev_M_2	Tvorches
1	в романах достоевского	1	13
2	в том что	2	6
3	о том что	2	5
4	преступления и наказания	1	4
5	в преступлении и	1	4
6	в творчестве достоевского	3	4
7	преступление и наказание	1	4
8	записок из подполья	1	3
9	преступлении и наказании	1	3
10	в записках из	1	3
11	том что в	1	2
12	и иван карамазов	3	2
13	на самом деле	1	2
14	в свою противоположность	2	2
15	и та же	2	2
16	записках из подполья	1	2
17	человека у достоевского	1	2
18	в каждом человеке	2	2
19	добра и зла	5	2
20	переходит в свою	1	2
21	на протяжении всего	1	2
22	в сне смешного	2	2
23	к человеку как	1	2
24	сне смешного человека	2	2
25	человеку как к	1	2
26	место в творчестве	1	2
27	каждый человек есть	1	1
28	что иное как	3	1
29	и всю жизнь	1	1
30	и наказание а	1	1
31	из подполья и	2	1
32	человеческой природы в	2	1
33	бесы и братья	1	1
34	может быть назван	2	1
35	все та же	1	1
36	по отношению к	2	1
37	у достоевского была	4	1
38	до сих пор	3	1
39	в себе всю	1	1
40	в своей книге	1	1
41	что он не	1	1
42	друг на друга	1	1
43	а может быть	1	1
44	к человеку и	3	1
45	у достоевского и	1	1
46	в мире не	1	1
47	он хочет быть	1	1
48	с самим собой	1	1
49	не был так	1	1
50	людей в этой	1	1
51	он видит в	1	1
52	у него была	2	1
53	в своем творчестве	1	1
54	достоевский прибегает к	1	1
55	уже в записках	1	1
56	как в сне	1	1
57	в xix веке	1	1
58	в конце концов	1	1
59	в нее он	1	1
60	со всеми его	1	1
61	подпольного человека и	1	1
62	и чувствовал что	1	1
63	у достоевского не	1	1
64	что он сам	1	1
65	достоевского не есть	1	1
66	свою противоположность в	1	1
67	к этой теме	1	1
68	и братья карамазовы	1	1
69	одна и та	2	1
70	что у него	1	1
71	я не могу	1	1
72	буржуазной цивилизации и	1	1
73	если нет бессмертия	1	1
74	и в бесах	2	1
75	самого достоевского его	1	1
76	он принадлежит к	1	1
77	не означает что	1	1
78	для человека и	1	1
79	у него есть	1	1
80	чем у нас	1	1
81	и всякий раз	1	1
82	он верит в	1	1
83	достоевский и в	1	1
84	человек и его	1	1
85	у достоевского нет	2	1
86	у достоевского через	1	1
87	но это не	2	1
88	не что иное	3	1
89	к тому что	3	1
90	в отношении к	2	1
91	ведет к тому	1	1
92	добро и зло	2	1
93	достоевского с его	1	1
94	он перестает быть	1	1
95	как и в	2	1
96	друг для друга	2	1
