N	2gram	Tiupa_Vved_1	Myshleni
1	точки зрения	1	26
2	таким образом	4	26
3	в том	10	24
4	и в	13	23
5	том что	7	21
6	в целом	3	20
7	в этом	21	17
8	того чтобы	1	17
9	то что	6	17
10	не только	20	16
11	так же	1	16
12	того что	6	15
13	как и	11	14
14	может быть	18	14
15	но и	19	14
16	в его	4	14
17	что в	3	14
18	с помощью	1	13
19	не может	7	12
20	представляет собой	15	11
21	сказать что	1	11
22	как бы	4	11
23	в отношении	1	10
24	с другой	5	10
25	прежде всего	7	10
26	и с	2	9
27	между тем	1	9
28	в качестве	8	9
29	одной стороны	5	9
30	другой стороны	2	9
31	вместе с	1	9
32	и не	12	9
33	не является	3	9
34	человеческой речи	1	8
35	то же	5	8
36	в ходе	2	8
37	в процессе	1	8
38	в основе	3	8
39	и на	3	8
40	с одной	5	8
41	мы не	4	7
42	по отношению	7	7
43	как уже	1	7
44	в самом	2	7
45	в этой	1	7
46	с тем	1	7
47	в то	4	7
48	и ее	1	7
49	что он	1	7
50	отношению к	7	7
51	в сущности	1	6
52	все это	1	6
53	столь же	1	6
54	к слову	1	6
55	могли бы	1	6
56	в себе	5	6
57	в силу	2	6
58	лишь в	2	6
59	и тем	2	6
60	и его	5	6
61	взрослого человека	1	6
62	о том	5	6
63	только в	6	6
64	между этими	1	6
65	мы можем	2	6
66	тем что	2	6
67	потому что	5	6
68	из того	1	5
69	между собой	2	5
70	бы в	3	5
71	перед нами	6	5
72	но в	6	5
73	на то	1	5
74	он не	3	5
75	и более	3	5
76	представить себе	2	5
77	если бы	7	5
78	тем самым	5	5
79	по себе	2	5
80	тому что	1	5
81	по своей	3	5
82	как мы	3	5
83	что может	1	5
84	и т.д	5	5
85	и что	1	5
86	можно сказать	4	5
87	так и	8	5
88	что для	1	5
89	слова и	1	5
90	что мы	2	5
91	и все	4	5
92	мы должны	1	5
93	из этого	1	5
94	в какой	4	5
95	в своих	2	5
96	в котором	8	4
97	высшей степени	2	4
98	исследования в	1	4
99	но не	5	4
100	как в	4	4
101	целый ряд	2	4
102	и к	2	4
103	все эти	1	4
104	что она	1	4
105	при этом	26	4
106	их в	2	4
107	что все	1	4
108	было бы	4	4
109	в высшей	2	4
