N	2gram	Bakhtin_Fr_6	Psycholo
1	и в	41	38
2	то что	10	35
3	все время	4	30
4	в том	2	25
5	в самом	10	25
6	самом деле	4	21
7	что в	7	20
8	может быть	2	19
9	и что	5	18
10	точки зрения	2	16
11	в ней	4	15
12	то есть	24	15
13	том что	7	14
14	как бы	7	14
15	потому что	3	14
16	в этом	12	13
17	в этой	8	13
18	совершенно ясно	1	13
19	не только	10	12
20	таким образом	17	12
21	было бы	3	12
22	не в	4	12
23	мы видим	6	12
24	мы увидим	3	12
25	что он	6	11
26	то же	5	10
27	в сущности	8	10
28	что это	5	10
29	и не	3	10
30	и все	9	10
31	с точки	2	9
32	того чтобы	4	9
33	и то	2	8
34	с этим	3	8
35	все же	4	8
36	и как	4	8
37	с тем	1	8
38	как и	7	8
39	в одном	5	8
40	видим что	1	8
41	и это	1	8
42	но только	1	8
43	так что	2	8
44	вовсе не	7	8
45	как раз	2	8
46	для того	1	8
47	перед нами	3	8
48	для нас	2	8
49	из этого	4	8
50	мы уже	18	7
51	с другой	4	7
52	заключается в	2	7
53	мы можем	1	7
54	не может	4	7
55	все то	5	7
56	как мы	12	7
57	в ее	5	7
58	никак не	3	7
59	между тем	2	7
60	а не	2	7
61	а в	4	7
62	и на	9	6
63	в которых	1	6
64	как это	2	6
65	и если	1	6
66	он не	2	6
67	мы видели	2	6
68	в котором	4	6
69	не имеет	1	6
70	и его	13	6
71	ясно что	1	6
72	и здесь	1	6
73	о том	9	6
74	один из	6	6
75	с одной	4	6
76	если мы	2	6
77	из них	5	6
78	так как	10	6
79	до сих	3	6
80	которых мы	2	6
81	там где	5	6
82	он говорит	1	6
83	должна быть	2	5
84	мы не	2	5
85	время в	1	5
86	в своем	5	5
87	в которой	1	5
88	так сказать	2	5
89	на этом	2	5
90	в другом	4	5
91	несмотря на	1	5
92	в своей	2	5
93	казалось бы	1	5
94	и когда	2	5
95	в его	7	5
96	но и	13	5
97	действующих лиц	1	5
98	одной стороны	4	5
99	вместе с	6	5
