N	3gram	Propp_Russ_1	Istorich
1	и т д	9	15
2	в этих случаях	1	7
3	в этом случае	5	5
4	в том что	15	5
5	тем не менее	3	5
6	как мы видели	1	5
7	мы видим что	1	4
8	мы можем предположить	1	4
9	можем предположить что	1	4
10	что иное как	2	3
11	что в сказке	1	3
12	здесь мы имеем	1	3
13	в данном случае	1	3
14	в связи с	4	3
15	не что иное	2	3
16	том что в	6	2
17	к этому же	2	2
18	состоит в том	8	2
19	не совсем так	1	2
20	по отношению к	1	2
21	и в других	4	2
22	эти случаи показывают	1	2
23	точно так же	1	2
24	что и в	1	2
25	мы уже знаем	1	2
26	во всяком случае	1	2
27	мы увидим ниже	2	2
28	но тем не	2	2
29	в то время	1	2
30	о том что	4	2
31	в одном из	1	2
32	но все же	2	2
33	как и в	1	2
34	речь будет ниже	1	1
35	то что и	1	1
36	хотя и не	1	1
37	в русском фольклоре	1	1
38	есть один из	1	1
39	что в этом	2	1
40	время от времени	1	1
41	к вопросу в	1	1
42	подобно тому как	1	1
43	во многих случаях	2	1
44	из приведенных материалов	1	1
45	мы должны будем	1	1
46	с точки зрения	3	1
47	мы не будем	2	1
48	увидим ниже что	1	1
49	как мы увидим	5	1
50	на самом же	1	1
51	независимо от того	1	1
52	необходимо указать что	1	1
53	с тем что	1	1
54	еще не означает	1	1
55	так же в	1	1
56	в таком случае	1	1
57	можно было бы	1	1
58	встречаются и в	1	1
59	об этом мы	1	1
60	или в другие	1	1
61	из них из	1	1
62	этот вопрос можно	1	1
63	вместе с тем	6	1
64	может быть и	2	1
65	видеть в этом	1	1
66	выводы этой работы	1	1
67	как они не	1	1
68	по этому вопросу	1	1
69	не только в	1	1
70	во многих местах	2	1
71	так как они	2	1
72	с этим в	1	1
73	ничего не знает	1	1
74	т е с	1	1
75	все же не	2	1
76	приведем несколько примеров	1	1
77	в другие сроки	3	1
78	мы имеем здесь	1	1
79	но вместе с	1	1
80	так же как	1	1
81	и в том	1	1
82	в других случаях	2	1
83	это не совсем	1	1
84	из всех этих	1	1
85	в тех случаях	1	1
86	таком случае их	1	1
87	что делалось в	1	1
88	то же известно	1	1
89	в некоторых местах	1	1
90	можно установить что	1	1
91	есть и другие	1	1
92	не означает что	1	1
93	в свою очередь	2	1
94	на самом деле	1	1
95	как будто совершенно	1	1
96	так как в	1	1
97	ничего общего с	1	1
98	один из них	2	1
99	не только на	2	1
100	можно сказать что	1	1
101	у нас в	1	1
102	это не что	1	1
103	на то что	1	1
104	тех случаях когда	1	1
105	в большинстве случаев	2	1
106	после того как	2	1
107	и получают от	1	1
108	но есть и	1	1
109	народы у которых	1	1
110	друг с другом	1	1
111	самом же деле	1	1
112	о том чтобы	1	1
113	и у нас	2	1
114	на этот вопрос	1	1
