N	2gram	Losev_Dial_3	slovoVRo
1	и в	24	41
2	в нем	3	30
3	и т	24	28
4	то есть	1	26
5	могут быть	2	19
6	во всех	1	17
7	не только	23	16
8	и не	27	16
9	точки зрения	25	16
10	но и	9	16
11	а не	26	15
12	то же	6	14
13	и на	3	14
14	в то	5	14
15	и его	5	14
16	может быть	13	14
17	не может	19	14
18	слова и	1	13
19	в сущности	10	13
20	в его	2	13
21	в этом	8	12
22	же время	3	12
23	как бы	3	12
24	так и	5	11
25	слово в	2	10
26	себя в	2	9
27	все эти	3	9
28	таким образом	13	9
29	той или	2	9
30	или иной	4	9
31	точка зрения	5	8
32	но в	2	8
33	с точки	14	8
34	как мы	2	8
35	в особенности	7	8
36	или в	2	8
37	прежде всего	8	8
38	все же	3	7
39	в слове	3	7
40	не в	3	7
41	вовсе не	13	7
42	с ним	1	7
43	и следовательно	2	7
44	во всяком	2	7
45	при этом	2	6
46	это не	4	6
47	в них	5	6
48	в отношении	1	6
49	оно не	6	6
50	только в	5	6
51	и даже	13	6
52	а в	2	6
53	и к	5	5
54	в самом	7	5
55	т д	23	5
56	далеко не	1	5
57	всяком случае	2	5
58	все это	6	5
59	в основе	3	5
60	не на	6	5
61	и мир	1	5
62	к нему	3	5
63	точек зрения	1	5
64	с другой	4	5
65	своего предмета	1	5
66	ту же	1	4
67	по преимуществу	1	4
68	на мир	1	4
69	в ней	2	4
70	еще не	2	4
71	с его	2	4
72	за пределы	3	4
73	перед нами	3	4
74	и наконец	1	4
75	в которой	1	4
76	всех этих	1	4
77	не как	1	4
78	связанных с	1	4
79	и с	6	4
80	на почве	1	4
81	как и	7	4
82	в их	2	4
83	в процессе	1	4
84	и для	2	4
85	с ее	1	4
86	ничего не	17	4
87	о нем	4	4
88	оно и	1	4
89	с одной	3	4
90	одной стороны	3	4
91	и все	6	4
92	и потому	2	4
93	и формы	2	4
94	и от	3	4
95	в смысле	2	4
96	кроме того	6	4
97	здесь в	1	4
98	и часто	1	4
99	быть и	3	4
100	другой стороны	2	4
101	также и	2	3
102	или к	2	3
103	в первом	2	3
104	в зависимости	2	3
105	зависимости от	3	3
106	как таковые	1	3
107	данном случае	1	3
108	в своем	3	3
109	более или	1	3
110	бы и	1	3
111	из этих	2	3
112	в себе	2	3
113	вообще не	2	3
114	и сам	1	3
115	и может	1	3
116	его в	1	3
117	было бы	5	3
118	он не	5	3
119	или менее	1	3
120	и ее	3	3
121	от его	2	3
122	точку зрения	1	3
123	а иногда	1	3
124	она не	3	3
125	следовательно и	2	3
126	никогда не	7	3
127	и здесь	2	3
128	не могут	4	3
129	в других	1	3
130	к тому	4	3
131	точками зрения	1	3
132	и этим	3	3
133	о том	6	3
134	не выходит	1	3
135	и во	2	3
136	все время	3	3
137	в него	1	3
138	того что	12	3
139	в том	5	3
140	в качестве	1	3
141	конечно не	4	3
142	и чисто	2	3
