N	3gram	Vygotskiy__2	KulturaY
1	с точки зрения	18	16
2	в самом деле	4	11
3	для того чтобы	10	11
4	можно было бы	5	10
5	до сих пор	1	8
6	в том что	21	8
7	в зависимости от	6	7
8	той или иной	1	5
9	в том случае	1	4
10	в данном случае	3	4
11	с одной стороны	7	4
12	в связи с	6	4
13	и в самом	2	4
14	после того как	1	4
15	только тогда когда	2	4
16	потому что как	1	3
17	зависимости от того	1	3
18	на самом деле	2	3
19	сам по себе	1	3
20	бы сказать что	1	3
21	то обстоятельство что	1	3
22	в том чтобы	4	3
23	а с другой	4	3
24	с другой стороны	1	3
25	не может быть	6	3
26	о том что	4	3
27	смысле этого слова	3	2
28	в той или	1	2
29	по отношению к	5	2
30	в том числе	3	2
31	один и тот	1	2
32	самом деле не	1	2
33	только в том	1	2
34	на точку зрения	1	2
35	в отличие от	3	2
36	только то что	1	2
37	было бы привести	1	2
38	и тот же	1	2
39	в известном смысле	1	2
40	не в том	1	2
41	не могут быть	1	2
42	так как он	1	2
43	более или менее	2	2
44	с вопросом о	1	2
45	сама по себе	2	2
46	дело не в	1	2
47	тот или иной	1	2
48	к тому же	1	2
49	как мы видели	1	2
50	в свое время	1	2
51	одной стороны а	1	1
52	потому что он	2	1
53	на этот вопрос	5	1
54	что она не	1	1
55	всякий раз когда	1	1
56	у нас в	1	1
57	теоретические основания для	1	1
58	и к тому	1	1
59	ответить на этот	1	1
60	связи с вопросом	1	1
61	в этом смысле	2	1
62	то же самое	2	1
63	что как увидим	1	1
64	которые не только	1	1
65	должны быть поставлены	1	1
66	в другом месте	2	1
67	а также в	1	1
68	ни в коем	1	1
69	для этого нам	1	1
70	что он не	2	1
71	наряду с этим	1	1
72	бы то ни	1	1
73	не могло бы	1	1
74	мы находим в	1	1
75	тогда когда он	1	1
76	из того что	4	1
77	в собственном смысле	3	1
78	с тем что	1	1
79	как показано выше	1	1
80	имеет в виду	1	1
81	не последнюю роль	1	1
82	лишь в процессе	1	1
83	речь в ее	1	1
84	в самое последнее	1	1
85	как увидим ниже	2	1
86	не только не	1	1
87	что даже в	1	1
88	не в пользу	1	1
89	в коем случае	1	1
90	в виду те	1	1
91	прямую связь между	1	1
92	хотя бы и	2	1
93	только в силу	1	1
94	то это не	1	1
95	так же как	1	1
96	относительно того что	3	1
97	не потому что	2	1
98	заключается в том	7	1
99	ответа на вопрос	1	1
100	и не могут	1	1
101	с помощью которого	2	1
102	со всем тем	1	1
103	все без исключения	1	1
104	это не только	1	1
105	как уже сказано	2	1
106	той и другой	2	1
107	то что он	2	1
108	в этом ее	2	1
109	собственном смысле слова	3	1
110	во всяком случае	6	1
111	здесь может быть	1	1
112	когда мы говорим	1	1
113	идет о совершенно	1	1
114	лишь об одном	1	1
115	самое последнее время	1	1
116	на вопрос о	2	1
117	этой точки зрения	1	1
118	который может быть	1	1
119	и эта функция	1	1
120	вовсе не в	2	1
121	мы не можем	3	1
122	во главу угла	1	1
123	же самое что	2	1
124	том смысле что	1	1
125	в процессе развития	5	1
126	против того что	1	1
127	но для этого	1	1
128	никогда не может	1	1
129	само по себе	2	1
130	те случаи когда	1	1
131	что если мы	1	1
132	стороны а с	1	1
133	в конечном счете	4	1
134	с помощью которых	1	1
135	как он является	1	1
136	мы имеем в	1	1
137	заключается вовсе не	1	1
138	а вместе с	1	1
139	это действительно так	1	1
140	по этому поводу	3	1
141	в том смысле	1	1
142	друг от друга	2	1
143	между словом и	1	1
144	с помощью этого	1	1
145	доказательство того что	1	1
146	только для того	1	1
147	мы увидим что	2	1
148	именно потому что	1	1
