N	3gram	Vygotskiy__2	SlovoVZh
1	по отношению к	5	11
2	не может быть	6	7
3	можно сказать что	1	5
4	дело в том	1	4
5	как если бы	1	4
6	в том что	21	4
7	бы то ни	1	3
8	этой точки зрения	1	3
9	до сих пор	1	3
10	имеет в виду	1	3
11	то ни было	1	3
12	в такой же	1	2
13	имеем в виду	1	2
14	на самом деле	2	2
15	с другой стороны	1	2
16	мы все время	1	2
17	то же самое	2	2
18	одной стороны и	2	2
19	с точки зрения	18	2
20	в зависимости от	6	2
21	в данном случае	3	2
22	с одной стороны	7	2
23	зависимости от того	1	1
24	том что в	2	1
25	один и тот	1	1
26	отношению к которому	1	1
27	если бы даже	1	1
28	или хотя бы	1	1
29	выражают не только	1	1
30	и связи с	1	1
31	все более и	1	1
32	социальной среды на	1	1
33	можно с уверенностью	1	1
34	более или менее	2	1
35	друг к другу	1	1
36	во всяком случае	6	1
37	в самом деле	4	1
38	то что оно	1	1
39	в этом смысле	2	1
40	самом же деле	1	1
41	по себе не	1	1
42	то что для	1	1
43	находит в нем	1	1
44	в частности в	1	1
45	как уже сказано	2	1
46	сам по себе	1	1
47	является то что	2	1
48	сами по себе	1	1
49	ни в коем	1	1
50	той социальной среды	1	1
51	но для этого	1	1
52	на самом же	1	1
53	если мы обратимся	1	1
54	о том что	4	1
55	но все это	1	1
56	только то что	1	1
57	все это вместе	1	1
58	ничего общего с	1	1
59	в этом отношении	3	1
60	тогда когда он	1	1
61	еще один чрезвычайно	1	1
62	с самого начала	1	1
63	в конечном счете	4	1
64	тому же самому	1	1
65	более и более	1	1
66	можно было бы	5	1
67	один чрезвычайно важный	1	1
68	является для него	1	1
69	подобно тому как	2	1
70	как мы уже	3	1
71	включает в себя	1	1
72	того что заключено	1	1
73	мы имеем в	1	1
74	слова как только	1	1
75	мы обратимся к	1	1
76	уж конечно не	1	1
77	для этого нам	1	1
78	его внутренней речи	1	1
79	в коем случае	1	1
80	и в частности	1	1
81	подвести итоги нашему	1	1
82	в том и	1	1
83	и тогда когда	1	1
84	сама по себе	2	1
85	бы показать что	1	1
86	вопросу о том	1	1
87	или не хочет	1	1
88	так же как	1	1
89	и в своем	2	1
90	не только его	1	1
91	она не может	1	1
92	но в процессе	1	1
93	как и в	1	1
94	к тому же	1	1
95	мы увидим что	2	1
96	они выражают не	1	1
97	в высшей степени	7	1
98	в том же	2	1
99	и тот же	1	1
