N	2gram	Vygotskiy__4	Russkaja
1	не может	10	22
2	и не	13	19
3	в том	21	17
4	в этом	28	17
5	и в	33	14
6	с другом	4	14
7	друг с	4	14
8	то что	44	13
9	то же	9	11
10	точки зрения	6	11
11	таким образом	13	11
12	в то	3	10
13	же время	2	10
14	но и	3	10
15	в себе	6	9
16	не только	7	9
17	том что	22	9
18	с точки	4	9
19	может быть	22	9
20	во всяком	3	9
21	того чтобы	22	8
22	прежде всего	2	8
23	как на	6	8
24	самом деле	12	7
25	и если	9	7
26	и с	2	7
27	к тому	12	7
28	не будет	4	7
29	стремление к	1	7
30	о том	20	7
31	самого себя	1	7
32	мы должны	6	7
33	к которой	3	6
34	если в	1	6
35	в своем	7	6
36	и к	2	6
37	с тем	4	6
38	в своих	3	6
39	признать что	1	6
40	если бы	10	6
41	все это	13	6
42	и для	3	6
43	для того	23	6
44	что он	20	6
45	всяком случае	3	6
46	для него	1	6
47	на самом	6	6
48	вопрос о	2	5
49	и на	5	5
50	во всех	2	5
51	на то	10	5
52	в нем	7	5
53	при этом	2	5
54	он не	11	5
55	он должен	1	5
56	было бы	12	5
57	в своей	4	5
58	никогда не	5	5
59	потому что	24	5
60	между тем	1	5
61	и только	7	5
62	только в	4	5
63	хотя бы	2	5
64	конечно не	3	5
65	до сих	3	5
66	себя и	1	5
67	из которых	3	5
68	по существу	2	5
69	сих пор	3	5
70	а в	4	5
71	жизни в	1	5
72	и то	2	4
73	смотреть на	1	4
74	бы то	2	4
75	но не	3	4
76	себе и	2	4
77	себя в	4	4
78	все же	5	4
79	не в	2	4
80	в этой	9	4
81	в корне	1	4
82	тому чтобы	3	4
83	то ни	1	4
84	в совершенно	1	4
85	что такой	2	4
86	его в	3	4
87	как и	5	4
88	в их	2	4
89	точку зрения	1	4
90	тогда когда	1	4
91	во всем	2	4
92	ли это	3	4
93	в мире	3	4
94	можно было	4	4
95	в его	10	4
96	так как	12	4
97	со стороны	2	4
98	вместе с	8	4
99	как бы	25	4
100	жизни и	4	4
101	что в	21	4
102	к этой	3	4
103	и т	6	3
104	и этот	3	3
105	так чтобы	2	3
106	говорить о	3	3
107	и ни	1	3
108	еще не	1	3
109	он сам	1	3
110	из этих	2	3
111	что они	6	3
112	в самом	12	3
113	что это	13	3
114	ни одна	1	3
115	главным образом	1	3
116	в другом	1	3
117	о которых	2	3
118	несмотря на	1	3
119	должно быть	3	3
120	всех этих	3	3
121	но если	3	3
122	и сейчас	3	3
123	знаем что	4	3
124	том чтобы	4	3
125	одна из	4	3
126	связи с	2	3
127	в сознании	1	3
128	то это	3	3
129	что оно	3	3
130	что все	11	3
131	что может	3	3
132	для этого	8	3
133	сводится к	2	3
134	может не	1	3
135	но мы	2	3
136	и во	1	3
137	что и	3	3
138	того что	4	3
139	одной из	1	3
140	в виде	3	3
141	из них	4	3
142	в конце	8	3
143	тем что	3	3
144	именно в	2	3
145	что для	5	3
146	не было	3	3
147	и потому	2	3
148	да и	3	3
149	или в	1	3
150	конце концов	3	3
151	и как	5	3
152	все они	2	3
153	из этого	5	3
154	себя как	1	2
155	от этой	1	2
156	речь идет	3	2
157	говоря о	1	2
158	к отрицанию	1	2
159	зависимость от	1	2
160	и есть	4	2
161	но даже	1	2
162	в ней	6	2
163	в таком	4	2
164	именно на	1	2
165	по отношению	1	2
166	не просто	4	2
167	сама по	3	2
168	с этим	5	2
169	целый ряд	5	2
170	и наконец	2	2
171	но в	2	2
172	не можем	3	2
173	это есть	1	2
174	все эти	6	2
175	что ничего	1	2
176	другом случае	1	2
177	и те	1	2
178	и вот	6	2
179	факт что	1	2
180	мы уже	5	2
181	по сторонам	1	2
182	по себе	9	2
183	нисколько не	5	2
184	народа и	1	2
185	в этих	1	2
186	во время	6	2
187	что такое	1	2
188	в котором	2	2
189	место в	2	2
190	собой все	1	2
191	с уверенностью	1	2
192	ее он	1	2
193	другом и	2	2
194	и более	1	2
195	их в	3	2
196	том и	1	2
197	тому что	6	2
198	она не	3	2
199	только для	1	2
200	что с	1	2
201	для нас	7	2
202	у него	6	2
203	к такому	2	2
204	больше чем	2	2
205	в противоречие	1	2
206	и является	2	2
207	как будто	8	2
208	если только	1	2
209	отличается от	1	2
210	указывает на	3	2
211	если же	1	2
212	и о	4	2
213	людей или	1	2
214	мы указали	1	2
215	за то	3	2
216	ясно что	5	2
217	это только	1	2
218	даже не	2	2
219	в порядке	4	2
220	и что	25	2
221	были бы	1	2
222	ее новой	1	2
223	от него	1	2
224	к нему	1	2
225	это в	4	2
226	вся эта	1	2
227	сделать это	3	2
228	что только	1	2
229	согласиться с	1	2
230	этот вопрос	4	2
231	совершенно не	4	2
232	бы ни	1	2
233	так что	7	2
234	только на	1	2
235	но совершенно	4	2
236	его и	2	2
237	не так	1	2
238	ни в	3	2
239	мы можем	5	2
240	только с	2	2
241	и вместе	1	2
242	и даже	1	2
243	а с	2	2
244	в некоторых	1	2
245	а не	6	2
246	на эту	1	2
247	совершенно очевидно	1	2
248	в частности	4	2
249	так же	13	2
250	противоречие с	1	2
251	тот факт	1	2
252	в течение	1	2
253	но это	1	2
254	стоит только	2	2
255	но для	1	2
256	и от	2	2
257	в результате	2	2
258	чтобы понять	1	2
