N	2gram	Potebnia_M_2	Otkroven
1	о человеке	1	29
2	у него	2	22
3	человеческой природы	2	20
4	и в	24	19
5	но и	9	13
6	и не	19	13
7	в этом	8	12
8	человека в	3	11
9	не в	13	11
10	не только	15	11
11	может быть	23	11
12	а не	18	11
13	человека и	3	10
14	вопрос о	2	10
15	в нем	9	10
16	и все	3	10
17	в самой	3	9
18	прежде всего	7	9
19	к человеку	1	9
20	не было	6	9
21	в человеке	4	9
22	никогда не	4	9
23	потому что	49	9
24	в его	2	7
25	человек не	1	7
26	он не	1	7
27	лишь в	1	7
28	ни с	2	7
29	но он	2	7
30	от него	4	7
31	как и	7	6
32	все это	2	6
33	отношение к	1	5
34	в том	18	5
35	в самом	4	5
36	человеке и	1	5
37	для него	10	5
38	нужно искать	1	5
39	а в	8	5
40	то что	20	5
41	с его	2	4
42	все в	1	4
43	все эти	2	4
44	на земле	1	4
45	его мысли	1	4
46	что не	5	4
47	не может	12	4
48	того чтобы	2	4
49	человек и	1	4
50	и его	2	4
51	что в	16	4
52	и есть	2	3
53	различие между	1	3
54	быть может	7	3
55	о том	5	3
56	еще не	4	3
57	к нему	1	3
58	жизни все	1	3
59	было бы	13	3
60	того что	7	3
61	что он	4	3
62	в себе	10	3
63	не могут	7	3
64	для того	5	3
65	это было	2	3
66	что человек	1	3
67	это не	3	3
68	никто не	1	3
69	мысли и	1	3
70	природы но	1	3
71	могут быть	8	3
72	как бы	9	3
73	с ним	5	3
74	и от	3	3
75	в этих	3	3
76	хотя бы	2	3
77	в своих	1	3
78	все что	3	3
79	и с	1	2
80	из всего	1	2
81	и то	3	2
82	в ее	1	2
83	мысль о	7	2
84	что у	2	2
85	так и	5	2
86	для человеческого	1	2
87	его не	3	2
88	и о	1	2
89	движение в	1	2
90	по себе	15	2
91	их не	1	2
92	и на	8	2
93	совсем не	2	2
94	не все	2	2
95	что и	11	2
96	частью в	1	2
97	что они	5	2
98	в истории	1	2
99	же можно	1	2
100	как к	1	2
101	все же	5	2
102	в этот	1	2
103	и потому	2	2
104	при чтении	2	2
105	так человек	1	2
106	в которой	5	2
107	он в	1	2
108	так что	10	2
109	уже в	5	2
110	в единстве	1	2
111	с чем	3	2
112	в душе	23	2
113	о которой	3	2
114	что для	3	2
115	одно из	3	2
116	всякий кто	1	2
117	же это	1	2
118	много раз	1	2
119	так как	10	2
120	тем что	7	2
121	в других	4	2
122	даже и	2	2
123	в другом	2	2
124	его в	3	2
125	человека а	1	2
126	в явлениях	1	2
127	сказать что	2	2
128	с тем	4	2
129	было для	2	2
130	чем в	1	2
131	для человека	1	2
132	должно быть	2	2
133	том что	8	2
134	что есть	2	2
135	ко всем	2	2
136	человека к	1	2
137	для всякого	1	2
138	к этому	2	2
139	что же	1	2
140	то к	2	2
141	в человеческом	1	2
142	человека есть	1	2
143	с которой	1	2
144	ничего кроме	1	2
145	не имеет	6	2
146	и для	3	2
147	ничего не	1	2
148	и ни	1	2
149	к ней	2	2
150	не есть	6	2
151	что все	2	2
152	хотя и	3	2
153	ее в	1	2
154	но в	4	2
155	обществе и	1	1
156	боль и	2	1
157	и это	2	1
158	и самое	1	1
159	отношения к	2	1
160	например в	3	1
161	с образом	1	1
162	не делает	1	1
163	чтобы не	1	1
164	и действительно	1	1
165	сам по	4	1
166	на нем	1	1
167	него лишь	1	1
168	на самом	2	1
169	могут и	1	1
170	с каким	2	1
171	но тем	3	1
172	тем же	3	1
173	между двумя	6	1
174	чего не	2	1
175	нет никакой	1	1
176	к другому	4	1
177	лучше сказать	1	1
178	это для	1	1
179	и до	1	1
180	не имеют	2	1
181	должна быть	1	1
182	видеть в	1	1
183	к чему	1	1
184	из всех	1	1
185	не с	3	1
186	жизнь а	1	1
187	есть не	5	1
188	им самим	1	1
189	есть единственное	1	1
190	мы не	11	1
191	том как	3	1
192	ту же	1	1
193	по сравнению	1	1
194	человек по	1	1
195	если бы	11	1
196	все и	1	1
197	находится в	3	1
198	найти нельзя	1	1
199	кого не	1	1
200	себе что	1	1
201	не исчезнет	1	1
202	в ней	3	1
203	была для	1	1
204	не иметь	1	1
205	и что	4	1
206	ожидать от	1	1
207	его жизни	1	1
208	после того	2	1
209	все его	1	1
210	любви к	1	1
211	самому себе	1	1
212	одним словом	4	1
213	самом деле	2	1
214	и вопрос	1	1
215	но не	12	1
216	с какими	1	1
217	и остаются	1	1
218	сравнению с	1	1
219	себе и	1	1
220	и чем	1	1
221	вообще и	2	1
222	человек может	1	1
223	пред собою	1	1
224	его силы	1	1
225	что во	2	1
226	в одной	1	1
227	как в	10	1
228	друг к	1	1
229	что как	1	1
230	как например	3	1
231	он что	1	1
232	что нет	2	1
233	один из	2	1
234	его собственная	1	1
235	еще больше	1	1
236	что только	2	1
237	и как	6	1
238	с ними	3	1
239	духа и	1	1
240	от этого	1	1
241	не идет	1	1
242	то в	1	1
243	который в	1	1
244	их жизни	1	1
245	бы и	1	1
246	что это	3	1
247	между этими	1	1
248	есть для	1	1
249	со всеми	1	1
250	одно время	4	1
251	человека с	1	1
252	думать что	3	1
253	же и	1	1
254	с их	1	1
255	есть уже	1	1
256	только один	4	1
257	уже не	4	1
258	которой бы	1	1
259	было дано	1	1
260	ее как	1	1
261	на то	5	1
262	самой мысли	1	1
263	бы ни	5	1
264	что она	3	1
265	сказать в	2	1
266	и других	2	1
267	речи и	1	1
268	из них	5	1
269	нам все	1	1
270	раз навсегда	1	1
271	его и	1	1
272	от которого	1	1
273	только их	1	1
274	свой собственный	1	1
275	он должен	1	1
276	есть та	1	1
277	к одному	1	1
278	цели и	1	1
279	что нужно	1	1
280	в одном	6	1
281	вовсе не	9	1
282	и сам	1	1
283	само по	2	1
284	из него	1	1
285	от того	5	1
286	существование в	1	1
287	в каждом	2	1
288	ни был	2	1
289	же не	1	1
290	том случае	1	1
291	со стороны	3	1
292	к другу	1	1
293	и человека	1	1
294	где оно	2	1
295	заключается в	1	1
296	пути от	1	1
297	в глазах	1	1
298	а именно	1	1
299	и прежде	1	1
300	а это	2	1
301	и кто	1	1
302	приходит в	1	1
303	всякого человека	1	1
304	этим именем	1	1
305	в жизни	2	1
306	кажется что	3	1
307	притом не	1	1
308	в них	5	1
309	этого слова	6	1
310	а с	2	1
311	кто знает	1	1
312	стремится к	1	1
313	в чистом	1	1
314	значение что	1	1
315	и тогда	3	1
316	под влиянием	8	1
317	в царстве	1	1
318	в одно	8	1
319	не так	3	1
320	связь с	1	1
321	ощущение как	1	1
322	сторона его	1	1
323	начиная с	1	1
324	его как	1	1
325	и без	1	1
326	как это	2	1
327	в котором	4	1
328	человеком и	1	1
329	остается и	1	1
330	психология не	1	1
331	одном из	4	1
332	смысле этого	3	1
333	мир и	1	1
334	это есть	1	1
335	страха и	1	1
336	всяком случае	7	1
337	и более	1	1
338	в человеческой	3	1
339	распадается на	1	1
340	а потому	5	1
341	быть не	3	1
342	и здесь	2	1
343	вообще но	1	1
344	но это	3	1
345	природу и	1	1
346	отличается от	1	1
347	всего его	1	1
348	мысли в	3	1
349	дело в	1	1
350	того как	7	1
351	одна из	4	1
352	в процессе	1	1
353	или лучше	1	1
354	отношениях к	1	1
355	указать на	1	1
356	в нас	3	1
357	есть одно	1	1
358	которого они	1	1
359	может служить	1	1
360	и весь	2	1
361	это часто	1	1
362	но еще	1	1
363	бы в	2	1
364	по своей	1	1
365	во всем	2	1
366	человеческом языке	1	1
367	в сознании	23	1
368	но всегда	1	1
369	заключает в	4	1
370	отношении к	2	1
371	иначе чем	1	1
372	и начинается	1	1
373	к чтению	1	1
374	не потому	1	1
375	лишь по	1	1
376	у нас	2	1
377	был до	1	1
378	состоит из	1	1
379	была бы	1	1
380	от всех	1	1
381	для нашего	1	1
382	чтобы сделать	1	1
383	сила и	1	1
384	именно от	1	1
385	его с	2	1
386	жизни и	1	1
387	это так	1	1
388	бы он	1	1
389	во всяком	7	1
390	указывает на	2	1
391	случае если	1	1
392	он видит	1	1
393	он никогда	1	1
394	открывает нам	1	1
395	от которой	1	1
