N	2gram	Berdyaev_M_1	Formalny
1	т е	2	34
2	и в	28	24
3	в его	9	23
4	прежде всего	10	22
5	и не	11	20
6	так и	1	18
7	точки зрения	4	16
8	не может	28	16
9	в этом	20	15
10	в нем	13	14
11	может быть	30	14
12	и т	1	12
13	в своем	10	11
14	как и	5	11
15	в своей	15	11
16	в их	4	11
17	не менее	1	11
18	должно быть	3	11
19	в ней	15	10
20	вовсе не	1	10
21	и ее	1	10
22	и его	9	10
23	и их	3	10
24	а не	25	10
25	в то	2	9
26	и потому	10	9
27	все это	6	9
28	и на	6	8
29	как в	2	8
30	и с	3	8
31	лишь в	6	8
32	не в	16	8
33	литературы в	1	8
34	в ее	3	8
35	произведения и	1	8
36	то что	5	8
37	в свою	2	8
38	на самом	1	7
39	должна быть	6	7
40	не только	29	7
41	место в	2	7
42	жизни и	2	7
43	в содержании	1	7
44	до конца	14	7
45	и от	2	7
46	но и	25	7
47	отношения к	4	6
48	еще не	1	6
49	самом деле	1	6
50	все эти	2	6
51	в этой	6	6
52	как бы	2	6
53	входит в	2	6
54	она не	4	6
55	в пределах	1	6
56	до сих	2	6
57	в том	6	6
58	было бы	10	6
59	сих пор	2	6
60	и все	10	6
61	среды в	1	6
62	а в	4	6
63	бы ни	1	5
64	хотя бы	3	5
65	во всех	1	5
66	одним словом	1	5
67	но в	7	5
68	и свою	1	5
69	в самом	11	5
70	в понимании	1	5
71	и истории	1	5
72	не могло	1	5
73	и до	1	5
74	у нас	5	5
75	должен быть	2	5
76	того что	7	5
77	и др	1	5
78	в искусстве	1	5
79	с его	3	4
80	по отношению	2	4
81	является лишь	1	4
82	в истории	2	4
83	и историю	1	4
84	и к	2	4
85	в которой	6	4
86	учение о	3	4
87	не как	4	4
88	в мире	10	4
89	искусства в	1	4
90	только и	3	4
91	оно не	1	4
92	никогда не	14	4
93	если бы	2	4
94	мы увидим	3	4
95	всяком случае	1	4
96	конечно не	3	4
97	т п	1	4
98	в частности	1	4
99	отношению к	2	4
100	с этой	4	4
101	быть и	1	4
102	что в	10	4
103	к этой	2	4
104	так же	1	4
105	во всяком	1	4
106	культуры и	1	3
107	это и	4	3
108	мы не	1	3
109	зависимости от	1	3
110	связи со	1	3
111	но не	8	3
112	отношение к	4	3
113	как к	1	3
114	все же	2	3
115	когда он	3	3
116	целый ряд	1	3
117	и как	2	3
118	и наконец	1	3
119	в себе	7	3
120	если он	5	3
121	человек не	10	3
122	он не	24	3
123	всех этих	1	3
124	он должен	3	3
125	в каждом	1	3
126	значение в	1	3
127	на все	1	3
128	его в	3	3
129	в жизни	3	3
130	в них	4	3
131	нельзя понять	1	3
132	среды и	1	3
133	они не	1	3
134	в отношении	1	3
135	в основе	2	3
136	отличается от	2	3
137	всего в	2	3
138	к тому	3	3
139	особенно в	3	3
140	жизнь и	1	3
141	влияние на	1	3
142	бы в	2	3
143	и всякое	1	3
144	один из	4	3
145	для него	11	3
146	и даже	1	3
147	в области	1	3
148	не было	18	3
149	его как	2	3
150	в россии	2	3
151	произведения искусства	1	3
152	не боится	1	3
153	но это	1	3
154	от всех	1	3
155	что он	10	3
156	чтобы не	2	2
157	и это	12	2
158	тех же	1	2
159	в зависимости	1	2
160	его не	3	2
161	а как	2	2
162	вопрос о	2	2
163	литературы и	2	2
164	и всякий	1	2
165	для других	1	2
166	менее всего	7	2
167	нет и	5	2
168	за пределы	4	2
169	с этим	3	2
170	более и	1	2
171	в него	3	2
172	к новому	2	2
173	к отрицанию	9	2
174	от этого	2	2
175	он в	2	2
176	и те	2	2
177	к миру	2	2
178	а вовсе	1	2
179	и вот	3	2
180	и более	1	2
181	но ведь	1	2
182	о мире	2	2
183	подход к	1	2
184	это не	5	2
185	всю свою	1	2
186	с начала	1	2
187	в самую	5	2
188	с тем	9	2
189	нисколько не	1	2
190	не так	3	2
191	не от	1	2
192	войти в	1	2
193	бы быть	1	2
194	мысли в	1	2
195	и слишком	1	2
196	науку о	1	2
197	ничего не	3	2
198	жизни не	1	2
199	в самой	7	2
200	к ней	4	2
201	во всем	1	2
202	а лишь	1	2
203	содержания как	1	2
204	от того	1	2
205	и заключается	1	2
206	своей книге	1	2
207	его с	2	2
208	от нее	5	2
209	не есть	9	2
210	приводит к	2	2
211	еще в	2	2
212	она была	1	2
213	с ним	2	2
214	и что	2	2
215	все в	6	2
216	между тем	1	2
217	и всякая	1	2
218	что и	4	2
219	во всей	1	2
220	в другой	1	2
221	проблемы и	2	2
222	социальной среды	3	2
223	только в	6	2
224	уже не	4	2
225	в душе	1	2
226	его и	1	2
227	в одном	1	2
228	даже и	2	2
229	лишь для	1	2
230	и самый	2	2
231	не на	1	2
232	все время	1	2
233	есть лишь	9	2
234	под влиянием	1	2
235	мира в	1	2
236	все более	1	2
237	вступает в	1	2
238	вместе с	6	2
239	ко всем	3	2
240	подхода к	1	2
241	для нашего	1	2
242	она есть	1	2
243	в ряду	1	2
244	в содержание	1	2
245	является для	1	2
246	к которому	1	2
247	совершается в	1	2
248	прежде чем	2	2
249	в своих	1	2
250	отношении к	2	2
251	жизни в	2	2
252	одной из	1	2
253	и судьба	1	2
254	на своем	3	2
255	что такое	1	2
256	влияния на	1	2
257	это художественное	1	1
258	смысле слова	4	1
259	ту же	1	1
260	также и	2	1
261	начинается с	1	1
262	и через	1	1
263	себя как	1	1
264	и ценностей	1	1
265	людей на	1	1
266	сил и	1	1
267	или к	4	1
268	и есть	14	1
269	между двумя	1	1
270	из самых	8	1
271	также что	1	1
272	высшей степени	2	1
273	определяется в	1	1
274	и этот	4	1
275	мы уже	1	1
276	всего того	1	1
277	бы уже	1	1
278	не во	1	1
279	во внутреннем	1	1
280	почти все	1	1
281	и новых	1	1
282	ему в	1	1
283	учение об	1	1
284	не поддаются	1	1
285	xix века	4	1
286	не был	7	1
287	стихию и	1	1
288	тем как	1	1
289	художник и	1	1
290	к которой	1	1
291	иногда и	1	1
292	и речи	1	1
293	вызывает в	1	1
294	действительность для	1	1
295	за этим	1	1
296	тем он	2	1
297	ней в	1	1
298	оторваться от	1	1
299	отношением к	1	1
300	глубже чем	1	1
301	увидим что	4	1
302	искусство и	1	1
303	в этот	2	1
304	та же	1	1
305	бы и	3	1
306	когда человек	3	1
307	сущности и	1	1
308	так в	1	1
309	с их	2	1
310	творчества и	1	1
311	совершается не	1	1
312	как он	2	1
313	что без	2	1
314	идей и	3	1
315	сказать в	1	1
316	не значит	2	1
317	нее и	1	1
318	к одному	1	1
319	этот процесс	3	1
320	его сознание	1	1
321	вообще не	2	1
322	и по	4	1
323	на этом	3	1
324	людей и	2	1
325	в пустыне	1	1
326	лишь с	1	1
327	конца и	1	1
328	они должны	1	1
329	и чтобы	1	1
330	занимает очень	1	1
331	заключается в	1	1
332	не умеет	1	1
333	должен был	4	1
334	что раньше	1	1
335	и каждый	1	1
336	только одно	3	1
337	для них	3	1
338	нет в	4	1
