N	2gram	Vinokur_Ku_1	Psycholo
1	то что	9	32
2	и в	24	31
3	в том	30	30
4	и т	33	26
5	что в	17	23
6	может быть	13	22
7	таким образом	12	20
8	совершенно ясно	1	19
9	при этом	6	19
10	ясно что	3	19
11	так как	9	18
12	не может	7	17
13	как и	2	16
14	том что	21	16
15	т п	18	16
16	и не	12	16
17	точки зрения	14	15
18	только в	11	14
19	не только	10	13
20	что и	4	13
21	а не	8	13
22	если мы	2	12
23	так же	4	12
24	в этом	14	12
25	с таким	1	11
26	в самом	10	11
27	не в	11	11
28	в области	7	11
29	могут быть	1	11
30	в сущности	3	10
31	на то	4	10
32	того что	9	10
33	потому что	23	10
34	самом деле	9	9
35	по себе	2	9
36	ни в	2	9
37	как в	4	9
38	показать что	1	8
39	т д	14	8
40	и что	5	8
41	всякий раз	1	8
42	никогда не	2	8
43	что мы	1	8
44	вместе с	7	8
45	все это	6	8
46	во всяком	5	8
47	только тогда	3	7
48	том чтобы	8	7
49	заключается в	2	7
50	сказать что	1	7
51	того чтобы	17	7
52	и его	5	7
53	о том	9	7
54	есть в	4	7
55	что он	6	7
56	что это	5	6
57	зависимости от	6	6
58	внутренняя форма	2	6
59	очевидно что	3	6
60	отнюдь не	1	6
61	целый ряд	5	6
62	из этих	4	6
63	что она	3	6
64	для того	16	6
65	было бы	15	6
66	если бы	9	6
67	в его	12	6
68	всяком случае	5	6
69	вовсе не	10	6
70	и даже	3	6
71	одной стороны	1	6
72	до конца	2	6
73	а в	5	6
74	и есть	2	5
75	в зависимости	5	5
76	то же	8	5
77	в ее	1	5
78	с одной	1	5
79	в целом	4	5
80	показывает что	1	5
81	несмотря на	3	5
82	иначе говоря	2	5
83	оказывается что	1	5
84	в то	2	5
85	тогда когда	6	5
86	в процессе	1	5
87	как будто	1	5
88	не является	2	5
89	для нас	2	5
90	с другой	7	5
91	в какой	6	5
92	так что	4	5
93	был бы	2	5
94	само по	1	5
95	совершенно не	1	5
96	это есть	2	5
