N	3gram	Bakhtin_Pr_2	Formalny
1	не может быть	6	10
2	с точки зрения	9	7
3	в этом отношении	2	7
4	в самом деле	3	5
5	и в этом	6	5
6	то же время	3	5
7	в то же	3	5
8	как мы видели	3	4
9	в высшей степени	1	4
10	можно и должно	1	3
11	на самом деле	1	3
12	как раз и	1	3
13	и не может	2	3
14	в зависимости от	3	3
15	в большинстве случаев	2	3
16	в том смысле	1	3
17	с другой стороны	1	3
18	для того чтобы	1	3
19	в самом предмете	1	2
20	прежде всего в	1	2
21	в этом смысле	5	2
22	сами по себе	1	2
23	в отличие от	1	2
24	и в дальнейшем	1	2
25	отца с сыном	1	2
26	даже и не	1	2
27	дело идет о	2	2
28	в конце концов	3	2
29	не входит в	2	2
30	с самого начала	1	2
31	но все же	2	2
32	в предисловии к	1	2
33	в том что	4	2
34	и не входит	1	2
35	можем судить о	1	1
36	что же касается	1	1
37	сам он не	1	1
38	как и для	1	1
39	более или менее	1	1
40	же время и	1	1
41	именно в ней	1	1
42	что он есть	1	1
43	создано так что	1	1
44	нам кажется что	1	1
45	в этом случае	1	1
46	потому что не	1	1
47	он не может	1	1
48	уже не как	1	1
49	до сих пор	2	1
50	в таком случае	1	1
51	и в других	1	1
52	что он не	1	1
53	является одним из	1	1
54	очень характерно для	1	1
55	же время не	1	1
56	они вступают в	1	1
57	но он не	1	1
58	дальнейшее развитие и	1	1
59	с самим собою	1	1
60	в той мере	1	1
61	на этот вопрос	1	1
62	может быть даже	2	1
63	по крайней мере	2	1
64	так сказать в	1	1
65	же что и	1	1
66	о нем как	1	1
67	идет не об	3	1
68	все равно что	1	1
69	не совпадает с	1	1
70	в данном случае	1	1
71	связей с другими	1	1
72	но в то	3	1
73	и в его	3	1
74	не укладывающиеся в	1	1
75	совпадает с самим	1	1
76	смысле этого слова	2	1
77	как один из	1	1
78	в одной плоскости	4	1
79	может быть никаких	1	1
80	в большей или	1	1
81	или меньшей степени	1	1
82	то что он	1	1
83	становится как бы	1	1
84	а не как	1	1
85	отношение к действительности	2	1
86	и к их	1	1
87	можно допустить и	1	1
88	могут быть поняты	1	1
89	мере в какой	1	1
90	из них автор	1	1
91	что же это	1	1
92	не было бы	1	1
93	во всех своих	1	1
94	а так сказать	1	1
95	мы бы сказали	1	1
96	таким образом в	2	1
97	один из возможных	1	1
98	еще одну особенность	1	1
99	и некоторые другие	1	1
100	но тем не	1	1
101	быть даже и	1	1
102	взаимодействии с другими	1	1
103	таким образом мы	1	1
104	имеем в виду	2	1
105	для него нет	1	1
106	большей или меньшей	1	1
107	ведь именно в	1	1
108	в литературе о	2	1
109	рядом с этим	1	1
110	ничего общего с	1	1
111	и всякое иное	1	1
112	он не есть	1	1
113	же это за	1	1
114	мы имеем в	2	1
115	во всех сферах	1	1
116	в этом романе	1	1
117	в его целом	3	1
118	в сущности не	1	1
119	сама по себе	5	1
120	тем не менее	1	1
121	всего этого по	1	1
122	вовсе не является	1	1
123	той мере в	1	1
124	она не может	2	1
125	и входит в	1	1
126	отметить что в	1	1
127	совершенно справедливо говорит	1	1
