N	3gram	Propp_Isto_7	DiskursI
1	в данном случае	3	6
2	в том что	4	6
3	как и в	2	5
4	по отношению к	1	4
5	с одной стороны	4	4
6	так и в	2	3
7	не может быть	3	3
8	о том что	5	3
9	и может быть	1	2
10	состоит в том	1	2
11	в этом случае	1	2
12	с точки зрения	1	2
13	но в данном	1	2
14	в качестве примера	1	2
15	на первый взгляд	4	2
16	легко может быть	1	2
17	в другом месте	1	1
18	не в состоянии	1	1
19	и не стоит	1	1
20	при переходе от	1	1
21	все дело в	1	1
22	из потустороннего мира	1	1
23	в самом деле	1	1
24	с другой стороны	8	1
25	но они же	1	1
26	друг на друга	1	1
27	и в современной	1	1
28	бы то ни	1	1
29	то что в	3	1
30	но это не	2	1
31	одна из них	1	1
32	в предыдущей главе	1	1
33	то ни было	1	1
34	мы все же	1	1
35	на передний план	1	1
36	исторического бытия в	1	1
37	в иных случаях	1	1
38	может быть названо	1	1
39	но все эти	1	1
40	мысль о том	1	1
41	в большинстве случаев	1	1
42	тем не менее	4	1
