N	2gram	Propp_Isto_2	Vladivir
1	и в	15	30
2	в этом	11	20
3	то что	12	20
4	у него	4	19
5	и не	11	18
6	в том	6	18
7	и с	4	14
8	что он	24	13
9	не только	18	12
10	том что	7	12
11	там же	1	12
12	что в	12	12
13	как мы	1	11
14	в его	6	11
15	а в	12	11
16	сказать что	2	11
17	а также	2	10
18	не было	2	10
19	все же	9	9
20	кроме того	2	9
21	было бы	5	9
22	не в	7	9
23	в то	1	9
24	не может	5	9
25	потому что	9	9
26	но в	6	8
27	что же	1	8
28	не мог	3	8
29	связи с	8	8
30	но и	14	8
31	в связи	5	8
32	вместе с	7	8
33	до конца	1	7
34	ни в	2	7
35	никогда не	15	7
36	не менее	1	7
37	в эти	1	7
38	может быть	17	7
39	а не	5	7
40	как это	3	7
41	между прочим	3	7
42	для нас	4	7
43	он был	3	6
44	и к	1	6
45	в себе	4	6
46	об этом	11	6
47	тем не	1	6
48	и его	3	6
49	у нас	1	6
50	всякого рода	1	6
51	только в	6	6
52	а именно	3	6
53	прежде всего	5	6
54	о чем	1	6
55	к этому	1	6
56	и то	2	5
57	с этим	5	5
58	все эти	4	5
59	при этом	4	5
60	как и	2	5
61	в своей	1	5
62	в котором	5	5
63	по себе	1	5
64	так как	14	5
65	в дальнейшем	1	5
66	так и	5	5
67	с ним	1	5
68	другими словами	4	5
69	и что	6	5
70	того что	3	5
71	тот же	1	5
72	так что	6	5
73	но что	1	5
74	в течение	1	5
75	как бы	6	5
76	в основном	2	5
77	о его	2	5
78	все это	3	5
79	в результате	1	5
80	из этого	1	5
81	то же	10	4
82	той же	2	4
83	я не	2	4
84	то это	6	4
85	и он	1	4
86	в ней	4	4
87	и на	4	4
88	время в	1	4
89	что его	1	4
90	с его	1	4
91	в которой	2	4
92	что это	6	4
93	в целом	1	4
94	в этой	4	4
95	и если	2	4
96	на его	2	4
97	в нем	7	4
98	он не	8	4
99	его в	10	4
100	это было	1	4
101	несмотря на	1	4
102	мы знаем	11	4
103	в этих	11	4
104	мы должны	4	4
105	можно судить	1	4
106	и о	1	4
107	здесь не	2	4
108	о том	3	4
109	с которыми	1	4
110	вовсе не	1	4
111	со стороны	1	4
112	именно в	2	4
113	так же	13	4
114	в это	1	4
115	с этой	1	4
116	но это	4	4
117	и наконец	5	4
118	это время	1	4
119	можно говорить	1	3
120	нам кажется	1	3
121	едва ли	1	3
122	что можно	1	3
123	во всех	2	3
124	но не	2	3
125	не то	1	3
126	отличие от	1	3
127	его на	2	3
128	как в	5	3
129	и как	1	3
130	так или	1	3
131	из этих	3	3
132	в очень	3	3
133	им в	1	3
134	всех этих	3	3
135	таким образом	7	3
136	должен был	3	3
137	в них	1	3
138	я его	3	3
139	не столько	2	3
140	в отличие	1	3
141	но он	4	3
142	вплоть до	1	3
143	а а	1	3
144	к ней	2	3
145	он и	3	3
146	когда мы	2	3
147	и вполне	2	3
148	и это	3	3
149	что и	6	3
150	уже не	1	3
151	уже в	2	3
152	а это	1	3
153	на этих	1	3
154	здесь мы	3	3
155	или иначе	1	3
156	нет ничего	2	3
157	да и	2	3
158	по существу	2	3
159	под названием	2	3
160	и для	2	3
161	уже на	3	3
162	еще более	1	3
163	хотя бы	2	3
164	в свою	1	3
165	в таком	1	3
166	точно так	6	3
167	также что	2	2
168	увидим ниже	4	2
169	сам по	1	2
170	и есть	5	2
171	очень много	8	2
172	из его	1	2
173	что эти	4	2
174	приходит к	1	2
175	мы уже	6	2
176	его не	2	2
177	еще на	1	2
178	не вполне	1	2
179	только после	4	2
180	по своему	1	2
181	а он	1	2
182	как к	1	2
183	он на	1	2
184	в самом	1	2
185	еще один	1	2
186	но его	2	2
187	как он	3	2
188	на то	3	2
189	не могла	2	2
190	человек не	1	2
191	с новым	1	2
192	три года	4	2
193	вера в	2	2
194	на земле	1	2
195	и по	2	2
196	но дело	1	2
197	но все	5	2
198	это значит	1	2
199	в работе	3	2
200	и может	2	2
201	это не	2	2
202	он все	1	2
203	он же	1	2
204	этого не	5	2
