N	2gram	Vygotskiy__6	Russkaja
1	не может	19	22
2	и не	11	19
3	в том	28	17
4	в этом	27	17
5	и в	28	14
6	с другом	5	14
7	друг с	5	14
8	то что	28	13
9	то же	7	11
10	точки зрения	13	11
11	таким образом	18	11
12	в то	6	10
13	но и	10	10
14	в себе	4	9
15	не только	16	9
16	том что	19	9
17	с точки	10	9
18	может быть	13	9
19	того чтобы	10	8
20	прежде всего	2	8
21	как на	3	8
22	самом деле	2	7
23	отнюдь не	1	7
24	и с	1	7
25	в данном	2	7
26	к тому	10	7
27	о том	1	7
28	самого себя	1	7
29	мы должны	3	7
30	к которой	2	6
31	в своем	7	6
32	и к	6	6
33	с тем	5	6
34	в своих	3	6
35	и при	1	6
36	если бы	7	6
37	все это	2	6
38	для того	8	6
39	что он	18	6
40	для всех	2	6
41	для него	6	6
42	на самом	1	6
43	вопрос о	5	5
44	и на	5	5
45	между собой	9	5
46	во всех	4	5
47	на то	4	5
48	в нем	7	5
49	при этом	3	5
50	он не	7	5
51	он должен	4	5
52	было бы	9	5
53	в своей	2	5
54	никогда не	8	5
55	потому что	22	5
56	между тем	1	5
57	а потому	1	5
58	и только	3	5
59	только в	18	5
60	конечно не	1	5
61	или иной	1	5
62	до сих	3	5
63	из которых	1	5
64	по существу	2	5
65	сих пор	3	5
66	а в	2	5
67	и то	4	4
68	но не	10	4
69	себе и	2	4
70	все же	2	4
71	не в	4	4
72	в этой	5	4
73	в совершенно	2	4
74	его в	6	4
75	как и	6	4
76	которой он	1	4
77	в их	3	4
78	точку зрения	2	4
79	тогда когда	6	4
80	во всем	1	4
81	от того	10	4
82	не могут	5	4
83	когда они	1	4
84	приводит к	6	4
85	можно было	7	4
86	при том	1	4
87	и т.д	3	4
88	в его	3	4
89	так как	10	4
90	вместе с	7	4
91	что же	1	4
92	как бы	11	4
93	что в	17	4
94	все что	1	4
95	то в	5	3
96	в будущем	1	3
97	еще не	8	3
98	он сам	2	3
99	окажется в	1	3
100	из этих	3	3
101	что они	2	3
102	в самом	8	3
103	что это	1	3
104	главным образом	1	3
105	на том	2	3
106	и по	3	3
107	в другом	2	3
108	несмотря на	2	3
109	всех этих	1	3
110	но если	4	3
111	таким же	1	3
112	мы говорили	1	3
113	знаем что	4	3
114	одна из	1	3
115	связи с	3	3
116	в сознании	4	3
117	что оно	7	3
118	той или	1	3
119	приходит к	2	3
120	что все	5	3
121	данном случае	1	3
122	может только	1	3
123	собой и	1	3
124	для этого	2	3
125	может не	1	3
126	при котором	2	3
127	но мы	3	3
128	в значительной	2	3
129	и во	1	3
130	что и	4	3
131	в лучшем	1	3
132	того что	24	3
133	находят себе	1	3
134	в качестве	4	3
135	тем чтобы	1	3
136	в виде	1	3
137	из них	2	3
138	в конце	2	3
139	друг друга	4	3
140	тем что	8	3
141	именно в	4	3
142	только к	3	3
143	ко всем	4	3
144	этом случае	2	3
145	лучшем случае	1	3
146	конце концов	1	3
147	и как	6	3
148	из этого	2	3
149	бы для	1	2
150	от своей	1	2
151	видеть в	1	2
152	этом направлении	1	2
153	но даже	1	2
154	они будут	1	2
155	именно на	1	2
156	по отношению	10	2
157	не просто	1	2
158	друг от	1	2
159	с этим	4	2
160	последнее время	2	2
161	целый ряд	4	2
162	и наконец	2	2
163	но в	5	2
164	не можем	1	2
165	это есть	3	2
166	все эти	2	2
167	и тот	1	2
168	другом случае	1	2
169	по самому	2	2
170	состоит в	2	2
171	факт что	1	2
172	свое учение	1	2
173	мы уже	2	2
174	на этой	5	2
175	по себе	3	2
176	и тем	5	2
177	ведь в	1	2
178	и тогда	1	2
179	в этих	2	2
180	во время	1	2
181	будет в	1	2
182	что такое	3	2
183	могут не	2	2
184	в котором	2	2
185	в силу	17	2
186	друг другу	2	2
187	зрения этой	1	2
188	ничего другого	1	2
189	и более	2	2
190	лежит не	1	2
191	их в	1	2
192	том и	1	2
193	том же	5	2
194	тому что	11	2
195	она не	2	2
