N	3gram	Bakhtin_Fr_1	Vladivir
1	в том что	6	7
2	в свое время	2	5
3	дело в том	2	4
4	то же время	1	4
5	в то же	1	4
6	с другой стороны	1	3
7	не может быть	1	3
8	как мы уже	5	3
9	он так и	1	2
10	как раз и	2	2
11	на первый план	1	2
12	главным образом в	1	2
13	так как он	1	2
14	и в частности	2	2
15	не только в	1	2
16	во всяком случае	1	2
17	мы уже сказали	3	2
18	можно сказать что	1	2
19	для того чтобы	1	2
20	том что он	1	2
21	к тому же	1	2
22	нет и не	1	1
23	в самом деле	1	1
24	во всем своем	1	1
25	в настоящее время	1	1
26	несколько слов о	1	1
27	вместе со своим	1	1
28	так и не	3	1
29	так и его	1	1
30	и оценивает его	1	1
31	они ничего не	1	1
32	самом же деле	3	1
33	в дальнейшем мы	1	1
34	и не может	1	1
35	в этой борьбе	1	1
36	философской мысли и	1	1
37	и во многом	1	1
38	огромное значение для	1	1
39	с ним в	1	1
40	на самом же	3	1
41	но все это	1	1
42	с его глубиной	1	1
43	в значительной мере	2	1
44	в это время	2	1
45	как раз в	1	1
46	не потому что	1	1
47	но в то	1	1
48	с одной стороны	2	1
49	в связи с	1	1
50	в обычном смысле	1	1
51	может быть никакой	1	1
52	но в общем	1	1
53	и ничего не	1	1
54	на первом плане	1	1
55	из них не	1	1
56	мы будем называть	1	1
57	до настоящего времени	1	1
58	что касается до	1	1
59	это конечно не	1	1
60	и в том	2	1
61	своего официального положения	1	1
62	так и в	2	1
63	свою связь с	1	1
64	но как раз	1	1
65	даже и в	3	1
66	и непосредственное влияние	1	1
67	на этом мы	1	1
68	это было просто	1	1
69	он говорит в	1	1
70	кроме того это	1	1
71	во второй половине	2	1
72	и в литературе	2	1
73	но это не	1	1
74	в этом отношении	3	1
