N	2gram	Losev_Prob_3	Dialekti
1	не есть	35	54
2	и не	35	27
3	а не	18	26
4	точки зрения	5	25
5	и т	13	24
6	и в	44	24
7	значит что	7	24
8	это значит	4	24
9	есть нечто	8	23
10	не только	14	23
11	т д	13	23
12	что такое	3	21
13	по себе	25	20
14	не может	7	19
15	не просто	23	18
16	ничего не	3	17
17	и есть	5	16
18	и что	7	15
19	что все	2	14
20	с точки	2	14
21	то что	23	14
22	в таком	5	14
23	таким образом	9	13
24	что он	9	13
25	вовсе не	37	13
26	может быть	28	13
27	и даже	14	13
28	в мифе	3	13
29	что это	3	12
30	есть только	4	12
31	того что	8	12
32	есть и	2	12
33	но тогда	3	11
34	не менее	10	11
35	не имеет	9	11
36	что же	8	11
37	таком случае	4	10
38	отнюдь не	10	10
39	тем не	10	10
40	только не	1	10
41	не существует	1	10
42	есть не	5	9
43	то это	10	9
44	что она	1	9
45	ни в	8	9
46	но и	10	9
47	нет ничего	6	9
48	в этом	17	8
49	и как	3	8
50	это есть	3	8
51	учение о	1	8
52	отличается от	4	8
53	так что	12	8
54	в виде	6	8
55	прежде всего	3	8
56	что мы	8	8
57	том что	12	8
58	если же	3	8
59	это и	7	7
60	в самом	3	7
61	не суть	1	7
62	как и	10	7
63	нет никакого	4	7
64	никогда не	6	7
65	как раз	8	7
66	потому что	25	7
67	что оно	2	7
68	ясно что	6	7
69	в виду	10	7
70	другими словами	6	7
71	только на	5	7
72	но что	2	7
73	даже и	16	7
74	ничем не	2	7
75	и нет	2	7
76	что в	8	7
77	самом деле	3	6
78	должна быть	1	6
79	д и	4	6
80	что иное	4	6
81	иное как	4	6
82	то же	13	6
83	об этом	3	6
84	и с	9	6
85	возможно только	1	6
86	вещей и	1	6
87	есть именно	5	6
88	оно не	1	6
89	утверждать что	1	6
90	больше ничего	2	6
91	если бы	3	6
92	что и	9	6
93	и только	6	6
94	о том	6	6
95	так как	9	6
96	даже не	2	6
97	не на	1	6
98	и все	3	6
99	все это	5	6
100	кроме того	3	6
101	от всего	1	6
102	но если	6	6
103	не что	4	6
104	есть то	3	6
105	сам по	6	5
106	вопрос о	1	5
107	точка зрения	1	5
108	миф не	1	5
109	хотя и	5	5
110	и к	6	5
111	само по	3	5
112	он не	8	5
113	по крайней	5	5
114	одно и	3	5
115	так и	10	5
116	было бы	8	5
117	всего прочего	1	5
118	в них	1	5
119	мы не	7	5
120	и тогда	3	5
121	в том	21	5
