N	3gram	Vinokur_Ku_1	Istorich
1	и т д	14	24
2	так же как	1	12
3	в этих случаях	1	7
4	до сих пор	4	5
5	точно так же	1	5
6	с другой стороны	6	4
7	не может быть	3	4
8	но все же	2	4
9	что иное как	1	3
10	в этом случае	2	3
11	т е в	2	3
12	на то что	2	3
13	не что иное	1	3
14	о том что	5	2
15	мы имеем в	1	2
16	с представлением о	1	2
17	в таких случаях	1	2
18	не только в	1	2
19	смысле этого слова	1	2
20	в тех случаях	2	2
21	так и в	2	2
22	тех случаях когда	2	2
23	после того как	1	2
24	в связи с	3	2
25	тем не менее	4	2
26	мы увидим что	2	2
27	на этот вопрос	1	2
28	и может быть	1	1
29	на том что	1	1
30	потому что он	1	1
31	вовсе не есть	1	1
32	мере того как	3	1
33	была очищена от	1	1
34	что в числе	1	1
35	что в данном	1	1
36	было бы назвать	1	1
37	внимание на то	2	1
38	по мере того	3	1
39	имеется в виду	1	1
40	что в этом	1	1
41	в зависимости от	5	1
42	то что им	1	1
43	лишь частный случай	1	1
44	лет тому назад	1	1
45	тогда как в	1	1
46	о том как	3	1
47	чтобы на нем	1	1
48	не потому что	3	1
49	в иных случаях	2	1
50	по рукам и	1	1
51	и пр а	1	1
52	чтобы ответить на	1	1
53	и то же	1	1
54	в виду не	1	1
55	по большей части	2	1
56	и вместе с	1	1
57	главным образом на	1	1
58	во всех этих	1	1
59	и с этой	1	1
60	не в том	4	1
61	одно и то	1	1
62	не случайно и	1	1
63	и в особенности	1	1
64	рукам и ногам	1	1
65	т е как	4	1
66	вместе с тем	3	1
67	т д чтобы	1	1
68	берет на себя	1	1
69	если с этим	1	1
70	и даже в	1	1
71	не есть нечто	1	1
72	вовсе не в	1	1
73	хотя бы на	1	1
74	ничего общего с	1	1
75	и если бы	1	1
76	в целом и	2	1
77	и тем самым	1	1
78	широком смысле этого	1	1
79	в качестве дополнения	1	1
80	ответить на этот	1	1
81	тем более что	1	1
82	в большинстве случаев	1	1
83	к тому что	2	1
84	же относится к	1	1
85	то что они	1	1
86	всех этих случаях	1	1
87	может рассматриваться как	1	1
88	с этим сопоставить	1	1
89	что и в	1	1
90	только тогда когда	1	1
