N	3gram	Bakhtin_Pr_2	Myshleni
1	по отношению к	5	12
2	в том что	1	11
3	с точки зрения	8	9
4	друг с другом	4	7
5	можно сказать что	1	5
6	то же самое	1	4
7	на этот вопрос	2	4
8	то время как	2	4
9	этой точки зрения	1	4
10	в то время	2	4
11	о том что	1	4
12	друг от друга	2	4
13	сама по себе	4	4
14	иное отношение к	1	3
15	вместо того чтобы	1	3
16	до сих пор	7	3
17	можно было бы	3	3
18	с одной стороны	1	3
19	не может быть	4	3
20	не только не	1	3
21	в самом деле	4	2
22	так что в	1	2
23	том что он	2	2
24	о том как	1	2
25	и не может	4	2
26	в той же	1	2
27	что он не	1	2
28	в отличие от	4	2
29	не знает что	1	2
30	но при этом	2	2
31	то что он	1	2
32	с другой стороны	3	2
33	само по себе	1	2
34	но все же	2	2
35	и в другом	1	2
36	того о чем	1	1
37	на ту же	1	1
38	не может не	1	1
39	тот же самый	1	1
40	точки зрения и	1	1
41	его функции в	1	1
42	мысли к мысли	1	1
43	время как в	1	1
44	более или менее	3	1
45	на самом деле	1	1
46	в этом последнем	1	1
47	мы увидим в	1	1
48	в этом смысле	2	1
49	в том числе	1	1
50	в какой они	1	1
51	никак не может	3	1
52	в том же	1	1
53	одной стороны и	1	1
54	же как и	1	1
55	выборе и в	1	1
56	сам по себе	5	1
57	в самом предмете	2	1
58	но и на	1	1
59	является одним из	1	1
60	не на то	1	1
61	как мы увидим	3	1
62	не менее чем	1	1
63	в собственном смысле	1	1
64	том числе и	1	1
65	но не до	1	1
66	одно и то	2	1
67	с другом что	1	1
68	первостепенное значение для	1	1
69	таким образом и	1	1
70	смысле этого слова	1	1
71	и то же	2	1
72	как мы это	1	1
73	таким образом как	2	1
74	в связи с	1	1
75	ни на что	1	1
76	а не как	1	1
77	и из нее	1	1
78	мы уже говорили	3	1
79	образом как бы	1	1
80	друг к другу	2	1
81	собственном смысле слова	1	1
82	во всяком случае	1	1
83	так и в	1	1
84	я не могу	2	1
85	тем не менее	2	1
86	которых у него	1	1
87	в этом пункте	1	1
88	между этими двумя	1	1
89	простое и непосредственное	1	1
90	но в этом	1	1
91	а не на	1	1
92	как мы видим	1	1
93	более глубокий и	1	1
94	уже сама по	1	1
95	в другом случае	1	1
96	в то же	5	1
97	если бы оно	1	1
98	нельзя сказать о	1	1
99	поэтому мы и	1	1
100	как мы говорили	1	1
101	той или иной	3	1
