N	2gram	Potebnia_M_3	Narrotol
1	не только	21	32
2	может быть	28	25
3	но и	19	23
4	и не	15	20
5	то есть	34	19
6	и в	30	19
7	в том	32	18
8	в этом	10	17
9	не в	15	14
10	том что	18	14
11	тогда как	2	12
12	а не	15	12
13	то что	18	11
14	а в	12	11
15	точки зрения	2	10
16	не может	6	10
17	при этом	3	9
18	в мире	1	9
19	так и	11	9
20	в его	4	9
21	со стороны	3	9
22	в себе	16	8
23	и т.п	1	8
24	с другой	7	8
25	не является	1	8
26	еще не	5	7
27	по отношению	5	7
28	как в	10	7
29	все же	2	7
30	времени и	1	7
31	как и	10	7
32	к тому	7	7
33	и т.д	1	7
34	с одной	7	7
35	одной стороны	3	7
36	с его	1	6
37	но не	7	6
38	то в	1	6
39	тем самым	7	6
40	о том	2	6
41	что он	6	6
42	именно в	3	6
43	отношению к	5	6
44	но в	1	6
45	не все	4	5
46	отличие от	1	5
47	и как	5	5
48	уже не	6	5
49	в этой	2	5
50	тому же	1	5
51	далеко не	4	5
52	по себе	16	5
53	и его	4	5
54	в детстве	1	5
55	к нему	3	5
56	в форме	2	5
57	себя в	1	5
58	в данном	1	5
59	можно сказать	3	5
60	данном случае	1	4
61	то же	23	4
62	здесь не	1	4
63	перед нами	2	4
64	было как	1	4
65	в нем	9	4
66	в силу	3	4
67	но все	2	4
68	и с	2	4
69	было бы	9	4
70	и тем	5	4
71	связи с	2	4
72	не столько	2	4
73	те же	6	4
74	одного из	1	4
75	же время	5	4
76	вслед за	3	4
77	только в	21	4
78	при всей	1	4
79	у него	2	4
80	что не	8	4
81	прежде всего	3	4
82	если не	4	4
83	как бы	3	4
84	да и	1	4
85	читателя или	1	4
86	отличается от	1	4
87	же в	2	4
88	одной из	2	4
89	сказать что	5	4
90	другой стороны	4	4
91	это и	2	3
92	в первом	3	3
93	в сущности	1	3
94	и он	1	3
95	в ней	8	3
96	и на	3	3
97	бы то	1	3
98	в ее	2	3
99	значении этого	1	3
100	если в	1	3
101	что они	2	3
102	хотя и	1	3
103	когда он	1	3
104	что это	4	3
105	уже в	5	3
106	из этих	9	3
107	не есть	17	3
108	он не	4	3
109	не будет	3	3
110	особенно в	1	3
111	ни в	2	3
112	тем не	3	3
113	бы быть	2	3
114	не менее	5	3
115	в то	10	3
116	тем что	7	3
117	на него	3	3
118	этом отношении	2	3
119	могут быть	3	3
120	как мы	7	3
121	свою очередь	3	3
122	сводится к	1	3
123	то или	2	3
124	в произведении	3	3
125	на том	1	3
126	не с	1	3
127	мог бы	1	3
128	столь же	4	3
129	между тем	9	3
130	один из	4	3
131	из них	6	3
132	к содержанию	3	3
133	в прошлом	1	3
134	из двух	3	3
135	и даже	2	3
136	даже не	1	3
137	или иначе	1	3
138	в свою	3	3
139	а с	2	3
140	не существует	3	3
141	что в	17	3
142	ни было	1	3
143	жизни в	1	3
144	жизни и	2	3
145	отношения к	1	2
146	одним из	1	2
147	например в	6	2
148	таком случае	2	2
149	и потому	4	2
150	самом деле	2	2
151	и до	2	2
152	должна быть	1	2
153	и возможность	1	2
154	который в	1	2
155	говорить о	3	2
156	ему в	2	2
157	он сам	1	2
158	время в	3	2
159	но как	2	2
160	не то	3	2
161	отношение к	2	2
162	нет и	1	2
163	вследствие чего	1	2
164	первый взгляд	1	2
165	независимо от	5	2
166	что именно	4	2
167	в своем	5	2
168	что касается	1	2
169	что по	2	2
170	более или	3	2
171	так или	2	2
172	все эти	1	2
173	бы не	4	2
174	и тот	2	2
175	смысла но	1	2
176	та же	2	2
177	с чем	1	2
178	себя и	4	2
179	не как	2	2
180	подобно тому	2	2
181	но без	2	2
182	его в	3	2
183	его личности	1	2
184	от одного	1	2
185	это не	1	2
186	в общей	1	2
187	в самую	1	2
188	несмотря на	2	2
189	на первый	1	2
190	или менее	3	2
191	с точки	1	2
192	в памяти	1	2
193	однако в	1	2
194	зрения и	2	2
195	даже в	2	2
196	она не	2	2
197	которого он	1	2
198	не могло	1	2
199	себе самом	1	2
200	не имеет	6	2
201	ничего не	1	2
202	и после	2	2
203	что на	1	2
204	встречается в	1	2
205	когда мы	2	2
206	было без	1	2
207	оно не	4	2
208	говоря словами	1	2
209	приходит к	1	2
210	происходит и	1	2
211	языка и	2	2
212	в собственном	2	2
213	и когда	1	2
214	что у	1	2
215	другом и	1	2
216	или в	3	2
217	было в	1	2
218	всей вероятности	1	2
219	быть может	3	2
220	со словами	1	2
221	его жизни	2	2
222	он уже	1	2
223	и ее	1	2
224	от одной	2	2
225	есть в	3	2
226	каждый из	1	2
227	одно из	5	2
228	для него	9	2
229	или даже	1	2
230	сами по	1	2
231	смерти и	1	2
232	по всей	1	2
233	не было	4	2
234	не на	1	2
235	зависит от	6	2
236	его как	1	2
237	точек зрения	1	2
238	не всегда	2	2
239	как представляется	1	2
240	на чем	2	2
241	к другой	3	2
242	как кажется	1	2
243	в область	1	2
244	тому как	5	2
245	исходя из	1	2
246	что мы	8	2
247	каким он	1	2
248	события без	1	2
249	в результате	1	2
250	которая в	1	2
251	в двух	1	2
252	и все	3	2
253	тем более	4	2
254	хотя в	1	2
255	все то	1	2
256	к самому	1	2
257	и представляет	1	2
258	между ними	1	2
259	первом случае	2	2
260	этого слова	11	2
261	себе не	4	2
262	в какой	2	2
263	так же	3	2
264	в таком	3	2
265	точно так	12	2
266	переходит к	1	1
267	того же	1	1
268	они еще	1	1
269	на самом	1	1
270	он может	1	1
271	и есть	3	1
272	далее и	2	1
273	чего не	1	1
274	отношения между	1	1
275	но представляет	1	1
276	едва ли	1	1
277	действительности и	3	1
278	с таким	2	1
279	с прежним	1	1
280	намек на	1	1
281	уже по	1	1
282	по его	1	1
283	есть не	7	1
284	бы уже	1	1
285	понятия но	1	1
286	а предмет	1	1
287	нашу мысль	1	1
288	мир не	1	1
289	в первый	1	1
290	он как	2	1
291	есть нечто	4	1
292	одной только	1	1
293	но она	1	1
294	состояние не	1	1
295	которое не	2	1
296	в некотором	2	1
297	имеет своим	1	1
298	и со	1	1
299	в целом	3	1
300	не знают	1	1
301	сам по	5	1
302	к своему	2	1
303	думая о	1	1
304	себе а	4	1
305	столько же	1	1
306	а еще	1	1
307	есть акт	2	1
308	к ее	1	1
309	о любви	2	1
310	в чем	3	1
311	во всех	1	1
312	бы она	1	1
313	по своему	2	1
314	одним словом	2	1
315	иметь в	2	1
316	это бывает	1	1
317	совсем не	1	1
318	самым мы	1	1
319	и который	1	1
320	легко может	1	1
321	только потому	3	1
322	не входит	1	1
323	эта особенность	1	1
324	друг от	1	1
325	этого единства	2	1
326	может считаться	1	1
327	в настоящем	1	1
328	один и	1	1
329	не таким	1	1
330	и читатель	1	1
331	это одно	1	1
332	от содержания	1	1
333	из уст	1	1
334	как условие	1	1
335	в художественном	1	1
336	что как	2	1
337	о жизни	1	1
338	лишь изредка	1	1
339	могли бы	1	1
340	и наконец	2	1
341	в действительности	5	1
342	это определение	1	1
343	от этого	2	1
344	не такое	1	1
345	в самом	8	1
346	из жизни	1	1
347	сказать о	1	1
348	формы в	1	1
349	тоже не	1	1
350	мира но	1	1
351	из его	1	1
352	имеет для	3	1
353	но на	1	1
354	так сказать	2	1
355	на его	2	1
356	наш взгляд	1	1
357	человек не	2	1
358	всем своем	1	1
359	в понимании	1	1
360	том чтобы	2	1
361	свое время	1	1
362	что ни	2	1
363	на наш	1	1
364	и по	4	1
365	образа и	3	1
366	к очень	1	1
367	таким образом	14	1
