N	3gram	Potebnia_M_2	Problema
1	и т д	3	13
2	тем не менее	5	10
3	в том что	7	9
4	сама по себе	2	8
5	в связи с	1	7
6	сам по себе	4	6
7	сами по себе	7	6
8	во всяком случае	7	6
9	и в этом	1	6
10	в этом случае	1	5
11	по крайней мере	5	5
12	с другой стороны	2	5
13	не может быть	2	5
14	что же касается	1	4
15	но даже и	1	4
16	т д и	1	4
17	в таком случае	2	4
18	бы то ни	1	4
19	или по крайней	2	4
20	в то же	2	4
21	то время как	3	4
22	и то же	2	4
23	в то время	4	4
24	дело в том	1	3
25	не было бы	4	3
26	и тем не	1	3
27	одно и то	2	3
28	то ни было	1	3
29	имеет ничего общего	1	3
30	не имеет ничего	1	3
31	том смысле что	1	3
32	само по себе	2	3
33	то есть в	1	3
34	о том что	1	3
35	в том смысле	4	3
36	что и в	1	3
37	в том виде	1	2
38	только потому что	2	2
39	о том как	1	2
40	до сих пор	4	2
41	в таких случаях	1	2
42	в отличие от	1	2
43	мы говорим о	1	2
44	и за пределы	1	2
45	бы она ни	1	2
46	что и сам	1	2
47	а не есть	1	2
48	по сравнению с	1	2
49	и как бы	1	2
50	все же есть	1	2
51	как бы она	1	2
52	ничего общего с	1	2
53	так что мы	2	2
54	но с другой	1	2
55	даже и в	1	2
56	она ни была	1	2
57	на самом деле	2	2
58	и тем самым	1	2
59	у нас в	1	2
60	друг от друга	1	2
61	в сравнении с	2	2
62	если бы он	1	1
63	значение то есть	1	1
64	и того же	6	1
65	и может быть	2	1
66	по себе не	3	1
67	и связанные с	1	1
68	мы говорим что	1	1
69	и в таком	1	1
70	их жизни и	1	1
71	это было бы	1	1
72	более или менее	8	1
73	выражается в слове	1	1
74	как и во	2	1
75	потому что только	1	1
76	есть прежде всего	2	1
77	для нас как	1	1
78	том что он	1	1
79	но для такого	1	1
80	но если это	1	1
81	и то и	1	1
82	то есть именно	1	1
83	потому что ни	1	1
84	только для того	1	1
85	по себе и	1	1
86	потому что и	1	1
87	что не только	1	1
88	из того что	1	1
89	в собственном смысле	1	1
90	то же в	2	1
91	с тем что	1	1
92	обратить внимание на	1	1
93	но это не	1	1
94	но когда мы	1	1
95	не отличается от	1	1
96	мы до сих	1	1
97	потому что для	1	1
98	для нас только	1	1
99	они между собою	1	1
100	с этой точки	1	1
101	и не в	1	1
102	то и другое	4	1
103	он вовсе не	1	1
104	как и в	1	1
105	может быть не	3	1
106	то все это	1	1
107	в том чтобы	1	1
108	с одной стороны	3	1
109	с указания на	1	1
110	смысле этого слова	3	1
111	никто не скажет	1	1
112	в себе как	1	1
113	во втором случае	1	1
114	то тем самым	1	1
115	во всех этих	1	1
116	не имели бы	1	1
117	в одном случае	1	1
118	например и в	1	1
119	все же не	1	1
120	тем что мы	2	1
121	образ или не	1	1
122	нельзя сказать например	1	1
123	друг к другу	1	1
124	содержание может быть	1	1
125	и не знали	1	1
126	потому что мы	1	1
127	можем себе представить	1	1
128	т д можно	1	1
129	мы выше говорили	1	1
130	в себе никакого	1	1
131	до такой степени	1	1
132	что они не	1	1
133	и это общее	1	1
134	далеко не все	1	1
135	нет никакой возможности	1	1
136	быть не только	1	1
137	когда мы произносим	1	1
138	имеет для нас	1	1
139	мы выше называли	1	1
140	остановиться на том	1	1
141	мы не можем	3	1
142	от того что	4	1
143	так и в	2	1
144	то что мы	2	1
145	но и о	1	1
146	б не есть	1	1
147	как бы ни	3	1
148	например как в	1	1
149	а потому что	1	1
150	не менее в	1	1
151	только в том	1	1
152	на то что	3	1
153	одного и того	6	1
154	которые могут быть	1	1
155	указывает нам на	1	1
156	таким образом в	2	1
157	вместе с нею	1	1
158	нам на то	1	1
159	здесь только в	1	1
160	для того чтобы	2	1
161	только тогда когда	2	1
