N	3gram	Potebnia_M_2	KulturaY
1	и т п	3	18
2	для того чтобы	2	15
3	в том что	7	15
4	и т д	3	14
5	в том чтобы	1	8
6	только потому что	2	6
7	с другой стороны	2	6
8	о том что	1	5
9	по крайней мере	5	5
10	во всяком случае	7	5
11	мере в какой	1	5
12	той мере в	1	5
13	в той мере	1	5
14	что же касается	1	4
15	до сих пор	4	4
16	не в том	2	4
17	том что он	1	4
18	тем не менее	5	4
19	состоит в том	1	3
20	мере того как	4	3
21	более или менее	8	3
22	в этом смысле	2	3
23	по мере того	4	3
24	о том как	1	3
25	только в том	1	3
26	вместе с тем	1	3
27	и тогда когда	2	3
28	не потому что	1	3
29	в связи с	1	3
30	в свою очередь	6	3
31	не может быть	2	3
32	и того же	6	2
33	у нас есть	1	2
34	на самом деле	2	2
35	на то что	3	2
36	т д и	1	2
37	в этом случае	1	2
38	потому что не	1	2
39	обратить внимание на	1	2
40	того что они	2	2
41	на мой взгляд	1	2
42	так и в	2	2
43	а в том	1	2
44	то же время	2	2
45	и в самом	1	2
46	но все же	1	2
47	одного и того	6	2
48	то же в	2	2
49	в то же	2	2
50	том что оно	1	2
51	если бы он	1	1
52	как это часто	1	1
53	в том виде	1	1
54	сплошь да рядом	1	1
55	и может быть	2	1
56	только в этих	1	1
57	что в последнем	1	1
58	следует рассматривать как	1	1
59	хотя бы самым	1	1
60	которое и в	1	1
61	лишь в той	1	1
62	прежде всего на	1	1
63	в ней все	1	1
64	не может но	1	1
65	как содержание и	1	1
66	это было бы	1	1
67	слова потому что	1	1
68	во многих случаях	1	1
69	же касается до	1	1
70	с одной стороны	3	1
71	и во многих	1	1
72	во многих других	1	1
73	и притом не	1	1
74	том случае если	1	1
75	в таких случаях	1	1
76	сами по себе	7	1
77	только для того	1	1
78	в отличие от	1	1
79	при этом что	1	1
80	мы говорим о	1	1
81	в наше время	1	1
82	в собственном смысле	1	1
83	того как они	1	1
84	состоит не в	2	1
85	отдельных звуков и	1	1
86	отчет в том	1	1
87	имеют для нас	1	1
88	с этой точки	1	1
89	и не в	1	1
90	не то что	1	1
91	в том случае	1	1
92	одно и то	2	1
93	тогда как в	2	1
94	в применении к	1	1
95	свою очередь есть	1	1
96	ничего общего с	1	1
97	на более или	1	1
98	и на все	1	1
99	если бы в	1	1
100	и то же	2	1
101	к языку и	1	1
102	во всех этих	1	1
103	на первых порах	1	1
104	с незапамятных времен	1	1
105	все же есть	1	1
106	в том смысле	4	1
107	не для того	1	1
108	связанных между собою	1	1
109	применении к языку	1	1
110	само по себе	2	1
111	и в таком	1	1
112	этого слова и	1	1
113	они не имеют	1	1
114	себя и для	1	1
115	не есть нечто	1	1
116	то же значение	1	1
117	между тем как	2	1
118	но с другой	1	1
119	языке может быть	1	1
120	от того что	4	1
121	том смысле что	1	1
122	что они значат	1	1
123	с тем что	1	1
124	и тем самым	1	1
125	слова должны были	1	1
126	значат то что	1	1
127	смысле этого слова	3	1
128	друг от друга	1	1
129	во втором случае	1	1
130	в большинстве случаев	1	1
131	после того как	2	1
132	что оно не	1	1
133	но во всяком	3	1
134	в ближайшей связи	1	1
135	таким образом в	2	1
136	в значительном количестве	1	1
137	внутренняя форма слова	1	1
138	то что они	1	1
139	и в слове	1	1
140	того как мы	1	1
141	что для нас	1	1
142	не имел бы	1	1
143	том же языке	1	1
144	что и в	1	1
145	только тогда когда	2	1
