N	2gram	Ircho_Kome_2	Narrotol
1	не только	7	26
2	а не	1	17
3	представляет собой	1	16
4	но и	10	15
5	в том	11	14
6	в качестве	5	14
7	и не	14	14
8	в этом	10	13
9	и в	26	13
10	том что	9	13
11	такого рода	1	12
12	только в	4	11
13	в частности	4	11
14	может быть	11	10
15	сводится к	1	9
16	так и	12	9
17	к тому	12	9
18	а в	3	9
19	в себе	1	8
20	то что	6	8
21	не в	2	8
22	не может	3	8
23	к себе	1	7
24	у него	4	6
25	в рамках	1	6
26	в своем	6	6
27	все же	4	6
28	и к	2	6
29	но в	3	6
30	в жизни	1	6
31	никогда не	1	6
32	ничего не	1	6
33	а также	1	6
34	в его	4	6
35	вслед за	2	6
36	со стороны	2	6
37	прежде всего	4	6
38	как бы	2	6
39	жизни в	1	6
40	ответ на	3	5
41	отличие от	2	5
42	что он	5	5
43	как в	3	5
44	хотя и	4	5
45	в нем	6	5
46	тем не	1	5
47	он не	2	5
48	таким образом	6	5
49	на протяжении	10	5
50	точки зрения	4	5
51	в котором	3	5
52	место в	4	5
53	не столько	1	5
54	тем самым	1	5
55	в то	6	5
56	о том	6	5
57	с одной	2	5
58	по отношению	3	5
59	с другой	2	5
60	одной стороны	2	5
61	в той	2	5
62	в отличие	2	5
63	отношению к	3	5
64	то же	3	4
65	и мира	1	4
66	в ее	2	4
67	в этой	3	4
68	отнюдь не	2	4
69	что это	4	4
70	тому же	11	4
71	в силу	2	4
72	в мире	2	4
73	об этом	2	4
74	в глазах	2	4
75	войны и	3	4
76	все его	1	4
77	и уже	1	4
78	в своей	3	4
79	в конце	2	4
80	не менее	4	4
81	в себя	1	4
82	времени и	1	4
83	если бы	9	4
84	в другом	1	4
85	в какой	2	4
86	свидетельствует о	1	4
87	для него	1	4
88	у нее	2	4
89	следует признать	2	4
90	как и	4	4
91	мира в	4	4
92	как это	4	4
93	в литературе	1	4
94	не является	2	4
95	и все	2	4
96	в герое	1	4
97	с ним	1	4
98	же в	4	4
99	и у	2	4
100	жизни и	3	4
101	что в	9	4
102	все что	1	4
103	для себя	1	3
104	самом деле	1	3
105	говорилось выше	1	3
106	едва ли	14	3
107	мы имеем	2	3
108	нам в	1	3
109	жизни так	2	3
110	с его	5	3
111	как правило	3	3
112	но не	3	3
113	как к	1	3
114	в целом	4	3
115	все эти	1	3
116	в ответ	2	3
117	и его	12	3
118	не следует	2	3
119	конечном счете	1	3
120	самим собой	1	3
121	того или	1	3
122	при встрече	1	3
123	соответствии с	1	3
124	которой он	1	3
125	тому что	4	3
126	одна из	2	3
127	того чтобы	6	3
128	же время	3	3
129	по своей	1	3
130	между детьми	1	3
131	в состав	2	3
132	той или	1	3
133	и сам	3	3
134	действующих лиц	5	3
135	между собой	1	3
136	о котором	1	3
137	детьми и	1	3
138	внимание на	1	3
139	за пределами	1	3
140	это не	2	3
141	с матерью	1	3
142	один из	5	3
143	с ними	2	3
144	никак не	1	3
145	между тем	4	3
146	то и	1	3
147	интриги в	2	3
148	представить себе	3	3
149	как раз	1	3
150	и даже	1	3
151	или иной	1	3
152	в соответствии	1	3
153	да и	3	3
154	с этой	3	3
155	и для	4	3
156	от первого	1	3
157	сказать что	1	3
158	к его	2	3
159	или иного	1	3
160	и т	2	2
161	мере в	1	2
162	жизни мы	1	2
163	отношения между	1	2
164	по его	1	2
165	мы не	2	2
166	своих героев	1	2
167	ему в	1	2
168	в каждой	1	2
169	в ней	3	2
170	еще не	6	2
171	столь же	9	2
172	о любви	1	2
173	в чем	1	2
174	же она	1	2
175	однако не	1	2
176	как уже	1	2
177	не являются	1	2
178	мертвых душ	1	2
179	со своей	3	2
180	в самом	4	2
181	в нашем	2	2
182	из этих	4	2
183	роль в	2	2
184	как он	3	2
185	что она	2	2
186	в принципе	2	2
187	той же	3	2
188	зрения на	1	2
189	было бы	8	2
190	на второй	1	2
191	со своими	1	2
192	несмотря на	1	2
193	ведет к	1	2
194	является его	1	2
195	за которым	1	2
196	с точки	1	2
197	и что	2	2
198	от его	1	2
199	в памяти	1	2
200	стало быть	1	2
201	и более	1	2
202	однако в	2	2
203	в обоих	3	2
204	не имеет	3	2
205	как о	1	2
206	говорить о	2	2
207	и внутренней	1	2
208	имеем дело	1	2
209	потому что	6	2
210	для нас	3	2
211	со своим	1	2
212	в сознании	1	2
213	не вполне	2	2
214	в области	1	2
215	у нас	1	2
216	и здесь	6	2
217	и служит	1	2
218	мысль о	1	2
219	на свой	1	2
220	что у	4	2
221	можно было	4	2
222	во второй	1	2
223	восходит к	4	2
224	или иначе	3	2
225	что и	7	2
226	представления о	2	2
227	второй план	1	2
228	в современной	1	2
229	дело с	3	2
230	не происходит	1	2
231	себя в	3	2
232	с нею	1	2
233	в начале	4	2
234	не все	1	2
235	одно из	2	2
236	а то	1	2
237	могло бы	1	2
238	т п	2	2
239	вовсе не	2	2
240	может служить	1	2
241	в других	2	2
242	на стороне	1	2
243	только на	1	2
244	не обязательно	1	2
245	именно в	1	2
246	а с	1	2
247	нового времени	2	2
248	героя и	1	2
249	говорит о	1	2
250	если не	2	2
251	более чем	4	2
252	на фоне	1	2
253	так же	1	2
254	к своему	1	2
255	по своему	2	2
256	о чем	3	2
257	видя в	1	2
258	в течение	2	2
259	его жизни	1	2
260	xix в	1	2
261	это был	1	2
262	к которому	1	2
263	было ясно	1	2
264	в результате	1	2
265	интерес к	3	2
266	бы в	2	2
267	тем более	1	2
268	не должен	1	2
269	хотя бы	2	2
270	во время	6	2
271	в свою	1	2
272	точно так	1	2
273	по поводу	3	2
274	как на	1	2
275	и шире	1	1
276	говоря о	1	1
277	отношения к	1	1
278	одним из	2	1
279	например в	3	1
280	отделен от	1	1
281	с кем	1	1
282	так у	1	1
