N	2gram	Ircho_Kome_2	slovoVRo
1	и в	26	41
2	в нем	6	30
3	и т	2	28
4	т п	2	23
5	во всех	3	17
6	не только	7	16
7	и не	14	16
8	точки зрения	4	16
9	но и	10	16
10	а не	1	15
11	то же	3	14
12	и на	7	14
13	в то	6	14
14	и его	12	14
15	в пределах	1	14
16	может быть	11	14
17	не может	3	14
18	в сущности	1	13
19	в его	4	13
20	в этом	10	12
21	до конца	1	12
22	же время	3	12
23	как бы	2	12
24	так и	12	11
25	в большинстве	1	10
26	в той	2	10
27	себя в	3	9
28	все эти	1	9
29	таким образом	6	9
30	той или	1	9
31	или иной	1	9
32	как в	3	8
33	но в	3	8
34	на его	1	8
35	с точки	1	8
36	как мы	4	8
37	или в	3	8
38	прежде всего	4	8
39	отношение к	2	7
40	все же	4	7
41	в своей	3	7
42	не в	2	7
43	вовсе не	2	7
44	с ним	1	7
45	зрения на	1	7
46	и следовательно	1	7
47	они могут	1	7
48	на фоне	1	7
49	во всяком	2	7
50	того же	3	6
51	это не	2	6
52	в них	4	6
53	к своему	1	6
54	только в	4	6
55	большинстве случаев	1	6
56	и даже	1	6
57	а в	3	6
58	и к	2	5
59	в самом	4	5
60	всяком случае	2	5
61	все это	3	5
62	в основе	1	5
63	со своим	1	5
64	не на	1	5
65	к нему	3	5
66	слово как	1	5
67	как его	1	5
68	с другой	2	5
69	еще более	2	5
70	одним из	2	4
71	в ней	3	4
72	еще не	6	4
73	с его	5	4
74	в которой	5	4
75	в каждом	3	4
76	связанных с	2	4
77	и с	5	4
78	входит в	1	4
79	как и	4	4
80	автора и	1	4
81	в их	3	4
82	том же	1	4
83	и для	4	4
84	ничего не	1	4
85	автор не	1	4
86	все его	1	4
87	один из	5	4
88	с одной	2	4
89	рядом с	2	4
90	одной стороны	2	4
91	и все	2	4
92	там где	1	4
93	и от	4	4
94	и единственного	1	4
95	здесь в	3	4
96	другой стороны	1	4
97	или к	1	3
98	в первом	2	3
99	в своем	6	3
100	более или	1	3
101	бы и	2	3
102	из этих	4	3
103	выражение в	1	3
104	в себе	1	3
105	и сам	3	3
106	его в	4	3
107	было бы	8	3
108	он не	2	3
109	или менее	1	3
110	и ее	2	3
111	от его	1	3
112	которые в	2	3
113	никогда не	1	3
114	в разных	1	3
115	и здесь	6	3
116	в других	2	3
117	к тому	12	3
118	о том	6	3
119	и во	2	3
120	все время	2	3
121	в том	11	3
122	в качестве	5	3
123	конечно не	1	3
124	из них	7	3
125	для него	1	3
126	так как	4	3
127	друг друга	3	3
128	у него	4	3
129	речь и	1	3
130	именно в	1	3
131	в свою	1	3
132	по всей	1	3
133	не было	3	3
134	в истории	5	3
135	с этим	5	3
136	и там	1	3
137	по существу	1	3
138	с этой	3	3
139	при всем	3	3
140	мы найдем	3	3
141	в результате	1	3
142	хотя бы	2	3
143	одной из	4	3
144	с ними	2	3
145	из этого	2	3
146	например в	3	2
147	в чисто	1	2
148	в котором	3	2
149	той же	3	2
150	мы не	2	2
151	время как	2	2
152	они были	1	2
153	свою очередь	1	2
154	между собой	1	2
155	столь же	9	2
