N	2gram	Vinokur_Ku_2	Analitik
1	не только	20	22
2	и в	23	18
3	как и	2	14
4	так и	4	14
5	в этом	18	14
6	и его	3	13
7	но и	7	13
8	том что	11	12
9	в качестве	8	12
10	и не	16	12
11	в частности	2	12
12	при этом	2	11
13	а в	3	10
14	как бы	4	10
15	что в	10	9
16	может быть	15	9
17	со стороны	4	9
18	а не	10	9
19	в том	19	9
20	с его	1	8
21	всего лишь	3	8
22	своего рода	4	8
23	не случайно	1	8
24	и даже	2	8
25	по отношению	1	7
26	как раз	3	7
27	в его	5	7
28	с другой	8	7
29	но не	6	7
30	еще не	5	6
31	в этой	6	6
32	он не	3	6
33	в их	2	6
34	не в	8	6
35	к тому	4	6
36	для него	1	6
37	о том	1	6
38	того же	3	5
39	той же	2	5
40	мы имеем	5	5
41	как правило	1	5
42	в самом	12	5
43	в случае	1	5
44	лишь в	5	5
45	в слове	1	5
46	однако в	1	5
47	а а	1	5
48	или иной	1	5
49	в сущности	9	5
50	что и	3	5
51	между тем	6	5
52	уже не	8	5
53	в конце	4	5
54	никогда не	2	5
55	в свою	2	5
56	прежде всего	8	5
57	я в	1	5
58	такого рода	1	5
59	в результате	4	5
60	другой стороны	7	5
61	и на	6	4
62	столь же	1	4
63	что он	5	4
64	отнюдь не	4	4
65	в своем	2	4
66	и как	1	4
67	что по	1	4
68	по пути	1	4
69	и к	1	4
70	таким образом	5	4
71	приводит к	5	4
72	состоит в	2	4
73	по себе	10	4
74	тем самым	2	4
75	в одном	1	4
76	ли не	2	4
77	не менее	7	4
78	свою очередь	2	4
79	в пределах	4	4
80	внимание на	1	4
81	можно сказать	4	4
82	русской литературе	1	4
83	крайней мере	6	4
84	не есть	1	4
85	далеко не	1	4
86	по крайней	6	4
87	в данном	4	4
88	все же	7	4
89	перед нами	4	4
90	едва ли	1	3
91	по его	1	3
92	мы не	1	3
93	говорить о	4	3
94	в целом	1	3
95	уже в	3	3
96	здесь не	3	3
97	но как	1	3
98	ответ на	2	3
99	что они	2	3
100	в рамках	1	3
101	как в	3	3
102	с этим	3	3
103	что касается	2	3
104	поскольку он	1	3
105	из этих	1	3
106	роль в	2	3
107	тому же	1	3
108	роли в	1	3
109	в году	2	3
110	то же	6	3
111	в каждом	1	3
112	не будет	1	3
113	точки зрения	14	3
114	и без	1	3
115	все это	5	3
116	в то	4	3
117	дело не	2	3
118	ничего не	4	3
119	же время	3	3
120	указывает на	1	3
121	с ее	1	3
122	говорит и	1	3
123	в ее	1	3
124	данном случае	2	3
125	не должно	2	3
126	так в	3	3
127	именно в	3	3
128	было бы	15	3
129	дело с	1	3
130	во всем	1	3
131	этом отношении	3	3
132	в особенности	4	3
133	еще и	2	3
134	что не	6	3
135	не было	4	3
136	однако и	2	3
137	не всегда	2	3
138	он и	2	3
139	как это	5	3
140	по поводу	2	3
141	к этому	4	3
142	отношения к	2	2
143	самом деле	9	2
144	мере в	1	2
145	по преимуществу	2	2
146	есть не	1	2
147	и он	1	2
