N	2gram	Bakhtin_Pr_5	Literetu
1	а не	4	20
2	и в	35	19
3	может быть	14	17
4	своего рода	2	13
5	то же	15	12
6	и не	27	11
7	как и	18	10
8	в том	5	10
9	и т.п	6	10
10	но и	14	10
11	в этом	14	9
12	в то	11	9
13	в мире	4	9
14	же время	10	9
15	не может	18	9
16	не только	10	8
17	и даже	5	8
18	с другой	4	8
19	слова и	11	7
20	том что	3	7
21	так и	8	7
22	и т.д	3	7
23	с одной	1	7
24	я в	4	7
25	то что	10	7
26	и на	6	6
27	в себе	5	6
28	при этом	2	6
29	однако в	2	6
30	не менее	2	6
31	себя в	2	6
32	я не	8	5
33	столь же	2	5
34	но не	6	5
35	он не	13	5
36	одна из	1	5
37	так в	2	5
38	в качестве	1	5
39	для всех	1	5
40	на фоне	1	5
41	то есть	16	5
42	того что	3	5
43	с тобой	2	5
44	вместе с	2	5
45	я и	2	4
46	но тем	1	4
47	мы не	1	4
48	того же	1	4
49	по отношению	6	4
50	так что	5	4
51	отнюдь не	1	4
52	человека в	1	4
53	для него	14	4
54	точки зрения	7	4
55	не в	10	4
56	даже в	5	4
57	общего дела	1	4
58	в ней	2	4
59	еще в	4	4
60	тех кто	1	4
61	в его	21	4
62	один из	1	4
63	и других	1	4
64	не случайно	2	4
65	каждый из	2	4
66	тем что	4	4
67	прежде всего	12	4
68	другой стороны	3	4
69	что в	6	4
70	одним из	1	3
71	и то	5	3
72	в сущности	14	3
73	как я	1	3
74	и он	2	3
75	я на	1	3
76	во всех	3	3
77	как к	5	3
78	в этой	1	3
79	то и	1	3
80	в нем	16	3
81	обращаясь к	1	3
82	я все	5	3
83	мы с	2	3
84	такой же	3	3
85	в их	1	3
86	с точки	2	3
87	никогда не	4	3
88	ничего не	3	3
89	и его	14	3
90	данном случае	1	3
91	в себя	1	3
92	всей своей	2	3
93	и с	12	3
94	в другом	12	3
95	другого в	4	3
96	но с	1	3
97	а в	7	3
98	так как	4	3
99	себе и	7	3
100	этом отношении	1	3
101	в данном	1	3
102	а именно	1	3
103	но это	6	3
104	надо мной	2	3
105	в начале	3	3
106	и для	8	3
107	обращается к	2	3
108	и как	2	3
109	что он	24	3
110	о себе	17	3
111	отношению к	7	3
112	как на	1	3
113	себя как	3	2
114	ту же	1	2
115	я тебя	1	2
116	и до	1	2
117	той же	2	2
118	зависимость от	2	2
119	с ее	3	2
120	в каждой	2	2
121	слово не	2	2
122	к своему	5	2
123	разумеется не	1	2
124	но как	4	2
125	я я	1	2
126	без другого	1	2
127	все же	8	2
128	и наконец	7	2
129	и к	12	2
130	но в	19	2
131	ведь я	1	2
132	то в	2	2
133	в целом	3	2
134	жизнь как	1	2
135	как он	2	2
136	и сам	7	2
137	свое время	1	2
138	на жизнь	1	2
139	подобно тому	2	2
140	на этом	2	2
141	не бывает	1	2
142	одно и	3	2
143	в каждом	6	2
144	а затем	2	2
145	характерный для	1	2
146	в жизни	2	2
147	но уже	2	2
148	в них	4	2
149	нет в	3	2
150	все равно	2	2
151	с этой	2	2
152	с тем	3	2
153	он и	5	2
154	как бы	31	2
155	в такой	4	2
156	и без	4	2
157	мысли и	1	2
158	что я	13	2
159	по преимуществу	1	2
160	тем не	1	2
161	по крайней	1	2
162	на два	1	2
163	в основе	1	2
164	но только	3	2
165	с читателем	1	2
166	перед ним	1	2
167	я но	1	2
168	даже и	3	2
169	для того	1	2
170	для себя	7	2
171	в виду	3	2
172	не могу	3	2
173	в ее	3	2
174	это как	3	2
175	за то	1	2
176	еще не	7	2
177	ко всему	1	2
178	для этого	2	2
179	художественного мира	1	2
180	о том	2	2
181	и что	6	2
182	путь к	1	2
183	и только	1	2
184	крайней мере	1	2
185	в него	3	2
186	было бы	3	2
187	тот же	4	2
188	одной из	2	2
189	друг друга	2	2
190	потому что	8	2
191	уже не	3	2
192	уже в	3	2
193	с другим	13	2
194	ни было	3	2
195	из них	3	2
196	ведь это	1	2
197	в одном	6	2
198	в конце	5	2
199	что и	3	2
200	вовсе не	7	2
201	при всей	1	2
202	власти над	1	2
203	у него	4	2
204	как раз	4	2
205	наконец в	4	2
206	себя и	8	2
207	что не	4	2
208	выше и	1	2
209	я пишу	1	2
210	до конца	4	2
211	него не	1	2
212	не видит	1	2
213	из которых	1	2
214	и столь	1	2
215	над ним	1	2
216	тому как	2	2
217	это его	1	2
218	под названием	1	2
219	этом случае	1	2
220	при всем	1	2
221	не является	1	2
222	в результате	1	2
223	в третьем	1	2
224	хотя бы	2	2
225	с ним	7	2
226	же в	1	2
227	из тех	1	2
228	не знает	6	2
229	что ты	4	2
230	в свое	1	2
231	героя в	5	2
232	себе не	1	2
233	в своих	1	2
234	и вновь	1	2
235	отношения к	1	1
236	в движение	2	1
237	так я	1	1
238	начинается с	1	1
239	лучше всех	1	1
240	это и	3	1
241	каждый жест	1	1
242	что слово	1	1
243	здесь и	1	1
244	в первом	2	1
245	если б	3	1
246	в строгом	1	1
247	сознания этот	1	1
248	обойтись без	3	1
249	и само	1	1
250	он знает	3	1
251	как мы	8	1
252	что уже	1	1
253	с обратным	1	1
254	время от	1	1
255	ни единого	1	1
256	он как	4	1
257	себя лишь	1	1
258	ты как	3	1
259	но даже	1	1
260	ему в	1	1
261	над самим	1	1
262	начала в	1	1
263	какого бы	1	1
264	слово он	1	1
265	становясь на	1	1
266	меньшей степени	1	1
267	я рад	1	1
268	он был	1	1
269	он сам	6	1
270	бы то	3	1
271	в чем	4	1
272	на своих	1	1
273	его так	1	1
274	один лишь	1	1
275	сказать и	1	1
276	во внутренний	5	1
277	самом деле	10	1
278	то он	1	1
279	а он	3	1
280	герой не	2	1
281	отличие от	2	1
282	и место	1	1
283	за пределы	3	1
284	в произведениях	2	1
285	будучи одним	1	1
286	как в	5	1
287	по которому	2	1
