N	2gram	Medvedev_F_2	Narrotol
1	не только	9	32
2	может быть	23	25
3	но и	13	23
4	в качестве	2	21
5	и не	20	20
6	и в	38	19
7	в том	11	18
8	в этом	27	17
9	не в	15	14
10	том что	2	14
11	состоит в	2	13
12	а не	6	12
13	то что	6	11
14	а в	6	11
15	точки зрения	8	10
16	не может	14	10
17	при этом	9	9
18	так и	8	9
19	в его	10	9
20	со стороны	2	9
21	в себе	1	8
22	с другой	3	8
23	не является	3	8
24	героя в	1	8
25	как в	4	7
26	все же	8	7
27	времени и	2	7
28	как и	9	7
29	к тому	4	7
30	с одной	1	7
31	одной стороны	1	7
32	такого рода	1	7
33	высказывания в	1	6
34	с его	11	6
35	но не	2	6
36	точка зрения	1	6
37	в той	2	6
38	то в	2	6
39	тем самым	2	6
40	о том	1	6
41	что он	5	6
42	именно в	5	6
43	как это	2	6
44	но в	4	6
45	между двумя	2	5
46	отличие от	2	5
47	отнюдь не	8	5
48	и как	3	5
49	уже не	7	5
50	в этой	6	5
51	далеко не	1	5
52	в отличие	2	5
53	по себе	7	5
54	в основе	5	5
55	и его	21	5
56	к нему	3	5
57	в форме	1	5
58	в данном	1	5
59	можно сказать	1	5
60	и пространстве	1	5
61	данном случае	1	4
62	все те	1	4
63	то же	6	4
64	здесь не	4	4
65	перед нами	2	4
66	за собой	1	4
67	в нем	13	4
68	в принципе	1	4
69	но все	3	4
70	же не	1	4
71	и с	9	4
72	было бы	6	4
73	и тем	2	4
74	теперь как	1	4
75	связи с	13	4
76	той или	1	4
77	имеет место	1	4
78	не столько	4	4
79	те же	1	4
80	о нем	1	4
81	одного из	3	4
82	же время	5	4
83	во втором	7	4
84	только в	6	4
85	хотя бы	6	4
86	в особенности	4	4
87	что не	4	4
88	прежде всего	15	4
89	если не	1	4
90	как бы	4	4
91	да и	1	4
92	отличается от	1	4
93	же в	1	4
94	одной из	1	4
95	сказать что	2	4
96	другой стороны	4	4
97	это и	5	3
98	в первом	7	3
99	же как	3	3
100	в сущности	4	3
101	в ней	6	3
102	и на	3	3
103	бы то	1	3
104	в ее	2	3
105	если в	3	3
106	что они	4	3
107	хотя и	3	3
108	что это	3	3
109	уже в	2	3
110	из этих	3	3
111	не есть	3	3
112	он не	6	3
113	то ни	2	3
114	не будет	2	3
115	особенно в	3	3
116	ни в	2	3
117	обратимся к	1	3
118	тем не	1	3
119	бы быть	1	3
120	не менее	1	3
121	в то	5	3
122	тем что	8	3
123	на него	1	3
124	никогда не	2	3
125	этом отношении	7	3
126	могут быть	6	3
127	как будет	1	3
128	как мы	7	3
129	свою очередь	1	3
130	сводится к	5	3
131	то или	1	3
132	в произведении	1	3
133	столь же	2	3
134	между тем	2	3
135	а именно	2	3
136	один из	2	3
137	по мысли	1	3
138	из них	4	3
139	не о	4	3
140	и даже	4	3
141	даже не	2	3
142	или иначе	1	3
143	не обязательно	1	3
144	в свою	1	3
145	как будто	1	3
146	не существует	1	3
147	что в	7	3
148	жизни и	3	3
149	как известно	1	2
150	одним из	1	2
151	например в	3	2
152	таком случае	1	2
153	самом деле	8	2
154	идет о	2	2
155	здесь и	4	2
156	к другому	2	2
157	и до	3	2
158	должна быть	5	2
159	мы имеем	1	2
160	говорить о	5	2
161	иное как	1	2
162	время в	1	2
163	события в	1	2
164	но как	2	2
165	не то	3	2
166	отношение к	2	2
167	или иное	1	2
168	независимо от	4	2
169	что именно	2	2
170	как к	3	2
171	в своем	1	2
172	более или	1	2
173	так или	1	2
174	все эти	6	2
175	бы не	1	2
176	и тот	1	2
177	роль в	3	2
178	всей его	1	2
179	та же	2	2
180	они в	1	2
181	не как	4	2
182	постольку поскольку	2	2
183	именно это	1	2
184	значительной степени	3	2
185	его в	3	2
186	того или	4	2
187	от одного	2	2
188	это не	2	2
189	в самую	1	2
190	несмотря на	1	2
191	на первый	2	2
192	или менее	1	2
193	с точки	7	2
194	даже в	2	2
195	она не	2	2
196	что иное	1	2
197	в структуре	1	2
198	не могло	1	2
199	не имеет	2	2
200	ничего не	4	2
201	как раз	6	2
202	что на	2	2
203	без исключения	2	2
204	оно не	4	2
205	которых и	1	2
206	языка и	12	2
207	в собственном	1	2
208	в пределах	12	2
209	приводит к	2	2
210	на свой	1	2
211	читателя в	1	2
212	можно было	1	2
213	или в	3	2
214	было в	2	2
215	во второй	2	2
216	со словами	1	2
217	данного понятия	1	2
218	в значительной	3	2
219	том или	1	2
220	во всей	2	2
221	и только	5	2
222	от всех	2	2
223	в литературе	1	2
224	он уже	1	2
225	и ее	6	2
226	каждый из	3	2
227	этого понятия	1	2
228	героя с	1	2
229	следует отметить	3	2
230	для него	7	2
231	или даже	2	2
232	сами по	2	2
233	или ином	1	2
234	к которому	1	2
235	и др	3	2
236	события но	1	2
237	говорит о	1	2
238	не было	6	2
239	не на	1	2
240	зависит от	1	2
241	его как	2	2
242	точек зрения	1	2
243	о чем	1	2
244	первые два	1	2
245	совершенно очевидно	1	2
246	а если	1	2
247	по существу	7	2
248	только о	1	2
249	и для	5	2
250	в связи	10	2
251	в результате	6	2
252	совершенно иной	2	2
253	и все	3	2
254	хотя в	1	2
255	не от	1	2
256	к самому	1	2
257	это все	1	2
258	между ними	2	2
259	совершенно не	4	2
260	жизни а	1	2
261	или иного	5	2
262	не что	1	2
263	этого слова	1	2
264	в какой	3	2
265	так же	1	2
266	в таком	2	2
267	они не	4	2
268	глава вторая	1	1
269	литературы а	1	1
270	он стоит	1	1
271	для образования	1	1
272	наконец четвертая	1	1
273	к их	1	1
274	и через	1	1
275	того же	1	1
276	становится в	2	1
277	поэтической речи	1	1
278	на самом	3	1
279	в самостоятельный	1	1
280	слова эта	1	1
281	и есть	1	1
282	них как	1	1
283	а непосредственно	1	1
284	характерное для	1	1
285	взаимодействия людей	1	1
286	подхода к	2	1
287	и больше	1	1
288	едва ли	2	1
289	есть не	1	1
290	при анализе	2	1
291	в первый	5	1
292	гуманитарных наук	1	1
293	на сегодняшний	1	1
294	этом не	1	1
295	не имелось	1	1
296	совпадает с	2	1
297	но она	1	1
298	больше всего	1	1
299	о возможности	3	1
300	которое не	1	1
301	и со	1	1
302	в целом	3	1
303	своего исторического	1	1
304	которое в	1	1
305	как не	1	1
306	сам по	3	1
307	меньшей степени	1	1
308	к своему	1	1
309	это существо	1	1
310	себе а	2	1
311	столько же	1	1
312	глава первая	1	1
313	в различных	1	1
314	в чем	2	1
315	во всех	5	1
316	поэтики к	1	1
317	не довлеет	1	1
318	бы она	3	1
319	одним словом	4	1
320	быть художественно	1	1
321	иметь в	1	1
322	совсем не	2	1
323	мы будем	1	1
324	только потому	1	1
325	не входит	3	1
326	для обозначения	1	1
327	иногда и	1	1
328	один и	1	1
329	мере в	1	1
330	речи именно	2	1
331	исследований в	1	1
332	в художественном	2	1
333	поэтика и	1	1
334	в общую	1	1
335	лишь изредка	1	1
336	нельзя было	1	1
337	и где	1	1
338	собственно и	1	1
339	сознания в	1	1
340	и наконец	4	1
341	отбора и	1	1
342	и к	4	1
343	в действительности	1	1
344	это определение	1	1
345	как таковое	4	1
346	от этого	3	1
347	поэтому и	1	1
348	в самом	16	1
349	знаменательно что	1	1
350	идет не	1	1
351	проблем в	1	1
352	теперь начинает	1	1
353	речи но	2	1
354	в конкретной	1	1
355	можно определить	1	1
356	из его	1	1
357	но на	1	1
358	так сказать	3	1
359	по происхождению	1	1
360	в понимании	2	1
361	первые три	1	1
362	том чтобы	1	1
363	высказываний в	1	1
364	свою силу	1	1
365	в плане	2	1
366	какой бы	1	1
367	его от	4	1
368	ориентация на	1	1
369	и по	2	1
370	на этом	2	1
371	встречаются в	1	1
372	от других	1	1
373	таким образом	20	1
374	этом последнем	1	1
375	и может	3	1
376	в другом	1	1
377	входит в	4	1
378	с другими	10	1
379	который и	1	1
380	и иных	2	1
381	этом смысле	2	1
382	должен был	2	1
383	но именно	3	1
384	здесь это	1	1
385	в них	1	1
386	как формулирует	1	1
387	отказываться от	1	1
388	все равно	1	1
389	как об	1	1
390	полном объеме	1	1
391	сегодняшний день	1	1
392	в слове	5	1
393	понят и	1	1
394	он и	3	1
395	мы видели	4	1
396	оно имеет	1	1
397	мы не	3	1
398	в развитии	2	1
399	как таковой	3	1
400	высказывания которые	1	1
401	выступлений и	1	1
402	отрыве от	1	1
403	что если	1	1
404	поставлены в	1	1
405	высказывания как	1	1
406	не подвергается	1	1
407	в котором	2	1
408	в их	6	1
409	к предмету	3	1
410	к одному	1	1
411	место в	3	1
412	до последнего	1	1
413	от его	2	1
414	слова в	3	1
415	особое место	1	1
416	есть его	1	1
417	но он	1	1
418	в россии	1	1
419	рассказа как	1	1
420	по крайней	1	1
421	и более	2	1
422	их в	2	1
423	не могли	2	1
424	в конце	2	1
425	произведения в	2	1
426	как от	1	1
427	тому чтобы	2	1
428	и то	2	1
429	ни одна	2	1
430	так называемого	1	1
431	нем определенные	1	1
432	между людьми	1	1
433	а от	1	1
434	до известной	3	1
435	отметить что	2	1
436	она могла	1	1
437	только здесь	1	1
438	дело в	1	1
439	в процессе	9	1
440	к изучению	1	1
441	бытия и	1	1
442	материала в	1	1
443	это еще	1	1
444	все без	2	1
445	для всего	2	1
446	вытекает из	1	1
447	бы между	1	1
448	это то	1	1
449	научного высказывания	1	1
450	этих двух	2	1
451	к ней	1	1
452	лишь в	7	1
453	и является	1	1
454	а лишь	3	1
455	с читателем	1	1
456	из сюжета	1	1
457	потому что	2	1
458	к этим	1	1
459	в книге	1	1
460	высказывания а	1	1
461	события общения	1	1
462	не по	2	1
463	в области	3	1
464	дистанции между	1	1
465	а как	3	1
466	у нас	1	1
467	настоящего времени	1	1
468	действительно является	1	1
469	и оно	1	1
470	представляется нам	1	1
471	литературы наиболее	1	1
472	взаимодействия с	1	1
473	не могут	7	1
474	мы узнаем	1	1
475	случае его	1	1
476	положений и	1	1
477	чтобы сделать	2	1
478	могло не	1	1
479	что оно	4	1
480	как для	1	1
481	они и	1	1
482	любопытно что	1	1
483	в работах	2	1
484	для себя	1	1
485	как они	4	1
486	в виду	2	1
487	и сами	1	1
488	и от	2	1
489	только то	1	1
490	зрения не	1	1
491	с языком	1	1
492	и совершенно	2	1
493	например о	1	1
494	и сам	1	1
495	по аналогии	2	1
496	в последующих	1	1
497	к его	2	1
498	произведения не	3	1
499	было и	2	1
500	когда в	1	1
501	тот же	1	1
502	является в	2	1
503	строго говоря	1	1
504	на них	1	1
505	если бы	5	1
506	к языку	1	1
507	с ним	2	1
508	и здесь	3	1
509	что каждый	1	1
510	ряда он	1	1
511	оно остается	1	1
512	на что	1	1
513	аналогии с	1	1
514	и во	1	1
515	его смысла	2	1
516	и всю	1	1
