N	2gram	Losev_Dial_2	formyVre
1	и в	19	50
2	в этом	8	25
3	в нем	10	24
4	и его	5	16
5	в литературе	1	16
6	прежде всего	8	15
7	как мы	3	14
8	и не	30	14
9	в его	1	13
10	вовсе не	13	13
11	как раз	5	13
12	по существу	1	12
13	так и	10	12
14	человека и	2	11
15	то же	12	11
16	мы уже	8	11
17	таким образом	4	11
18	может быть	20	11
19	и как	10	10
20	но в	2	10
21	времени и	9	10
22	все эти	2	9
23	не только	19	9
24	в то	6	9
25	ничего не	3	9
26	же время	5	9
27	в том	14	9
28	в конце	2	9
29	в других	1	9
30	в особенности	1	9
31	и др	1	9
32	и т	17	8
33	того же	1	8
34	и на	1	8
35	в самом	5	8
36	ни в	10	8
37	т п	2	8
38	но и	12	8
39	и их	3	8
40	как и	10	8
41	жизни и	6	8
42	это время	3	7
43	так сказать	1	7
44	времени в	2	7
45	и во	1	7
46	не было	3	7
47	например в	2	6
48	между двумя	1	6
49	время в	1	6
50	во всех	2	6
51	как в	2	6
52	с этим	3	6
53	все же	4	6
54	это не	10	6
55	в их	2	6
56	так как	14	6
57	с ее	2	6
58	в ее	4	6
59	в дальнейшем	1	6
60	связи с	4	6
61	в жизни	2	6
62	у него	1	6
63	то что	14	6
64	человеческой жизни	2	6
65	в частности	2	6
66	не может	9	6
67	так же	2	6
68	в результате	2	6
69	и все	12	6
70	и до	1	5
71	время как	7	5
72	еще не	4	5
73	но не	6	5
74	отнюдь не	6	5
75	не в	8	5
76	он не	4	5
77	всех этих	3	5
78	значение в	1	5
79	одного и	1	5
80	в основе	1	5
81	точки зрения	12	5
82	в разных	3	5
83	только и	2	5
84	могут быть	4	5
85	но все	2	5
86	в образе	1	5
87	в пространстве	1	5
88	в связи	4	5
89	что в	7	5
90	и то	7	4
91	и это	5	4
92	уже указывали	1	4
93	мы и	1	4
94	в ней	2	4
95	в своем	4	4
96	конечно не	6	4
97	то время	4	4
98	и пространства	2	4
99	раз в	2	4
100	но на	1	4
101	время и	2	4
102	и с	5	4
103	в них	1	4
104	том что	10	4
105	в котором	1	4
106	не имеет	1	4
107	потому что	14	4
108	как человек	1	4
109	здесь не	1	4
110	было и	1	4
111	жизнь и	5	4
112	понятно что	2	4
113	или как	3	4
114	и следовательно	5	4
115	только в	5	4
116	и проч	1	4
117	нет ничего	1	4
118	пространства и	7	4
119	в той	3	4
120	своей жизни	1	4
121	все это	4	4
122	кроме того	3	4
123	себе самому	1	4
124	вполне понятно	1	4
125	по преимуществу	1	3
126	в какой-то	1	3
127	есть не	7	3
128	всего того	1	3
129	мы не	1	3
130	время здесь	1	3
131	в сущности	2	3
132	в виду	5	3
133	всем этим	1	3
134	себе и	3	3
135	в себе	15	3
136	в определенном	2	3
137	при этом	4	3
138	вообще не	1	3
139	одно и	4	3
140	в основу	1	3
141	его в	3	3
142	здесь нет	1	3
143	и уже	3	3
144	и вне	1	3
145	в этих	3	3
146	характер это	1	3
147	но эта	1	3
148	их в	2	3
149	друг друга	1	3
150	чем не	1	3
151	уже говорили	1	3
152	этом отношении	1	3
153	не могут	4	3
154	к тому	2	3
155	и образ	1	3
156	в порядке	1	3
157	все его	3	3
158	нас в	1	3
159	нем не	1	3
160	что и	5	3
161	во всей	1	3
162	мы видим	2	3
163	поэтому и	1	3
164	во времени	4	3
165	и ее	1	3
166	с одной	2	3
167	со всеми	1	3
168	только на	1	3
169	же в	2	3
170	одно из	4	3
171	в одном	4	3
172	до сих	2	3
173	именно в	2	3
174	мы еще	1	3
175	себя и	1	3
176	что не	6	3
177	только к	2	3
178	с тем	2	3
179	быть только	2	3
180	а не	16	3
181	человек в	1	3
182	в одно	5	3
183	вместе с	2	3
184	и потому	5	3
185	да и	6	3
186	сих пор	2	3
187	например у	1	3
188	и времени	5	3
189	или в	2	3
190	своей собственной	1	3
191	совершенно иной	1	3
192	а в	4	3
193	всеми его	1	3
194	не знает	1	3
195	сказать что	10	3
196	они не	3	3
197	пространства в	1	3
198	в таком	4	3
199	во всяком	2	3
200	смысле слова	1	2
201	также и	2	2
202	же как	3	2
203	тех же	1	2
204	всего это	1	2
205	их и	1	2
206	жизни по	1	2
207	сами же	1	2
208	вопрос о	3	2
209	но она	1	2
210	благодаря своему	1	2
211	момент в	2	2
212	на них	1	2
213	в широком	2	2
214	в различных	1	2
215	в чем	3	2
216	не без	1	2
217	природы и	1	2
218	оно уже	1	2
219	совсем не	1	2
220	мы будем	1	2
221	а только	3	2
222	происходит в	1	2
223	можно прямо	1	2
224	нет и	1	2
225	в истории	2	2
226	же и	9	2
227	стороны и	1	2
228	с их	1	2
229	и нет	2	2
230	и к	7	2
231	от этого	3	2
232	в целом	1	2
233	тому же	1	2
234	как бы	14	2
235	как он	4	2
236	широком смысле	2	2
237	как оно	1	2
238	по самому	1	2
239	и еще	1	2
240	не как	2	2
241	уже не	3	2
242	и по	4	2
243	но дело	1	2
244	уже сказали	1	2
245	что все	1	2
246	об этом	3	2
247	ясно что	4	2
248	было бы	3	2
249	на почве	1	2
250	бы совершенно	1	2
251	из нее	1	2
252	попадает в	1	2
253	была уже	1	2
254	чем в	1	2
255	человека мы	1	2
256	в своей	8	2
257	с точки	8	2
258	начиная от	1	2
259	не к	1	2
260	но он	4	2
261	друг другу	1	2
262	необходимо чтобы	2	2
263	по себе	18	2
264	и время	4	2
265	самого начала	2	2
266	тогда когда	6	2
267	нем в	1	2
268	никогда не	9	2
269	того и	2	2
270	это то	1	2
271	во всем	1	2
272	мире и	2	2
273	и исторического	1	2
274	в каком	4	2
275	все то	1	2
276	есть только	4	2
277	во все	2	2
278	той или	4	2
279	оно не	1	2
280	элементы в	1	2
281	во всякой	1	2
282	с самого	2	2
283	смысле но	1	2
284	те же	1	2
285	здесь как	1	2
286	во многом	1	2
287	можно только	2	2
288	по сравнению	1	2
289	и вообще	6	2
290	с ним	4	2
291	или иной	1	2
292	в глаза	1	2
293	внешнее и	1	2
294	там где	1	2
295	того что	6	2
296	быть и	4	2
297	жизнь с	1	2
298	и кончая	1	2
299	есть в	2	2
300	уже в	4	2
301	если мы	2	2
302	его и	1	2
303	ни с	4	2
304	мы находим	3	2
305	исторического процесса	1	2
306	к ним	1	2
307	не о	1	2
308	отличие от	1	2
309	тем что	2	2
310	резко и	1	2
311	сколько угодно	1	2
312	и даже	14	2
313	даже не	1	2
314	и характер	1	2
315	с другой	5	2
316	не обязательно	5	2
317	и тех	1	2
318	я был	2	2
319	далеко не	1	2
320	и прежде	2	2
321	еще и	1	2
322	одних и	1	2
323	в некоторых	2	2
324	одной стороны	1	2
325	он только	1	2
326	жизнь в	2	2
327	быть конечно	1	2
328	время оно	1	2
329	что мы	2	2
330	здесь только	1	2
331	нигде в	1	2
332	вступает в	1	2
333	его на	1	2
334	в данном	3	2
335	к жизни	1	2
336	сравнению с	1	2
337	наконец и	1	2
338	в это	3	2
339	слова и	1	2
340	но для	1	2
341	здесь в	1	2
342	вне его	1	2
343	одна из	1	2
344	и может	6	2
345	где и	1	2
346	человек и	1	2
347	лишь как	1	2
348	мы должны	2	2
