N	3gram	Bakhtin_Pr_1	KulturaY
1	и т п	13	24
2	и т д	1	14
3	в том что	3	10
4	можно было бы	3	9
5	с точки зрения	6	8
6	для того чтобы	2	8
7	в самом деле	3	7
8	с другой стороны	4	7
9	в этом смысле	3	5
10	тем не менее	3	5
11	и тем не	1	4
12	не только в	2	4
13	не может быть	11	4
14	в лучшем случае	2	3
15	в этом отношении	2	3
16	в связи с	1	3
17	то же время	3	3
18	в то же	3	3
19	что все эти	1	3
20	а следовательно и	1	2
21	не говоря уже	1	2
22	на самом деле	3	2
23	говоря уже о	1	2
24	хотя бы и	1	2
25	на этот вопрос	1	2
26	несмотря на то	1	2
27	то или иное	2	2
28	т п и	1	2
29	может быть только	3	2
30	в таких случаях	1	2
31	к вопросу о	1	2
32	в отличие от	5	2
33	и в том	1	2
34	в свое время	1	2
35	по себе не	1	2
36	в свою очередь	1	2
37	того или иного	2	2
38	и в самом	1	2
39	в конечном счете	4	2
40	можно сказать что	2	2
41	на то что	1	2
42	говорить и о	2	2
43	в узком смысле	1	2
44	в особенности же	1	2
45	с первого же	1	2
46	и в другом	1	2
47	в том смысле	1	1
48	в области изучения	2	1
49	хотя и не	1	1
50	не более как	1	1
51	не следует что	2	1
52	иметь в виду	1	1
53	а не с	1	1
54	дело в том	1	1
55	в этом последнем	1	1
56	в настоящее время	1	1
57	здесь прежде всего	1	1
58	в том и	1	1
59	в самом широком	1	1
60	идет речь в	1	1
61	может и не	2	1
62	и как можно	1	1
63	если так то	1	1
64	до сих пор	1	1
65	можно говорить и	2	1
66	в иных случаях	3	1
67	отнюдь не следует	1	1
68	конечно не может	1	1
69	бы то ни	3	1
70	но можно ли	1	1
71	не было бы	1	1
72	ясно что в	1	1
73	широком смысле слова	1	1
74	не могла бы	1	1
75	contradictio in adjecto	3	1
76	и не в	1	1
77	и в области	2	1
78	и несмотря на	1	1
79	и в других	1	1
80	может быть и	1	1
81	и в частности	2	1
82	бы и в	1	1
83	в значительной степени	1	1
84	то время как	1	1
85	в данном случае	4	1
86	сами по себе	1	1
87	себе и не	1	1
88	то ни было	2	1
89	с одной стороны	3	1
90	которых идет речь	1	1
91	смысле этого слова	1	1
92	а также и	1	1
93	с помощью которого	1	1
94	по сравнению с	1	1
95	не могут быть	2	1
96	есть contradictio in	1	1
97	это имеет место	1	1
98	в противном случае	3	1
99	не в том	1	1
100	в виду что	1	1
101	о которых идет	1	1
102	первого же взгляда	1	1
103	вследствие того что	1	1
104	или в лучшем	1	1
105	том и в	1	1
106	тем или иным	1	1
107	дает нам право	1	1
108	только в поэзии	3	1
109	в одном и	1	1
110	есть не что	1	1
111	активного отношения к	1	1
112	дело именно с	1	1
113	в то время	1	1
114	как и в	1	1
115	и прежде всего	5	1
116	что иное как	1	1
117	не выходит за	1	1
118	у нас в	1	1
119	они ни были	1	1
120	не может и	2	1
121	в другом случае	1	1
122	в большинстве случаев	5	1
123	к тому что	1	1
124	не что иное	1	1
125	таким образом в	1	1
126	самом широком смысле	1	1
127	бы ничего не	2	1
128	не нуждается в	1	1
129	какое же значение	1	1
130	также и в	1	1
