N	4gram	Losev_Vlad_3	KulturaY
1	и тем не менее	1	4
2	в то же время	2	3
3	в том случае если	2	2
4	с этой точки зрения	1	2
5	есть вместе с тем	1	2
6	да и то не	1	1
7	в том смысле как	1	1
8	ни в каком отношении	1	1
9	только в том случае	3	1
10	зависит не только от	1	1
11	не что иное как	1	1
12	но все дело в	1	1
13	иметь в виду что	1	1
14	так или иначе но	1	1
15	бы то ни было	1	1
16	от того чтобы не	1	1
17	все дело в том	1	1
18	дело в том что	4	1
19	какой бы то ни	1	1
20	в то время как	2	1
21	и в том что	1	1
22	заключается в том что	1	1
23	в том что и	1	1
24	то во всяком случае	1	1
25	также и то что	2	1
