N	2gram	Trubetskoy_1	Problema
1	то что	7	42
2	то есть	4	33
3	и в	26	32
4	и не	8	31
5	не есть	1	29
6	в этом	15	19
7	не менее	3	19
8	тем не	3	18
9	не только	10	17
10	потому что	7	16
11	в себе	6	15
12	по себе	1	15
13	в виде	4	15
14	а не	5	15
15	но в	7	14
16	у нас	1	14
17	указывает на	1	14
18	может быть	10	14
19	как бы	12	14
20	что мы	2	13
21	в нем	4	13
22	при помощи	1	13
23	как раз	1	13
24	сказать что	2	13
25	том что	7	12
26	что в	9	12
27	так и	6	12
28	а именно	1	12
29	так как	9	11
30	о том	6	11
31	и даже	3	11
32	ничего общего	2	11
33	то же	4	10
34	в этой	4	10
35	ничего не	1	10
36	прежде всего	2	10
37	нет ничего	1	10
38	еще не	2	9
39	но не	8	9
40	то с	3	9
41	того чтобы	5	9
42	же самое	2	9
43	и это	2	9
44	и что	4	9
45	но и	9	9
46	по своему	2	9
47	в данном	1	9
48	это есть	1	9
49	в том	11	9
50	так же	5	9
51	в таком	3	9
52	и о	3	8
53	и ее	1	8
54	и на	2	8
55	общего с	2	8
56	все эти	6	8
57	на то	2	8
58	для того	5	8
59	было бы	1	8
60	в своей	1	8
61	когда мы	1	8
62	на нечто	1	8
63	данном случае	1	8
64	как нечто	1	8
65	не может	4	8
66	но это	1	8
67	смысле слова	1	7
68	во всех	2	7
69	тоже не	1	7
70	всех этих	1	7
71	ни в	1	7
72	в них	2	7
73	и является	2	7
74	здесь не	1	7
75	никогда не	5	7
76	того что	3	7
77	что он	4	7
78	только в	4	7
79	тем что	1	7
80	все это	6	7
81	и все	2	7
82	во всяком	6	7
83	таком случае	1	6
84	самом деле	1	6
85	и есть	1	6
86	есть не	1	6
87	и как	3	6
88	в самом	4	6
89	и если	3	6
90	при этом	3	6
91	его в	1	6
92	это не	1	6
93	что такое	1	6
94	в то	4	6
95	таким образом	22	6
96	в виду	2	6
97	и здесь	2	6
98	в его	5	6
99	так что	3	6
100	в конце	6	6
101	о чем	1	6
102	не существует	1	6
103	совершенно не	1	6
104	мы уже	1	5
105	в своем	3	5
106	то в	1	5
107	что она	1	5
108	далеко не	4	5
109	с тем	18	5
110	в котором	4	5
111	связи с	9	5
112	в сознании	1	5
113	той или	2	5
114	можно сказать	3	5
115	в других	3	5
116	или иной	2	5
117	еще и	1	5
118	не является	1	5
119	тем более	1	5
120	мы должны	6	5
121	в их	1	4
122	это совершенно	1	4
123	мы и	1	4
124	совсем не	1	4
125	для получения	1	4
126	как в	1	4
127	их в	1	4
128	входит в	1	4
129	не в	2	4
130	иметь в	1	4
131	казалось бы	1	4
132	и весь	1	4
133	а в	4	4
134	точно так	3	4
135	только то	1	4
136	если бы	3	4
137	с целью	2	4
138	а также	2	4
139	и только	4	4
140	один из	2	4
141	только на	1	4
142	мы можем	2	4
143	перейти к	1	4
144	именно в	2	4
145	и пр	1	4
146	не было	2	4
147	в одно	2	4
148	если не	2	4
149	ни на	1	4
150	сознании и	2	4
151	и для	5	4
152	в связи	3	4
153	конце концов	3	4
154	же в	1	4
155	не должны	2	3
156	того же	6	3
157	в чем	1	3
158	сказать и	1	3
159	в ее	1	3
160	что они	1	3
161	с этим	1	3
162	помнить что	1	3
163	однако не	1	3
164	более или	5	3
165	что это	3	3
166	учение о	4	3
167	сливаются в	1	3
168	да и	1	3
169	но именно	1	3
170	он не	4	3
171	именно то	1	3
172	его от	2	3
173	но все	7	3
174	что все	4	3
175	в жизни	1	3
176	о которых	1	3
177	как и	1	3
178	несмотря на	6	3
179	или из	1	3
180	на этот	4	3
181	или менее	5	3
182	в этих	4	3
183	точки зрения	13	3
184	с точки	6	3
185	в которых	4	3
186	в отношении	6	3
187	того как	1	3
188	только не	2	3
189	в самой	2	3
190	прежде чем	1	3
191	и его	1	3
192	и делает	1	3
193	в каком	1	3
194	однако это	1	3
195	к тому	6	3
196	что оно	4	3
197	для себя	1	3
198	ясно что	3	3
199	для этого	2	3
200	другими словами	1	3
201	настоящее время	1	3
202	что его	1	3
203	к нему	7	3
204	тем или	1	3
205	и во	1	3
206	во всей	1	3
207	и следовательно	1	3
208	что здесь	1	3
209	очень много	2	3
210	уже не	3	3
211	уже в	2	3
212	свидетельствует о	2	3
213	из них	7	3
214	всяком случае	6	3
215	сами по	1	3
216	случае не	3	3
217	до сих	5	3
218	с другой	8	3
219	и менее	1	3
220	сейчас же	1	3
221	быть и	2	3
222	сих пор	5	3
223	только для	2	3
224	но для	1	3
225	необходимо чтобы	1	3
226	в настоящее	1	3
227	хотя бы	3	3
228	с ним	1	3
229	может и	1	3
230	другой стороны	1	3
231	себе не	1	3
232	для этих	2	2
233	же как	3	2
234	и потому	6	2
235	в первом	1	2
236	в определенный	1	2
237	и до	1	2
238	мы имеем	2	2
239	мы не	1	2
240	в сущности	1	2
241	большей частью	3	2
242	он сам	1	2
243	с его	2	2
244	то или	2	2
245	кроме того	1	2
246	это тоже	1	2
247	в которой	3	2
248	так или	3	2
249	он в	2	2
250	из этих	10	2
251	что к	1	2
252	на его	1	2
253	он должен	1	2
254	и с	10	2
255	это было	1	2
256	с другими	4	2
257	не самой	1	2
258	этой борьбы	1	2
259	во внимание	1	2
260	должно быть	1	2
261	и того	1	2
262	понятия и	1	2
263	одного и	1	2
264	в эту	2	2
265	но если	2	2
266	и при	3	2
267	оказывается что	3	2
268	не как	2	2
269	которые в	2	2
270	по крайней	5	2
271	однако в	1	2
272	не имеет	5	2
273	это мы	1	2
274	следовательно и	1	2
275	больше чем	2	2
276	учения о	1	2
277	в области	9	2
278	не потому	2	2
279	не могут	2	2
280	могут быть	1	2
281	и надо	1	2
282	и другим	1	2
283	без всякого	1	2
284	нет никакой	1	2
285	уже с	3	2
286	с собой	1	2
287	особенно в	2	2
288	не стоит	1	2
289	ничего подобного	1	2
290	и должно	1	2
291	все прочие	1	2
292	ясным что	1	2
293	между тем	2	2
294	стоит и	1	2
295	на одном	1	2
