N	3gram	Trubetskoy_1	Myshleni
1	в том что	7	19
2	по отношению к	1	10
3	с точки зрения	9	10
4	для того чтобы	6	8
5	с самого начала	1	7
6	к тому что	2	7
7	так же как	1	6
8	от того что	1	6
9	то же самое	1	6
10	можно было бы	3	5
11	заключается в том	1	5
12	и тем самым	2	5
13	друг с другом	14	5
14	и того же	1	4
15	на то что	4	4
16	одного и того	1	4
17	до сих пор	5	3
18	в этом отношении	1	3
19	друг к другу	1	3
20	состоит в том	1	2
21	в том же	1	2
22	в этом случае	3	2
23	и не может	3	2
24	до известной степени	1	2
25	представить себе что	1	2
26	только то что	1	2
27	на этот вопрос	1	2
28	в значительной мере	2	2
29	несмотря на то	1	2
30	вместе с тем	3	2
31	и то что	3	2
32	не могут не	2	2
33	остается в силе	1	2
34	в этом вопросе	1	2
35	совершенно очевидно что	1	2
36	в связи с	1	2
37	не может быть	4	2
38	в силу этого	1	1
39	так как оно	1	1
40	что все что	1	1
41	зависит от того	1	1
42	на самом деле	6	1
43	в том числе	1	1
44	в том и	2	1
45	таким образом оказывается	1	1
46	в силе и	1	1
47	друг от друга	2	1
48	самое большее что	1	1
49	только в том	2	1
50	что он может	1	1
51	что он не	2	1
52	было бы показать	1	1
53	на упомянутой выше	1	1
54	лишь тогда когда	1	1
55	не может иметь	1	1
56	том числе и	1	1
57	он не может	1	1
58	точно так же	2	1
59	но мы должны	1	1
60	образом связаны друг	1	1
61	с другом в	1	1
62	но мы знаем	1	1
63	том и в	2	1
64	по самому своему	2	1
65	естественно что он	1	1
66	то и другое	1	1
67	связаны друг с	1	1
68	во всех областях	1	1
69	к выяснению того	1	1
70	бы показать что	1	1
71	вся эта работа	2	1
72	в данном случае	3	1
73	сих пор мы	1	1
74	понятий благодаря этому	1	1
75	тот факт что	2	1
76	будет в состоянии	1	1
77	те или другие	1	1
78	и в этом	1	1
79	сами в этом	1	1
80	эта точка зрения	1	1
81	в этом направлении	2	1
82	вопрос о том	1	1
83	на том же	1	1
84	в этом и	1	1
85	потому что они	1	1
86	в совершенно ином	1	1
87	потому что и	1	1
88	и все же	1	1
89	и как бы	1	1
90	в лучшем случае	3	1
91	в свою очередь	1	1
92	но совершенно очевидно	1	1
93	не может не	3	1
94	содержат в себе	1	1
95	в самом деле	1	1
96	той или иной	3	1
97	смысле этого слова	1	1
98	но и обратно	1	1
99	и ту же	1	1
100	в другом случае	2	1
101	неизбежно приводит к	1	1
102	именно в силу	1	1
103	тех или иных	1	1
104	точки зрения этой	2	1
105	тем не менее	1	1
106	по сравнению со	1	1
107	в конце концов	3	1
108	в настоящее время	2	1
109	и в другом	2	1
