N	3gram	Bakhtin_Fr_1	Mirosoze
1	не может быть	1	17
2	но и в	2	4
3	в самой глубине	1	4
4	и в нем	1	3
5	по отношению к	1	2
6	одно из самых	1	2
7	до сих пор	4	2
8	и не может	1	2
9	к тому чтобы	1	2
10	не только в	1	2
11	xix века в	1	2
12	не могут быть	1	2
13	он не знает	1	2
14	никогда не может	1	2
15	для того чтобы	1	2
16	бросается в глаза	1	1
17	для него не	1	1
18	потому что он	1	1
19	нет и не	1	1
20	между людьми и	1	1
21	это характерно для	1	1
22	не только художественная	1	1
23	имеем в виду	1	1
24	нет всего того	1	1
25	в самом деле	1	1
26	так и не	3	1
27	мир к человеку	1	1
28	в своей книге	2	1
29	и он не	1	1
30	в отличие от	4	1
31	он знает только	1	1
32	но это не	1	1
33	особый род его	1	1
34	в нем все	1	1
35	в нем нет	1	1
36	и у других	2	1
37	в самых глубинах	1	1
38	писателей мировой литературы	1	1
39	до конца и	1	1
40	это прежде всего	1	1
41	ни к какому	2	1
42	нем нет ничего	1	1
43	в значительной степени	2	1
44	и связанной с	1	1
45	во всех этих	2	1
46	и ничего не	1	1
47	все более и	1	1
48	во всяком случае	1	1
49	мира и человека	1	1
50	но не только	1	1
51	как бы в	1	1
52	в отношении к	1	1
53	как и всякая	1	1
54	и в том	2	1
55	к человеку и	1	1
56	даже и в	3	1
57	всего того что	2	1
58	на протяжении всего	2	1
59	нужно сказать что	4	1
60	мы имеем в	1	1
61	и шекспира он	1	1
62	в вопросе о	1	1
63	для нас в	1	1
64	более и более	1	1
65	быть отнесена к	1	1
66	века в эпоху	1	1
67	во многих отношениях	1	1
68	не знает и	2	1
69	в том что	6	1
70	выходит за пределы	3	1
