N	2gram	Trubetskoy_1	Myslijsy
1	потому что	9	46
2	то есть	2	34
3	в том	30	32
4	и в	23	30
5	может быть	16	28
6	то же	4	23
7	не только	7	21
8	только в	6	21
9	для нас	3	20
10	но и	9	19
11	того что	6	18
12	том что	19	18
13	то что	18	18
14	не есть	2	17
15	что в	8	17
16	в себе	5	16
17	и проч	4	16
18	и не	8	15
19	не в	8	15
20	в сознании	6	15
21	а не	1	15
22	таким образом	31	14
23	что и	7	13
24	так как	7	13
25	если бы	8	12
26	вместе с	6	12
27	а в	3	12
28	точно так	1	12
29	так и	10	11
30	что оно	3	11
31	этого слова	2	11
32	как в	1	10
33	в этом	12	10
34	как и	9	10
35	в то	6	10
36	и что	8	10
37	мы не	1	9
38	только тогда	2	9
39	из этих	8	9
40	в нем	3	9
41	было бы	3	9
42	тогда когда	3	9
43	между тем	12	9
44	для него	2	9
45	и то	4	8
46	в ней	3	8
47	в самом	8	8
48	от того	3	8
49	что мы	4	8
50	только что	3	8
51	есть не	1	7
52	с одной	3	7
53	но не	2	7
54	с тем	2	7
55	и без	5	7
56	тем самым	3	7
57	тем что	1	7
58	как мы	2	7
59	так что	5	7
60	вовсе не	2	7
61	с другой	6	7
62	смысле этого	1	7
63	к тому	8	7
64	например в	1	6
65	то это	1	6
66	же что	2	6
67	с этим	11	6
68	между собою	5	6
69	художественное произведение	1	6
70	с ним	6	6
71	не имеет	1	6
72	те же	2	6
73	что он	7	6
74	уже не	1	6
75	то и	2	6
76	из них	5	6
77	а потому	5	6
78	зависит от	1	6
79	душевной жизни	1	6
80	не может	17	6
81	что только	2	6
82	на деле	1	5
83	еще не	5	5
84	по отношению	9	5
85	независимо от	2	5
86	в своем	10	5
87	и как	1	5
88	не следует	1	5
89	к одному	1	5
90	заключает в	2	5
91	одно и	1	5
92	с другими	1	5
93	и тем	1	5
94	в них	2	5
95	что я	1	5
96	по крайней	1	5
97	же время	2	5
98	к ней	1	5
99	как на	4	5
100	не могут	4	5
101	не менее	7	5
102	мысль о	1	5
103	крайней мере	1	5
104	уже в	1	5
105	одно из	3	5
106	только по	1	5
107	очевидно что	3	5
108	есть только	1	5
109	отношению к	9	5
110	должно быть	4	5
111	сказать что	1	5
112	говоря о	1	4
113	тем же	2	4
114	от своих	1	4
115	столь же	5	4
116	что именно	1	4
117	не было	2	4
118	что это	5	4
119	бы не	1	4
120	он не	3	4
121	перестает быть	1	4
122	не к	1	4
123	но вместе	1	4
124	одной и	2	4
125	и по	3	4
126	мы видели	2	4
127	в один	2	4
128	и при	6	4
129	в котором	2	4
130	для меня	4	4
131	того как	1	4
132	это слово	1	4
133	и его	1	4
134	для того	8	4
135	и это	3	4
136	об отношении	1	4
137	то время	2	4
138	в его	5	4
139	один из	1	4
140	а и	8	4
141	далеко не	5	4
142	и между	1	4
143	себя и	2	4
144	что для	4	4
145	и потому	3	4
146	все это	11	4
147	и от	5	4
148	тем более	3	4
149	мы должны	4	4
150	другой стороны	5	4
151	была бы	1	4
152	все что	9	4
153	я и	1	3
154	в первом	1	3
155	с d	1	3
156	говорить о	2	3
157	бы ни	1	3
158	и на	6	3
159	а только	1	3
160	не то	3	3
161	более или	7	3
162	в целом	5	3
163	что она	1	3
164	при этом	9	3
165	в силу	7	3
166	или вовсе	2	3
167	в каждом	1	3
