N	2gram	Vinokur_Vv_1	Analitik
1	в качестве	7	31
2	может быть	24	29
3	в том	31	27
4	не может	13	22
5	и не	13	21
6	в частности	3	19
7	и в	27	18
8	но и	5	17
9	а не	3	17
10	представляет собой	12	16
11	не только	21	15
12	тогда как	2	14
13	не в	8	14
14	в этом	34	13
15	как и	5	13
16	в его	10	13
17	при этом	3	12
18	том что	26	12
19	литературное произведение	2	12
20	в себе	4	11
21	состоит в	2	11
22	но не	7	10
23	то же	8	9
24	иначе говоря	1	9
25	в то	5	9
26	а в	5	9
27	есть не	3	8
28	в принципе	2	8
29	текста и	3	8
30	но в	10	8
31	нуждается в	2	8
32	в той	7	8
33	не есть	4	8
34	значении этого	1	7
35	том чтобы	6	7
36	к тому	4	7
37	этого слова	2	7
38	особого рода	4	7
39	я и	1	6
40	мы имеем	3	6
41	в сущности	3	6
42	по отношению	4	6
43	отличие от	3	6
44	в самом	12	6
45	это не	8	6
46	точки зрения	7	6
47	в своей	4	6
48	в отличие	3	6
49	той или	1	6
50	должен быть	4	6
51	в себя	1	6
52	времени и	4	6
53	же время	5	6
54	только в	13	6
55	себя в	2	6
56	то что	17	6
57	или иной	1	6
58	прежде всего	8	6
59	в их	11	5
60	что иное	4	5
61	и на	3	5
62	иное как	5	5
63	и как	9	5
64	в целом	5	5
65	в этой	3	5
66	лишь в	1	5
67	и его	5	5
68	о том	15	5
69	в тексте	4	5
70	и того	2	5
71	между тем	8	5
72	и т.п	1	5
73	такого рода	2	5
74	как бы	5	5
75	отношению к	4	5
76	что в	11	5
77	того же	3	4
78	не что	4	4
79	из того	2	4
80	в широком	7	4
81	все же	8	4
82	тому же	1	4
83	не следует	2	4
84	с другими	1	4
85	не всегда	1	4
86	с точки	2	4
87	и другого	1	4
88	большей или	2	4
89	и более	1	4
90	по себе	9	4
91	и соответственно	1	4
92	имеем дело	1	4
93	в области	4	4
94	могут быть	4	4
95	так и	1	4
96	не с	2	4
97	с ним	1	4
98	в другом	3	4
99	на вопрос	6	4
100	с другой	8	4
101	в конечном	1	4
102	искусства в	1	4
103	того что	12	4
104	дело с	6	4
105	уже не	5	4
106	для того	21	4
107	именно в	8	4
108	вместе с	6	4
109	человека к	1	4
110	из которых	2	4
111	в литературе	1	4
112	как предмет	1	4
113	истории литературы	3	4
114	ни было	1	4
115	или меньшей	2	4
116	и т	43	3
117	одним из	5	3
118	мере в	4	3
119	и есть	3	3
120	в полной	1	3
121	бы то	1	3
122	однако не	4	3
123	и к	1	3
124	автора и	1	3
125	как он	6	3
126	в нем	13	3
127	вследствие этого	1	3
128	в силу	3	3
129	подобно тому	1	3
130	таким образом	19	3
131	то ни	1	3
132	того или	1	3
133	в ходе	1	3
134	в котором	4	3
135	разного рода	1	3
136	своего рода	3	3
137	однако в	3	3
138	дело не	3	3
139	того чтобы	21	3
140	т п	5	3
141	в текст	1	3
142	как будто	3	3
143	или ином	1	3
144	не могут	5	3
145	принципе не	1	3
146	в собственном	2	3
147	если бы	2	3
148	а также	3	3
149	к нему	2	3
150	том или	1	3
151	еще не	4	3
152	вопрос об	1	3
153	с одной	4	3
154	вопроса о	1	3
155	обратиться к	1	3
156	ни с	2	3
157	от себя	3	3
158	что и	3	3
159	одной стороны	4	3
160	а именно	6	3
161	что не	5	3
162	более того	1	3
163	человек в	1	3
164	тому как	1	3
165	быть не	1	3
166	что мы	2	3
167	в культуре	1	3
168	которая в	1	3
169	и все	1	3
170	хотя бы	5	3
171	будто бы	2	3
172	что он	4	3
173	своего предмета	1	3
174	или иного	1	3
175	отношения к	1	2
176	не остается	1	2
177	самом деле	6	2
178	на самом	1	2
179	науки о	9	2
180	в первом	5	2
181	научного анализа	2	2
182	также и	16	2
183	той же	4	2
184	а как	3	2
185	в составе	1	2
186	как совокупность	2	2
187	и то	5	2
188	между собой	1	2
189	иного рода	1	2
190	данном случае	5	2
191	в противовес	1	2
192	искусство в	1	2
193	отношение к	3	2
194	не просто	4	2
195	нет и	1	2
196	данного рода	1	2
197	что именно	2	2
198	подлинного искусства	1	2
199	как к	1	2
200	как уже	2	2
201	с двумя	1	2
202	его к	2	2
203	он написан	2	2
204	то в	1	2
205	остается ничего	1	2
206	в которой	1	2
207	все эти	3	2
208	из этих	5	2
209	и до	2	2
210	к тексту	2	2
211	широком смысле	8	2
212	на его	1	2
213	не к	2	2
214	собой не	1	2
215	ничего иного	1	2
216	какой бы	2	2
217	на этом	3	2
218	или иных	3	2
219	и с	2	2
220	из них	3	2
221	вовсе не	6	2
222	так как	13	2
223	несмотря на	2	2
224	рода и	1	2
225	одного и	2	2
226	перед собой	1	2
227	для него	1	2
228	от своего	1	2
229	не должен	1	2
230	к предмету	1	2
231	не столько	2	2
232	вопрос о	8	2
233	для этого	3	2
234	как язык	1	2
235	литературы как	1	2
236	свое время	2	2
237	тогда когда	3	2
238	текстов в	1	2
239	никогда не	3	2
240	из четырех	1	2
241	и является	1	2
242	потому что	14	2
243	и заключается	4	2
244	отличается от	1	2
245	же самое	2	2
246	для себя	1	2
247	как мы	9	2
248	и о	1	2
249	здесь не	2	2
250	представляют собой	6	2
251	и сам	2	2
252	одного из	1	2
253	еще в	1	2
254	не говоря	2	2
255	должно быть	2	2
256	различного рода	1	2
257	и восприятия	1	2
258	и та	1	2
259	все прочие	1	2
260	можно сказать	3	2
261	два различных	1	2
262	каждом из	1	2
263	данного текста	1	2
264	язык есть	1	2
265	текста на	1	2
266	один из	6	2
267	иного как	1	2
268	или не	1	2
269	с позиций	1	2
270	в начале	3	2
271	при помощи	2	2
272	его и	1	2
273	следует что	2	2
274	не сам	1	2
275	в новом	1	2
276	при всей	1	2
277	может служить	3	2
278	каждый из	2	2
279	этом отношении	3	2
280	со стороны	12	2
281	объекта который	1	2
282	было бы	5	2
283	соответствии с	2	2
284	и составляет	1	2
285	в ряду	1	2
286	что из	1	2
287	мира в	1	2
288	из возможных	1	2
289	взгляде на	2	2
290	в данном	11	2
291	она есть	5	2
292	что же	3	2
293	первом случае	2	2
294	не предполагает	1	2
295	той мере	4	2
296	текст и	3	2
297	и тогда	3	2
298	произведение в	1	2
299	тех или	3	2
300	об искусстве	4	2
301	это как	1	2
302	тем более	2	2
303	понимать как	1	2
304	другой стороны	5	2
305	культуры в	5	2
306	в свое	2	2
307	в какой	4	2
308	речь идет	2	1
309	обращена к	1	1
310	например в	2	1
311	язык может	1	1
312	человека и	1	1
313	науки или	2	1
314	сам по	1	1
315	целое как	1	1
316	смысле слова	7	1
317	изучения в	1	1
318	внутреннее единство	1	1
319	тех же	1	1
320	к сказанному	1	1
321	определено в	1	1
322	отношения между	1	1
323	искусства обычно	1	1
324	в какой-то	1	1
325	должна быть	2	1
