N	3gram	Voloshinov_1	FransuaR
1	то же время	1	5
2	в то же	1	5
3	в другом месте	1	4
4	в самом деле	2	4
5	с одной стороны	2	4
6	все то что	1	4
7	в изобразительных искусствах	1	3
8	в этом отношении	1	3
9	вполне понятно что	3	2
10	с точки зрения	5	2
11	в данном случае	2	2
12	и тот же	1	2
13	а также и	1	2
14	с другой стороны	2	2
15	и т.п и	3	2
16	нужно сказать что	1	2
17	в том что	2	2
18	по отношению к	3	1
19	в чем же	1	1
20	является таким образом	1	1
21	том что в	1	1
22	всегда связана с	1	1
23	более или менее	1	1
24	в которых он	1	1
25	в нем только	1	1
26	с этим словом	1	1
27	и связанных с	1	1
28	один и тот	1	1
29	между тем как	1	1
30	нужно отметить что	1	1
31	если только они	1	1
32	в значительной мере	1	1
33	явления природы и	1	1
34	мы полагаем что	1	1
35	только то что	1	1
36	но в то	1	1
37	и как бы	1	1
38	в связи с	1	1
39	а не как	1	1
40	в пределах того	1	1
41	это конечно не	1	1
42	для того чтобы	1	1
43	не может быть	4	1
44	потому что они	1	1
45	важное значение имеет	1	1
46	в зависимости от	2	1
47	играет громадную роль	1	1
48	та или иная	1	1
49	и превращается в	1	1
50	в предисловии к	1	1
51	человека и его	1	1
