N	3gram	Bakhtin_Pr_1	Formalny
1	с точки зрения	6	13
2	в настоящее время	1	10
3	то же время	3	8
4	в его целом	5	8
5	в то же	3	8
6	и т д	1	8
7	на самом деле	3	6
8	до сих пор	1	6
9	в свою очередь	1	6
10	не может быть	11	5
11	по отношению к	19	4
12	одной стороны и	1	4
13	с одной стороны	3	4
14	так и в	2	4
15	и т п	13	4
16	в лучшем случае	2	3
17	настоящее время в	1	3
18	бы то ни	3	3
19	по аналогии с	1	3
20	и не менее	1	3
21	может быть и	1	3
22	смысле этого слова	1	3
23	в ее целом	1	3
24	художественное произведение как	1	2
25	произведения и его	1	2
26	задачи и методы	1	2
27	а вовсе не	1	2
28	художественном произведении как	2	2
29	в нем и	1	2
30	во что бы	1	2
31	и не в	1	2
32	и не может	2	2
33	в художественное произведение	1	2
34	сами по себе	1	2
35	в строгом смысле	2	2
36	только на основе	1	2
37	как мы увидим	3	2
38	и в частности	2	2
39	что бы то	1	2
40	в большинстве случаев	5	2
41	в применении к	3	2
42	дело идет о	1	2
43	но в то	1	2
44	и в этом	1	2
45	то ни стало	1	2
46	в связи с	1	2
47	в связи со	1	2
48	того или иного	2	2
49	и в их	1	2
50	в художественном произведении	4	2
51	русский формальный метод	2	2
52	произведение в его	3	2
53	может войти в	1	2
54	в своем целом	1	2
55	художественного произведения в	1	2
56	в его художественной	1	2
57	художественной формы и	1	1
58	познания и этической	1	1
59	и не должна	2	1
60	или хотя бы	1	1
61	с другими областями	1	1
62	и как таковой	1	1
63	в изобразительных искусствах	2	1
64	отношения к материалу	2	1
65	во всей полноте	1	1
66	как в нашем	1	1
67	в этом его	1	1
68	не говоря уже	1	1
69	и может быть	1	1
70	от чего не	1	1
71	в этом смысле	3	1
72	не выходя за	3	1
73	в том и	1	1
74	отношению к этой	1	1
75	художника и созерцателя	3	1
76	познания и поступка	15	1
77	которую мы назовем	1	1
78	отрицательное отношение к	1	1
79	идет вовсе не	1	1
80	и во всех	2	1
81	говоря уже о	1	1
82	хотя бы и	1	1
83	и в общем	1	1
84	выходя за его	1	1
85	психике художника и	1	1
86	отнюдь не следует	1	1
87	в том что	3	1
88	в его отличии	1	1
89	но и в	2	1
90	на самом же	1	1
91	в этом отношении	2	1
92	отвлекаясь по возможности	1	1
93	художественного произведения не	1	1
94	резко отличается от	1	1
95	произведения в его	1	1
96	в противном случае	3	1
97	широком смысле слова	1	1
98	со всех сторон	2	1
99	как в его	1	1
100	по возможности от	1	1
101	отнюдь не является	1	1
102	мышления о мире	1	1
103	раз и навсегда	1	1
104	произведения в ее	1	1
105	в его своеобразии	3	1
106	быть соотнесено с	1	1
107	в своем творчестве	1	1
108	мир в его	1	1
109	в данном случае	4	1
110	в ней как	1	1
111	и нисколько не	1	1
112	прежде всего и	1	1
113	действительностью познания и	2	1
114	то ни было	2	1
115	эта действительность познания	1	1
116	в высшей степени	5	1
117	целом и в	1	1
118	и в то	2	1
119	в психике художника	1	1
120	художественных произведений в	1	1
121	отсюда отнюдь не	1	1
122	а также и	1	1
123	произведения в большинстве	1	1
124	в отличие от	5	1
125	по сравнению с	1	1
126	точки зрения самого	2	1
127	в нашу задачу	1	1
128	и как бы	1	1
129	должно быть соотнесено	1	1
130	его отличии от	1	1
131	мы здесь не	2	1
132	со всеми другими	1	1
133	и от всех	1	1
134	не должна быть	1	1
135	действительность познания и	4	1
136	всех своих моментах	2	1
137	художественного творчества в	1	1
138	должно строго различать	3	1
139	точки зрения любой	1	1
140	с другой стороны	4	1
141	не может и	2	1
142	из художественного произведения	1	1
143	и в том	1	1
144	самом же деле	1	1
145	все то что	3	1
146	для историка литературы	1	1
147	между тем как	5	1
148	именно в том	1	1
149	из важнейших проблем	1	1
150	в соотнесении с	1	1
151	по себе не	1	1
152	связей с единством	1	1
153	бы ни было	1	1
154	вовсе не как	1	1
155	произведении как о	1	1
156	материала к которому	1	1
157	во всех своих	2	1
158	и в свою	1	1
159	совершенно независимо от	2	1
160	на произведение в	1	1
161	может и не	2	1
162	в нашем примере	2	1
163	своем творчестве если	1	1
164	та или иная	1	1
165	конечно не может	1	1
166	нам важно лишь	1	1
167	его место в	1	1
168	к нему и	2	1
169	хотя бы в	1	1
170	и тем самым	2	1
171	но отнюдь не	7	1
172	сравнению с предшествующим	1	1
173	его целом ни	1	1
174	не выходит за	1	1
175	в двух направлениях	1	1
176	начинает проникать собою	1	1
177	и с точки	1	1
178	продуктивная разработка истории	1	1
179	вовсе не о	1	1
180	как одна из	1	1
181	к тому что	1	1
182	не подлежит конечно	1	1
183	тем не менее	3	1
184	к материалу к	2	1
185	строгом смысле этого	1	1
186	выходит за пределы	1	1
187	за его пределы	2	1
188	мы различаем в	1	1
189	истории того или	1	1
