N	2gram	Voloshinov_1	StatiiOP
1	и в	19	44
2	в том	6	36
3	что в	4	30
4	том что	3	29
5	в этом	16	21
6	вовсе не	5	19
7	не только	8	18
8	то что	8	18
9	было бы	4	17
10	о том	2	17
11	а в	4	17
12	а не	7	16
13	и не	26	16
14	может быть	26	15
15	в области	3	14
16	в данном	4	14
17	как в	4	13
18	можно было	2	13
19	не в	5	12
20	в первой	2	12
21	самом деле	10	11
22	в этой	1	11
23	того чтобы	5	11
24	у нас	2	11
25	точки зрения	34	11
26	но в	7	10
27	ясно что	5	10
28	для того	4	10
29	что он	2	10
30	только в	9	10
31	но и	8	10
32	также и	1	9
33	как и	12	9
34	в отношении	4	9
35	в то	3	9
36	так и	11	9
37	если бы	2	9
38	того что	3	9
39	в его	6	9
40	с другой	5	9
41	например в	1	8
42	во всех	7	8
43	все же	8	8
44	но ведь	1	8
45	это не	1	8
46	из них	3	8
47	с точки	20	8
48	у пушкина	1	8
49	и его	19	8
50	не может	24	8
51	на эти	1	7
52	в самом	10	7
53	так например	1	7
54	таким образом	17	7
55	другой стороны	6	7
56	этом отношении	3	7
57	до сих	8	7
58	прежде всего	13	7
59	сих пор	8	7
60	сказать что	4	7
61	на самом	3	6
62	со стороны	1	6
63	из этих	2	6
64	в своей	3	6
65	и языка	1	6
66	потому что	1	6
67	что и	2	6
68	всяком случае	2	6
69	так что	1	6
70	для него	9	6
71	именно в	5	6
72	в той	1	6
73	что же	4	6
74	хотя бы	5	6
75	во всяком	5	6
76	и то	1	5
77	то же	7	5
78	той же	2	5
79	в обеих	1	5
80	в целом	1	5
81	все эти	7	5
82	в нем	10	5
83	данном отношении	1	5
84	и по	1	5
85	в слове	10	5
86	в котором	3	5
87	не менее	4	5
88	никогда не	2	5
89	могут быть	2	5
90	так как	2	5
91	тем что	2	5
92	и даже	2	5
93	там где	2	5
94	что мы	1	5
95	все это	3	5
96	была бы	1	5
97	совершенно не	3	5
98	жизни и	2	5
99	так же	7	5
100	как это	1	4
101	это и	3	4
102	в которой	3	4
103	вопрос о	4	4
104	столь же	1	4
105	бы и	2	4
106	что это	1	4
107	в россии	1	4
108	является не	6	4
109	но все	3	4
110	но если	2	4
111	времени не	2	4
112	и очень	1	4
113	не имеет	3	4
114	же время	3	4
115	научной работы	1	4
116	в ее	7	4
117	языка и	13	4
118	и что	1	4
119	во втором	2	4
120	этот вопрос	5	4
121	в качестве	2	4
122	же и	2	4
123	как раз	2	4
124	не было	3	4
125	в частности	2	4
126	как бы	15	4
127	гораздо более	1	4
128	же как	2	3
129	того же	6	3
130	и без	1	3
131	тем же	1	3
132	должна быть	2	3
133	в деле	1	3
134	в ней	4	3
135	еще не	4	3
136	в чем	2	3
137	из двух	1	3
138	но не	1	3
139	не все	2	3
140	ответ на	1	3
141	по отношению	3	3
142	в истории	3	3
143	общего с	3	3
144	с этим	4	3
145	так называемая	4	3
146	как к	2	3
147	то в	2	3
148	точку зрения	2	3
149	эпохи и	1	3
150	во многих	1	3
151	ведь и	1	3
152	не значит	1	3
153	в каждом	7	3
154	же касается	1	3
155	в другом	2	3
156	и с	2	3
157	лишь в	9	3
158	и тем	1	3
159	ни в	2	3
160	что не	2	3
161	тому что	2	3
162	во время	1	3
163	в конце	5	3
164	не по	1	3
165	в основе	2	3
166	этих двух	1	3
167	в каком	3	3
168	должны быть	3	3
169	в применении	1	3
170	должен быть	1	3
171	и вообще	2	3
172	его жизни	1	3
173	между тем	3	3
174	нужно искать	1	3
175	и только	2	3
176	значит что	1	3
177	в двух	2	3
178	в какой	3	3
179	и так	1	3
180	с одной	1	3
181	в начале	5	3
182	без всякой	2	3
183	что для	1	3
184	на этот	3	3
185	применении к	1	3
186	эти вопросы	1	3
187	с этой	2	3
188	вопрос в	1	3
189	не является	4	3
190	и для	11	3
191	не существует	3	3
192	в результате	9	3
193	отношению к	2	3
194	в таком	2	3
195	ничего общего	5	3
196	в первом	3	2
197	не хочет	1	2
198	а как	3	2
199	мы не	6	2
200	бы что	1	2
201	в сущности	3	2
202	или же	1	2
203	совпадает с	2	2
204	быть в	2	2
205	то очевидно	1	2
206	совсем не	1	2
207	отношение к	1	2
208	и речи	2	2
209	большое значение	1	2
210	за пределы	5	2
211	идет о	1	2
212	на которое	1	2
213	в своем	2	2
214	смысле этого	3	2
215	целый ряд	3	2
216	от этого	2	2
217	ни один	1	2
218	так или	1	2
219	чуть ли	1	2
220	в себе	2	2
221	и те	7	2
222	не могла	1	2
223	вообще не	1	2
224	при этом	8	2
225	но именно	3	2
226	он не	3	2
227	всех этих	1	2
228	этого вопроса	1	2
229	и более	2	2
230	ни были	1	2
231	что все	2	2
232	при помощи	1	2
233	в данной	2	2
234	его в	3	2
235	это вовсе	1	2
236	ни одной	2	2
237	нисколько не	1	2
238	места в	3	2
239	можно найти	1	2
240	одним и	1	2
241	знает и	1	2
242	далее в	1	2
243	втором случае	1	2
244	которые в	1	2
245	их в	1	2
246	тем самым	1	2
247	она не	2	2
248	на него	1	2
249	говорить о	1	2
250	ничего не	6	2
251	тем не	2	2
252	в сознании	2	2
253	только с	1	2
254	нет даже	1	2
255	ли не	1	2
256	числе и	2	2
257	о них	1	2
258	и это	3	2
259	системе в	2	2
260	и иные	2	2
261	для этого	1	2
262	должно было	1	2
263	нет это	1	2
264	и все	5	2
265	все в	2	2
266	и во	2	2
267	а потому	1	2
268	отметить что	1	2
269	также в	1	2
270	к нему	1	2
271	быть и	3	2
272	по своей	1	2
273	со всеми	1	2
274	оказывается в	1	2
275	конечно не	5	2
276	уже в	1	2
277	ведь если	1	2
278	который как	1	2
279	допустим что	2	2
280	в других	1	2
281	никем не	1	2
282	бы это	1	2
283	или иначе	2	2
284	еще и	1	2
285	превращается в	1	2
286	одной стороны	1	2
287	языка не	2	2
288	так называемой	1	2
289	что во	2	2
290	и потому	5	2
291	нет ни	2	2
292	и их	2	2
293	а если	1	2
294	такого рода	1	2
295	по существу	1	2
296	этого слова	2	2
297	этом случае	3	2
298	между прочим	1	2
299	но для	2	2
300	при таком	1	2
301	которой можно	1	2
302	зрения в	1	2
303	знака в	5	2
304	не знает	2	2
305	например во	1	2
306	в своих	2	2
307	можно назвать	1	2
308	том числе	2	2
309	а между	1	1
310	этого в	1	1
311	эти случаи	1	1
312	по отдельным	1	1
313	многих отношениях	1	1
