N	3gram	Losev_Prob_2	FransuaR
1	в то же	4	9
2	для того чтобы	2	6
3	в том что	4	6
4	в этом отношении	1	5
5	в связи с	5	5
6	так же как	1	4
7	на самом деле	2	4
8	в том числе	2	4
9	до сих пор	4	3
10	связи с этим	2	3
11	и прежде всего	2	3
12	то же самое	5	2
13	том числе и	2	2
14	можно было бы	2	2
15	в известной мере	1	2
16	о том как	1	2
17	же как и	1	2
18	в данном случае	5	2
19	в то время	1	2
20	можно говорить о	2	2
21	не может быть	3	2
22	то есть в	2	2
23	можно сказать что	3	2
24	хотя бы в	1	2
25	также и в	1	2
26	том что в	2	1
27	что иное как	3	1
28	ни о чем	1	1
29	в той или	1	1
30	многие из этих	1	1
31	и той же	2	1
32	далеко не все	1	1
33	в самом деле	2	1
34	но ту же	1	1
35	том что это	1	1
36	как раз и	4	1
37	бы в виде	1	1
38	тем что она	1	1
39	и в то	1	1
40	сказать несколько слов	1	1
41	не имеет никакого	2	1
42	по своему содержанию	1	1
43	между тем как	1	1
44	на самом же	1	1
45	то что в	1	1
46	что многие из	1	1
47	о чем мы	1	1
48	никак не мог	1	1
49	он не может	1	1
50	но это не	1	1
51	это вовсе не	1	1
52	и это очень	1	1
53	в значительной мере	3	1
54	вместе с тем	1	1
55	может быть и	2	1
56	и в частности	3	1
57	в себе в	2	1
58	но как мы	1	1
59	значение вовсе не	1	1
60	о чем не	1	1
61	в одном случае	1	1
62	мы здесь не	1	1
63	но вместе с	1	1
64	то есть чисто	1	1
65	самом же деле	1	1
66	об этом мы	1	1
67	говорить о его	1	1
68	но и вообще	1	1
69	одной и той	2	1
70	есть не что	3	1
71	мы не можем	1	1
72	не что иное	3	1
73	от того что	1	1
74	всего мира в	1	1
75	так и в	1	1
76	о том что	14	1
77	ничего общего с	2	1
78	и др о	1	1
79	той или иной	1	1
80	но и не	2	1
81	не менее он	1	1
82	друг от друга	2	1
83	в другом случае	1	1
84	как мы уже	1	1
85	по этому поводу	2	1
86	в заключение необходимо	1	1
87	тем не менее	12	1
88	хотя она и	2	1
89	только тогда когда	3	1
90	одна из самых	1	1
91	является не только	1	1
92	и только в	1	1
