N	2gram	Losev_Vlad_1	formyVre
1	и в	31	50
2	то есть	3	33
3	в этом	14	25
4	в нем	4	24
5	человека в	1	17
6	и его	7	16
7	в литературе	1	16
8	прежде всего	1	15
9	как мы	9	14
10	и не	17	14
11	в его	12	13
12	вовсе не	5	13
13	как раз	7	13
14	по существу	2	12
15	так и	6	12
16	то же	6	11
17	мы уже	7	11
18	таким образом	3	11
19	может быть	6	11
20	и как	4	10
21	но в	12	10
22	с его	11	9
23	все эти	3	9
24	роль в	1	9
25	не только	24	9
26	в то	8	9
27	ничего не	3	9
28	же время	4	9
29	в том	11	9
30	в конце	9	9
31	в других	1	9
32	в особенности	4	9
33	и т	2	8
34	того же	6	8
35	и на	3	8
36	в самом	2	8
37	ни в	2	8
38	жизненный путь	1	8
39	жизни в	1	8
40	его жизни	6	8
41	но и	19	8
42	как и	4	8
43	жизни и	5	8
44	это время	3	7
45	так сказать	1	7
46	для себя	2	7
47	времени в	2	7
48	и во	1	7
49	не было	5	7
50	во всех	1	6
51	как в	3	6
52	все же	3	6
53	лишь в	2	6
54	это не	1	6
55	и того	1	6
56	в их	1	6
57	так как	8	6
58	с ее	1	6
59	в дальнейшем	8	6
60	связи с	1	6
61	в жизни	3	6
62	у него	15	6
63	то что	18	6
64	человеческой жизни	1	6
65	в частности	2	6
66	не может	6	6
67	так же	1	6
68	в результате	2	6
69	и все	4	6
70	и до	2	5
71	время как	1	5
72	еще не	2	5
73	но не	3	5
74	и речи	3	5
75	отнюдь не	3	5
76	и у	4	5
77	не в	5	5
78	он не	10	5
79	с самим	1	5
80	жизни но	1	5
81	того чтобы	2	5
82	точки зрения	2	5
83	не могло	1	5
84	в разных	1	5
85	но все	1	5
86	если бы	1	5
87	для того	2	5
88	в связи	3	5
89	в основном	1	5
90	что в	14	5
91	и другие	1	5
92	и то	10	4
93	и это	2	4
94	мы и	4	4
95	в ней	1	4
96	для других	1	4
97	в своем	4	4
98	конечно не	2	4
99	то время	2	4
100	раз в	1	4
101	но на	3	4
102	время и	2	4
103	и с	14	4
104	в них	2	4
105	том что	14	4
106	в котором	6	4
107	потому что	11	4
108	к себе	2	4
109	здесь не	3	4
110	жизнь и	3	4
111	или как	1	4
112	только в	9	4
113	между этими	1	4
114	влияние на	1	4
115	до конца	1	4
116	своей жизни	2	4
117	все это	5	4
118	кроме того	7	4
119	и для	2	4
120	вполне понятно	1	4
121	отношения к	1	3
122	не имеют	1	3
123	есть не	1	3
124	мы не	1	3
125	большую роль	1	3
126	в быту	1	3
127	значение и	1	3
128	по отношению	1	3
129	себе и	1	3
130	к концу	2	3
131	хотя и	4	3
132	со своей	3	3
133	здесь дается	1	3
134	в себе	4	3
135	и те	1	3
136	при этом	2	3
137	одно и	1	3
138	и других	2	3
139	с другими	1	3
140	для них	1	3
141	место и	1	3
142	и уже	1	3
143	между ними	1	3
144	в этих	1	3
145	в отношении	3	3
146	но эта	1	3
147	их в	1	3
148	xviii века	1	3
149	этими двумя	1	3
150	друг друга	1	3
151	чем не	2	3
152	этом отношении	1	3
153	не могут	1	3
154	к тому	3	3
155	в порядке	1	3
156	нас в	1	3
157	что и	5	3
158	во всей	1	3
159	один из	4	3
160	одной из	2	3
161	с одной	1	3
162	со всеми	1	3
163	в качестве	6	3
164	только на	3	3
165	же в	1	3
166	в начале	3	3
167	одно из	1	3
168	в одном	1	3
169	связаны с	1	3
170	именно в	1	3
171	мы еще	1	3
172	себя и	1	3
173	что не	1	3
174	только к	3	3
175	с тем	2	3
176	а не	1	3
177	вместе с	3	3
178	и потому	6	3
179	да и	4	3
180	или в	1	3
181	ни к	1	3
182	а в	9	3
183	всеми его	1	3
184	сказать что	7	3
185	к этому	6	3
186	в таком	1	3
187	во всяком	2	3
188	также и	10	2
189	тех же	2	2
190	к своей	2	2
191	всего это	1	2
192	той же	2	2
193	их и	1	2
194	вопрос о	1	2
195	но она	3	2
196	на себя	3	2
197	благодаря своему	1	2
198	на них	1	2
199	в различных	1	2
200	в чем	2	2
201	не без	6	2
202	природы и	1	2
203	на другой	1	2
204	совсем не	4	2
205	мы будем	2	2
206	нет и	2	2
207	в истории	4	2
208	для всех	1	2
209	встречи с	1	2
210	и к	6	2
211	мир и	1	2
212	в этот	4	2
213	в целом	3	2
214	момент его	1	2
215	тому же	2	2
216	в нашем	4	2
217	выражение в	1	2
218	как он	4	2
219	всей его	2	2
220	вера в	2	2
221	и еще	2	2
222	не как	1	2
223	по всем	2	2
224	новое и	1	2
225	уже не	3	2
226	его от	1	2
227	и по	8	2
228	уже сказали	2	2
229	что все	2	2
230	об этом	7	2
231	ясно что	2	2
232	было бы	2	2
233	на почве	1	2
234	были в	2	2
235	была уже	2	2
236	чем в	1	2
237	весьма часто	1	2
238	для него	7	2
239	в своей	4	2
240	место в	2	2
241	не к	1	2
242	но он	5	2
243	том же	1	2
244	раз и	3	2
245	дело в	4	2
