N	3gram	Losev_Vesc_1	Myshleni
1	в том что	4	31
2	заключается в том	1	14
3	с точки зрения	3	11
4	с одной стороны	3	9
5	с другой стороны	2	8
6	то же самое	1	7
7	в этом отношении	1	7
8	в собственном смысле	2	7
9	друг с другом	1	7
10	в самом деле	4	6
11	одно и то	4	6
12	и то же	4	6
13	и того же	1	5
14	можно было бы	1	5
15	так же как	1	5
16	не только не	2	5
17	одного и того	1	5
18	для того чтобы	2	5
19	таким образом что	1	4
20	и тому же	1	4
21	мы видим таким	1	4
22	с этой точки	1	4
23	и то что	3	4
24	этой точки зрения	1	4
25	видим таким образом	1	4
26	на то что	2	4
27	к одному и	1	4
28	одному и тому	1	4
29	бы сказать что	2	3
30	вместе с тем	1	3
31	в себе и	1	3
32	с тем что	1	3
33	по сравнению с	6	3
34	во всяком случае	2	3
35	о том что	4	3
36	оно может быть	1	2
37	но так как	1	2
38	одной стороны и	1	2
39	и не только	4	2
40	не может не	1	2
41	в одинаковой мере	1	2
42	содержит в себе	4	2
43	в данном случае	2	2
44	в том чтобы	1	2
45	мы видим что	1	2
46	в свое время	2	2
47	в свою очередь	4	2
48	это значит что	19	2
49	подобно тому как	4	2
50	мы видели что	1	2
51	в том смысле	1	2
52	по своей природе	1	1
53	что иное как	7	1
54	все эти признаки	1	1
55	относится к тому	1	1
56	существует в действительности	1	1
57	равно как и	2	1
58	как и во	1	1
59	и даже не	3	1
60	но даже и	2	1
61	есть прежде всего	2	1
62	пониманию и уразумению	1	1
63	новые и новые	1	1
64	о том как	1	1
65	что в свою	1	1
66	и относится к	2	1
67	и во всех	1	1
68	в зависимости от	1	1
69	того что мы	1	1
70	в той же	1	1
71	бы то ни	4	1
72	до сих пор	1	1
73	по сравнению со	1	1
74	и здесь мы	1	1
75	то и другое	4	1
76	то в чем	1	1
77	на этой стадии	1	1
78	и в частности	1	1
79	к тому что	2	1
80	если мы возьмем	2	1
81	было бы сказать	2	1
82	то ни было	4	1
83	существовать в действительности	1	1
84	то время как	1	1
85	является не просто	1	1
86	есть тот же	1	1
87	то же название	2	1
88	то что составляет	1	1
89	не только в	4	1
90	в конце концов	2	1
91	в интересующей нас	1	1
92	не содержит в	1	1
93	качеств и свойств	1	1
94	не только то	1	1
95	на этот предмет	1	1
96	мы имеем дело	2	1
97	в действительности и	1	1
98	и как бы	1	1
99	не мешает нам	1	1
100	свое внимание на	1	1
101	не только к	2	1
102	к мысли и	1	1
103	интересующей нас области	1	1
104	когда мы говорим	1	1
105	не может быть	6	1
106	остановиться на этом	1	1
107	равным образом и	1	1
108	в то время	1	1
109	нельзя было бы	2	1
110	только то что	2	1
111	только в своей	1	1
112	что оно есть	4	1
113	том смысле что	1	1
114	само по себе	1	1
115	ту же самую	1	1
116	вопрос о том	1	1
117	можно сказать что	3	1
118	в настоящем смысле	1	1
119	заслуживает того чтобы	1	1
120	все же не	1	1
121	не что иное	7	1
122	и что он	1	1
123	тех или иных	1	1
124	тем не менее	3	1
125	и во всей	1	1
126	но и то	1	1
127	может не быть	1	1
128	что и в	1	1
129	как бы самостоятельный	1	1
130	только тогда когда	2	1
131	но и к	1	1
