N	2gram	Bakhtin_Pr_4	Komedia
1	и в	46	22
2	и не	27	21
3	молодого человека	1	14
4	том что	4	13
5	таким образом	4	12
6	в том	9	12
7	так как	5	11
8	со стороны	1	11
9	в доме	1	10
10	ни в	6	10
11	потому что	4	10
12	в самом	9	9
13	до сих	8	9
14	вместе с	2	9
15	сих пор	8	9
16	в этом	16	8
17	его в	1	8
18	в своем	3	8
19	к ней	2	8
20	о том	5	8
21	если бы	3	8
22	в его	9	8
23	что и	3	8
24	что он	6	8
25	то же	6	7
26	при этом	5	7
27	об этом	2	7
28	в конце	3	7
29	а в	2	7
30	в свою	1	7
31	того же	3	6
32	самом деле	4	6
33	еще не	7	6
34	так что	2	6
35	тому же	1	6
36	в то	5	6
37	и его	6	6
38	к тому	2	6
39	того чтобы	1	6
40	и что	3	6
41	может быть	23	6
42	как раз	7	6
43	во время	1	6
44	к этому	1	6
45	не хочет	2	5
46	отношение к	3	5
47	но в	6	5
48	не только	14	5
49	а по	1	5
50	он не	4	5
51	в своей	3	5
52	в которых	2	5
53	то это	3	5
54	не менее	2	5
55	же время	5	5
56	связи с	1	5
57	к себе	6	5
58	и сам	5	5
59	хотя и	6	5
60	с ним	2	5
61	к нему	5	5
62	что в	4	5
63	по отношению	5	5
64	тем что	3	5
65	прежде всего	9	5
66	как это	1	5
67	все это	6	5
68	на себя	4	4
69	в ней	1	4
70	с другой	3	4
71	нет и	2	4
72	и речи	1	4
73	все же	4	4
74	когда он	2	4
75	то что	4	4
76	в себе	7	4
77	что она	1	4
78	но все	2	4
79	и с	7	4
80	должен был	1	4
81	несмотря на	1	4
82	точки зрения	11	4
83	не в	10	4
84	однако в	1	4
85	в отношении	3	4
86	самого начала	1	4
87	на него	3	4
88	у него	5	4
89	и здесь	4	4
90	с самого	1	4
91	друг друга	6	4
92	так и	4	4
93	здесь нет	3	4
94	между собой	1	4
95	и поэтому	1	4
96	с помощью	3	4
97	не дает	2	4
98	вовсе не	9	4
99	но и	12	4
100	до конца	4	4
101	ничем не	1	4
102	а не	11	4
103	в связи	1	4
104	и для	3	4
105	бы в	3	4
106	хотя бы	2	4
107	так же	3	4
108	над ней	1	3
109	из того	1	3
110	с его	5	3
111	в ее	1	3
112	с этим	2	3
113	и к	9	3
114	тем же	3	3
115	и этим	3	3
116	ситуации в	1	3
117	в этой	3	3
118	как он	3	3
119	на то	3	3
120	в нем	17	3
121	приводит к	4	3
122	от нее	1	3
123	было бы	3	3
124	в них	1	3
125	все равно	2	3
126	далеко не	3	3
127	как и	12	3
128	чем в	1	3
129	и еще	1	3
130	но если	3	3
131	с точки	9	3
132	их в	3	3
133	к ним	4	3
134	никогда не	6	3
135	примерно в	1	3
136	ничего не	2	3
137	и мысли	2	3
138	на это	1	3
139	обращается к	1	3
140	и мы	1	3
141	любовь к	4	3
142	в двух	1	3
143	не о	1	3
144	нисколько не	1	3
145	с одной	1	3
146	что не	1	3
147	всяком случае	1	3
148	среди которых	1	3
149	мы можем	4	3
150	отношению к	5	3
151	в других	2	3
152	и даже	3	3
153	даже не	1	3
154	на этот	2	3
155	один из	1	3
156	в частности	1	3
157	не может	19	3
158	конечно не	8	3
159	одной стороны	1	3
160	как бы	19	3
161	в целом	1	3
162	бы он	1	3
163	из своего	1	3
164	не знает	4	3
165	все что	2	3
166	в какой	1	3
167	во всяком	2	3
168	отношения к	2	2
169	так я	2	2
170	человека и	3	2
171	перед лицом	1	2
172	здесь и	3	2
173	из его	1	2
174	мы не	4	2
175	в сущности	7	2
176	достаточно сравнить	1	2
177	и он	6	2
178	но при	3	2
179	и на	11	2
180	во всех	5	2
181	его а	1	2
182	отличие от	3	2
183	за пределы	5	2
184	как в	4	2
185	стороны и	2	2
186	в известной	2	2
187	ней в	1	2
188	целый ряд	2	2
189	в ожидании	1	2
190	в результате	2	2
191	так или	1	2
192	бы не	2	2
193	раз в	2	2
194	только один	1	2
195	ни было	1	2
196	и если	1	2
197	на его	1	2
198	в силу	1	2
199	людей и	4	2
200	человека в	1	2
201	а затем	1	2
202	в мире	3	2
203	из всех	1	2
204	не с	1	2
205	а как	2	2
206	это не	5	2
207	этот человек	1	2
208	ни одной	1	2
209	остается в	2	2
210	я ведь	4	2
211	которую он	2	2
212	и без	1	2
213	в котором	5	2
214	в их	4	2
215	начиная от	1	2
216	в одном	11	2
217	тому что	1	2
218	она не	3	2
219	вплоть до	1	2
220	что ему	1	2
221	дело не	1	2
222	что их	1	2
223	ему и	1	2
224	в области	1	2
225	одним из	3	2
226	известной степени	1	2
227	все еще	1	2
228	если же	5	2
229	и это	3	2
230	как мы	12	2
231	и о	3	2
232	в виду	4	2
233	здесь не	4	2
234	без всякого	2	2
235	за пределами	1	2
236	роль в	1	2
237	можно было	2	2
238	в эпоху	1	2
239	от своей	1	2
240	в другом	2	2
241	и во	3	2
242	между тем	2	2
243	этих слов	1	2
244	все время	2	2
245	за ней	1	2
246	не как	3	2
247	могло быть	1	2
248	пор не	2	2
249	после появления	1	2
250	и любовь	2	2
251	уже в	4	2
252	если мы	5	2
253	мы знаем	1	2
254	себя от	1	2
255	при всей	1	2
256	да что	3	2
257	чувствует себя	1	2
258	или иначе	1	2
259	себя и	3	2
260	что для	1	2
261	не было	2	2
262	опять же	1	2
263	в произведениях	2	2
264	что мы	2	2
265	он и	4	2
266	и особенно	1	2
267	до этого	1	2
268	в присутствии	2	2
269	отрывок из	1	2
270	к своему	3	2
271	в пределах	10	2
272	не могут	3	2
273	сравнению с	1	2
274	по существу	3	2
275	для понимания	2	2
276	этом случае	1	2
277	нет ничего	1	2
278	и ты	1	2
279	выходит из	1	2
280	все остальные	1	2
281	при всем	2	2
282	и все	9	2
283	конце концов	1	2
284	иначе обстоит	1	2
285	обстоит дело	1	2
286	между ними	10	2
287	другой стороны	3	2
288	совершенно не	4	2
289	в свое	2	2
290	к этой	1	2
291	по сравнению	1	2
292	в своих	1	2
293	это в	1	2
294	в таком	1	2
295	я и	1	1
296	например в	4	1
297	чтобы не	1	1
298	возможны и	3	1
299	или к	2	1
300	в первом	1	1
301	к другому	5	1
302	которую они	1	1
303	и до	3	1
304	видеть в	1	1
305	на пороге	12	1
306	побуждает его	1	1
307	а уж	1	1
308	мы имеем	3	1
309	и само	2	1
310	это совершенно	1	1
