N	3gram	Medvedev_F_2	FransuaR
1	в том что	2	6
2	большей или меньшей	1	4
3	до сих пор	1	4
4	в отличие от	2	4
5	или меньшей степени	1	4
6	в большей или	1	4
7	с точки зрения	7	3
8	в этом отношении	7	3
9	в применении к	2	3
10	и прежде всего	2	3
11	прежде всего на	1	2
12	на самом деле	3	2
13	и др но	1	2
14	как раз и	3	2
15	и в других	1	2
16	не входит в	2	2
17	очень характерно для	1	2
18	но и в	3	2
19	на этот вопрос	1	2
20	в узком смысле	1	2
21	в книге о	1	2
22	с одной стороны	1	2
23	главным образом на	1	2
24	во всех этих	1	2
25	вовсе не является	1	2
26	в значительной степени	3	2
27	так и в	3	2
28	но все же	2	2
29	за свои пределы	1	2
30	в большинстве случаев	3	2
31	и ни на	1	2
32	в отрыве от	1	2
33	из этих элементов	1	1
34	но как раз	1	1
35	сводится к тому	1	1
36	и связанные с	1	1
37	и пр но	3	1
38	следует однако отметить	1	1
39	чуть ли не	1	1
40	теми или иными	1	1
41	имеем в виду	1	1
42	и до сих	1	1
43	в самом деле	5	1
44	в настоящее время	1	1
45	еще одну особенность	1	1
46	перестал бы быть	1	1
47	и в некоторых	1	1
48	речи нет о	1	1
49	может быть наиболее	1	1
50	на первый план	2	1
51	должно было быть	1	1
52	и еще более	1	1
53	и не может	3	1
54	сами по себе	2	1
55	можно говорить о	1	1
56	и до настоящего	1	1
57	правильной постановки проблемы	2	1
58	можно только в	1	1
59	в литературе о	1	1
60	в собственном смысле	1	1
61	к тому чтобы	2	1
62	и речи нет	1	1
63	языка но и	1	1
64	или даже в	1	1
65	то или иное	1	1
66	так сказать в	1	1
67	остановимся прежде всего	1	1
68	до известной степени	3	1
69	в особенности в	1	1
70	от всех форм	1	1
71	и многие другие	1	1
72	не чем иным	1	1
73	но в то	1	1
74	в более широком	1	1
75	лежит в основе	1	1
76	продолжает жить и	1	1
77	в какой мере	2	1
78	но при этом	1	1
79	пр и пр	4	1
80	между тем в	1	1
81	не могут быть	4	1
82	прежде всего необходимо	1	1
83	в ней и	1	1
84	в связи с	10	1
85	все более и	1	1
86	во всяком случае	5	1
87	до настоящего времени	1	1
88	с другой стороны	3	1
89	все эти формы	1	1
90	в его целом	1	1
91	не может быть	10	1
92	в своем развитии	1	1
93	оно было в	1	1
94	только на фоне	2	1
95	прежде всего поражает	1	1
96	то же время	5	1
97	чем иным как	1	1
98	и пр в	1	1
99	и пр и	4	1
100	связанные с ними	1	1
101	более и более	1	1
102	тому чтобы показать	1	1
103	мы имеем в	1	1
104	для того чтобы	3	1
105	только в единстве	1	1
106	в то же	5	1
107	его от всех	1	1
108	это приводит к	2	1
109	в сущности не	1	1
110	живые связи с	1	1
111	и именно как	1	1
112	и его формы	1	1
113	в общем можно	1	1
