N	4gram	Voloshinov_1	Problemy
1	в то же время	3	10
2	но в то же	2	4
3	бы то ни было	8	3
4	не может до конца	1	2
5	одна и та же	1	2
6	как и во всякой	1	1
7	уже с самого начала	1	1
8	одного и того же	5	1
9	в большей или меньшей	1	1
10	ибо как мы знаем	1	1
11	том что он находится	1	1
12	и прежде всего в	1	1
13	в том что он	1	1
14	они становятся как бы	1	1
15	не чем иным как	1	1
16	все более и более	1	1
17	какого бы то ни	2	1
18	и в другом направлении	1	1
19	как к своему центру	1	1
20	может войти в мир	1	1
21	или во всяком случае	1	1
