N	4gram	Bakhtin_sl_1	Marksizm
1	в то же время	12	8
2	но в то же	4	5
3	бы то ни было	1	4
4	в той или иной	9	3
5	на самом же деле	1	3
6	одно и то же	2	3
7	и то же слово	2	2
8	с точки зрения самого	2	2
9	той или иной степени	9	2
10	именно для того чтобы	1	2
11	в неразрывной связи с	1	2
12	в тесной связи с	1	1
13	никогда не может быть	1	1
14	дело в том что	1	1
15	с точки зрения говорящего	1	1
16	во всяком случае за	1	1
17	сих пор совершенно не	1	1
18	но во всяком случае	1	1
19	прямая речь косвенная речь	1	1
20	как мы уже сказали	2	1
21	бы они ни были	1	1
22	на то или иное	1	1
23	в точном смысле слова	1	1
24	бы оно ни было	1	1
25	рядом друг с другом	1	1
26	в нем новые стороны	1	1
27	можно прямо сказать что	1	1
28	лингвистики и философии языка	1	1
29	до сих пор совершенно	1	1
