N	3gram	Bakhtin_Pr_1	FransuaR
1	то же время	9	6
2	в то же	9	6
3	и до конца	2	5
4	как мы уже	1	5
5	до сих пор	2	4
6	в той же	2	4
7	но в то	5	4
8	начала и до	2	4
9	с начала и	2	4
10	большей или меньшей	1	3
11	на самом деле	4	3
12	прежде всего необходимо	1	3
13	мы уже говорили	1	3
14	для того чтобы	1	3
15	говорит об этом	1	2
16	у него был	1	2
17	по отношению к	8	2
18	в его произведениях	2	2
19	в своей книге	1	2
20	и в других	1	2
21	в этом отношении	3	2
22	можно было бы	2	2
23	поэтому он и	1	2
24	мы увидим дальше	1	2
25	или меньшей степени	1	2
26	по сравнению с	1	2
27	в большей или	1	2
28	в одном месте	1	2
29	не может быть	4	2
30	все то что	3	2
31	в основе этого	1	2
32	в данном случае	2	2
33	о том что	1	2
34	и в романе	2	2
35	можно сказать что	1	2
36	в его романе	1	2
37	как мы видели	1	2
38	в другом месте	1	1
39	как и его	1	1
40	приводит его к	1	1
41	и в сущности	2	1
42	сих пор остается	1	1
43	оно может быть	2	1
44	какой бы то	1	1
45	дело в том	1	1
46	и наконец на	1	1
47	имеем в виду	1	1
48	так как в	1	1
49	и так сказать	1	1
50	подобно тому как	3	1
51	в настоящее время	1	1
52	обычном смысле слова	1	1
53	в этом случае	1	1
54	слышать и понимать	1	1
55	может быть только	1	1
56	в нем и	1	1
57	он в сущности	1	1
58	как раз и	3	1
59	сочетается здесь с	1	1
60	вполне понятно что	1	1
61	с точки зрения	13	1
62	и его жизнь	1	1
63	они не могут	1	1
64	и не может	2	1
65	видения и понимания	3	1
66	хотя бы и	2	1
67	не вошел в	1	1
68	самом деле нет	1	1
69	бы то ни	2	1
70	он и не	1	1
71	но несмотря на	1	1
72	что в нем	1	1
73	в свете этого	1	1
74	он остается в	1	1
75	и потому не	1	1
76	может быть и	1	1
77	с таким же	1	1
78	и в частности	1	1
79	может быть понято	1	1
80	как бы к	1	1
81	там где он	1	1
82	но именно этот	1	1
83	в первом случае	1	1
84	то ни было	1	1
85	в высшей степени	1	1
86	мир и на	2	1
87	и в этом	5	1
88	как будто бы	1	1
89	он воспринимает и	1	1
90	притом не только	1	1
91	виду прежде всего	1	1
92	же время оно	1	1
93	во всяком случае	3	1
94	же время не	3	1
95	с другой стороны	3	1
96	но на самом	1	1
97	само по себе	3	1
98	в его целом	6	1
99	и еще не	1	1
100	и здесь остается	1	1
101	что они не	1	1
102	по ту сторону	2	1
103	в самом романе	2	1
104	только то что	2	1
105	в виду прежде	1	1
106	материал и для	1	1
107	то что может	1	1
108	тому как в	1	1
109	между тем как	4	1
110	хотя он и	1	1
111	но не для	1	1
112	что может быть	2	1
113	заключается в том	1	1
114	ценный материал и	1	1
115	в свою очередь	1	1
116	это и есть	1	1
117	этого мира в	2	1
118	в одном из	1	1
119	к нему и	2	1
120	с самого начала	1	1
121	на мир и	2	1
122	восприятия и оценки	1	1
123	в обычном смысле	1	1
124	и понимания мира	2	1
125	но и не	2	1
126	мы имеем в	1	1
127	но все эти	1	1
128	таким образом и	1	1
129	и следовательно в	1	1
130	тех или иных	1	1
131	даже в своих	1	1
132	но все же	2	1
133	ведь то что	1	1
134	в том что	6	1
135	с нею в	1	1
136	что и в	1	1
