N	3gram	Medvedev_F_3	Komedia
1	в том что	3	5
2	вместе с тем	3	4
3	о том что	1	4
4	для того чтобы	4	4
5	и столь же	1	3
6	по отношению к	3	3
7	в том числе	1	3
8	так или иначе	1	3
9	в связи с	4	3
10	то же время	7	3
11	в то же	7	3
12	одних и тех	1	2
13	в этом смысле	2	2
14	в частности в	1	2
15	в одной из	1	2
16	до сих пор	1	2
17	в той же	1	2
18	в отличие от	2	2
19	бы то ни	4	2
20	и тех же	1	2
21	в это время	1	2
22	то ни было	4	2
23	с одной стороны	1	2
24	во всяком случае	6	2
25	в этом же	1	2
26	и т п	5	2
27	к тому что	2	2
28	можно было бы	1	2
29	друг с другом	1	2
30	иначе обстоит дело	3	1
31	сводится к тому	1	1
32	со своей стороны	1	1
33	в самом деле	4	1
34	в том же	1	1
35	так и не	1	1
36	свою роль в	1	1
37	одна из них	1	1
38	что ни в	1	1
39	с точки зрения	14	1
40	не пришли бы	1	1
41	на первый план	1	1
42	и в то	2	1
43	с самого начала	1	1
44	он говорит о	1	1
45	пришли бы к	1	1
46	том числе и	1	1
47	но и здесь	1	1
48	а то и	1	1
49	отношения между ними	1	1
50	только тем что	1	1
51	полагать что в	1	1
52	ни в одной	2	1
53	а вместе с	1	1
54	так как он	1	1
55	и во всяком	2	1
56	и в философии	1	1
57	той или иной	1	1
58	что он был	1	1
59	того обстоятельства что	1	1
60	сделать вывод что	1	1
61	одну за другой	1	1
62	обстоит дело с	3	1
63	та или другая	1	1
64	никогда не пришли	1	1
65	с другой стороны	5	1
66	мере в какой	1	1
67	и в том	1	1
68	не может быть	14	1
69	того или иного	1	1
70	но столь же	1	1
71	только в связи	1	1
72	но уже в	2	1
73	всяком случае в	2	1
74	так и в	2	1
75	мы можем сказать	1	1
76	но никак не	1	1
77	и в самом	1	1
78	не только в	1	1
79	но все же	1	1
80	что это не	1	1
81	как мы знаем	4	1
82	но не менее	1	1
83	и в литературе	1	1
84	в большинстве случаев	4	1
85	его от всех	1	1
86	той же мере	1	1
87	тем не менее	2	1
88	в пределах одного	2	1
89	можем сказать что	1	1
90	самом деле здесь	1	1
91	как мы видели	2	1
