N	3gram	Voloshinov_2	Istorich
1	с другой стороны	1	7
2	в этом случае	1	5
3	до сих пор	3	5
4	в том что	6	5
5	тем не менее	1	5
6	как мы видели	3	5
7	что иное как	1	3
8	в связи с	7	3
9	не что иное	1	3
10	мы видели что	1	3
11	с одним из	1	2
12	не совсем так	1	2
13	по отношению к	8	2
14	и в других	1	2
15	с одной стороны	3	2
16	мы уже знаем	2	2
17	во всяком случае	2	2
18	но тем не	1	2
19	о том что	3	2
20	но все же	1	2
21	как и в	1	2
22	к тому же	2	2
23	и пр но	2	1
24	в том числе	1	1
25	в соответствии с	1	1
26	которой мы здесь	1	1
27	как если бы	4	1
28	с точки зрения	13	1
29	еще тем что	1	1
30	сами по себе	1	1
31	но и в	2	1
32	как мы увидим	1	1
33	на самом же	3	1
34	независимо от того	1	1
35	с тем что	1	1
36	в таком случае	3	1
37	может быть и	5	1
38	в пределах этого	1	1
39	не только в	1	1
40	большинстве случаев он	1	1
41	смысле этого слова	4	1
42	он относится к	1	1
43	обстоит дело с	1	1
44	так или иначе	1	1
45	мы здесь не	1	1
46	мы уже говорили	1	1
47	и в том	1	1
48	соответствии с этим	1	1
49	это не совсем	1	1
50	языка не может	1	1
51	они и не	1	1
52	но они не	1	1
53	это одно из	1	1
54	свою связь с	1	1
55	в соединении с	2	1
56	в свою очередь	5	1
57	и прежде всего	2	1
58	на самом деле	4	1
59	не может быть	10	1
60	с самого начала	5	1
61	но в этом	1	1
62	можно сказать что	1	1
63	на то что	2	1
64	это далеко не	1	1
65	друг от друга	1	1
66	дать ответ на	1	1
67	в большинстве случаев	5	1
68	друг с другом	1	1
69	самом же деле	3	1
70	если бы это	1	1
71	в жизни и	1	1
72	и пр или	1	1
73	на том что	1	1
74	свою очередь отражает	1	1
