N	3gram	Medvedev_F_1	Problema
1	с точки зрения	13	11
2	тем не менее	1	10
3	в том что	1	8
4	это значит что	1	7
5	с другой стороны	1	6
6	в данном случае	1	5
7	но даже и	1	4
8	во всяком случае	4	4
9	не только не	2	4
10	на самом деле	6	3
11	в этом смысле	1	3
12	вместе с тем	1	3
13	в зависимости от	2	3
14	и с точки	1	3
15	тех или иных	1	3
16	в связи с	2	3
17	того или иного	2	3
18	и т д	8	3
19	мы ни взяли	1	2
20	что перед нами	1	2
21	не говоря уже	1	2
22	каждой из них	1	2
23	хотя бы и	1	2
24	сами по себе	2	2
25	тот или иной	1	2
26	и в частности	2	2
27	в том чтобы	2	2
28	а также и	1	2
29	самом же деле	1	2
30	на самом же	1	2
31	более или менее	6	2
32	вовсе не есть	1	2
33	заключается в том	1	2
34	это и не	1	2
35	ничего общего с	1	2
36	что в данном	1	2
37	не выходит за	1	2
38	в то же	8	2
39	сама по себе	2	2
40	и может быть	1	1
41	но все же	1	1
42	еще далеко не	1	1
43	это то что	1	1
44	однако едва ли	1	1
45	время в ней	1	1
46	ее элементы и	1	1
47	между прочим и	1	1
48	и в нашем	1	1
49	взятые сами по	1	1
50	как и во	1	1
51	и в сознании	1	1
52	в предисловии к	1	1
53	же как и	1	1
54	в нем и	2	1
55	как раз и	1	1
56	по сравнению с	1	1
57	и не в	2	1
58	и не может	2	1
59	они вовсе не	1	1
60	и в то	1	1
61	бы то ни	3	1
62	с отражением в	1	1
63	том числе и	1	1
64	в литературе и	1	1
65	на первом плане	1	1
66	его исторического развития	1	1
67	говоря уже о	1	1
68	в жизни и	1	1
69	с этой точки	1	1
70	до сих пор	6	1
71	точки зрения их	2	1
72	отнюдь не является	1	1
73	для нас это	1	1
74	здесь нет и	1	1
75	так же как	1	1
76	то ни было	1	1
77	ни к какому	1	1
78	с одной стороны	4	1
79	мы замечаем что	1	1
80	в чем же	1	1
81	так и с	1	1
82	и как бы	1	1
83	в последнее время	1	1
84	в эстетике и	1	1
85	прежде всего в	3	1
86	здесь может быть	1	1
87	в том числе	1	1
88	в новое время	1	1
89	в художественном образе	1	1
90	что дело здесь	1	1
91	этой точки зрения	1	1
92	по себе конечно	1	1
93	и в связи	1	1
94	так и в	4	1
95	в свою очередь	6	1
96	и т п	4	1
97	вовсе не как	1	1
98	и тем самым	1	1
99	с самого начала	1	1
100	но отнюдь не	1	1
101	не менее в	1	1
102	в настоящее время	10	1
103	к действительности и	1	1
104	по себе но	1	1
105	чем глубже и	1	1
106	на фоне этого	1	1
107	к тому что	1	1
108	и требует от	1	1
109	выходит за пределы	1	1
110	в это время	1	1
111	в отдельности и	1	1
