N	2gram	Trubetskoy_1	Formalny
1	и в	14	38
2	в этом	17	27
3	может быть	9	23
4	таким образом	11	20
5	и не	19	20
6	в самом	3	16
7	не в	4	15
8	прежде всего	8	15
9	и т	3	14
10	не может	22	14
11	в нем	5	13
12	связи с	3	13
13	но и	10	13
14	языка и	1	12
15	с тем	6	11
16	в том	17	11
17	вовсе не	1	11
18	с другими	1	10
19	в его	4	10
20	в связи	1	10
21	не только	9	9
22	при этом	5	9
23	и с	7	9
24	как и	4	9
25	на почве	2	9
26	самом деле	7	8
27	отнюдь не	7	8
28	все же	4	8
29	точки зрения	11	8
30	так и	1	8
31	что и	3	8
32	тем что	3	8
33	как мы	1	7
34	в корне	4	7
35	лишь в	3	7
36	по себе	2	7
37	для него	6	7
38	в своей	5	7
39	с точки	9	7
40	язык и	1	7
41	уже не	2	7
42	этом отношении	1	7
43	в других	2	7
44	не могут	4	7
45	по существу	5	7
46	что в	4	7
47	в ней	2	6
48	в истории	1	6
49	все эти	2	6
50	в этой	4	6
51	то же	11	6
52	было бы	5	6
53	он не	5	6
54	в их	4	6
55	могут быть	1	6
56	только в	5	6
57	то что	13	6
58	не было	3	6
59	вместе с	4	6
60	а не	2	6
61	в результате	2	6
62	хотя бы	5	6
63	а в	5	6
64	это и	1	5
65	должна быть	2	5
66	говорить о	3	5
67	всего этого	1	5
68	во всех	5	5
69	в общем	1	5
70	в то	10	5
71	в основе	1	5
72	же время	10	5
73	если бы	6	5
74	сводится к	3	5
75	и должно	2	5
76	и только	5	5
77	что он	6	5
78	всяком случае	6	5
79	если мы	1	5
80	именно в	3	5
81	с этим	2	5
82	что же	4	5
83	и для	6	5
84	бы в	1	5
85	или иного	2	5
86	во всяком	9	5
87	в сущности	1	4
88	что оно	3	4
89	в сторону	1	4
90	что они	3	4
91	и наконец	2	4
92	и к	6	4
93	не следует	1	4
94	входит в	1	4
95	не столько	1	4
96	к тому	7	4
97	того или	2	4
98	но в	2	4
99	и теперь	1	4
100	в большинстве	3	4
101	что не	1	4
102	из них	3	4
103	так как	4	4
104	не о	2	4
105	даже и	2	4
106	и даже	2	4
107	в некоторых	2	4
108	как бы	4	4
109	известной степени	1	4
110	совершенно не	2	4
111	к этому	1	4
112	они не	1	4
113	же как	1	3
114	тем же	1	3
115	в зависимости	1	3
116	из всего	1	3
117	мы не	1	3
118	то это	3	3
119	и на	5	3
120	значение и	1	3
121	если в	6	3
122	и как	3	3
123	от этого	1	3
124	что это	3	3
125	из этих	3	3
126	но ведь	1	3
127	роль в	1	3
128	только на	2	3
129	время и	1	3
130	всех этих	3	3
131	значительной степени	1	3
132	главным образом	3	3
133	его в	4	3
134	для них	3	3
135	такой же	1	3
136	место в	2	3
137	однако и	1	3
138	задачи и	1	3
139	до известной	1	3
140	а лишь	4	3
141	не является	1	3
142	в области	2	3
143	но все	1	3
144	не есть	3	3
145	того чтобы	8	3
146	одного из	1	3
147	в значительной	3	3
148	должно было	1	3
149	к нему	2	3
150	того что	3	3
151	именно на	2	3
152	то и	1	3
153	большинстве случаев	2	3
154	лишь постольку	1	3
155	мы знаем	1	3
156	и их	1	3
157	для того	6	3
158	с другой	1	3
159	а о	1	3
160	и прежде	1	3
161	а наоборот	1	3
162	их к	2	3
163	быть и	2	3
164	все это	6	3
165	на самом	6	3
166	или в	3	3
167	и все	1	3
168	была бы	1	3
169	жизни и	4	3
170	вряд ли	3	2
171	в такой	1	2
172	и то	4	2
173	идет о	1	2
174	был и	3	2
175	не была	1	2
176	они были	1	2
177	он был	1	2
178	столь же	1	2
179	с реальной	1	2
180	было говорить	1	2
181	но не	4	2
182	но как	1	2
183	а только	1	2
184	очевидно что	1	2
185	ни одна	3	2
186	в одной	1	2
187	для создания	1	2
188	перед нами	1	2
189	то в	3	2
190	со своей	1	2
191	в которой	1	2
192	борьбы с	1	2
193	же это	1	2
194	состоит в	2	2
195	не к	2	2
196	именно из	1	2
197	и более	2	2
198	языком и	1	2
199	и по	3	2
200	то ни	4	2
201	борьбы и	1	2
202	том случае	4	2
203	говорить не	1	2
204	но совершенно	2	2
205	для нее	2	2
206	и тем	2	2
207	ни в	2	2
208	от него	2	2
209	становится и	1	2
210	должно быть	3	2
211	том что	9	2
212	на первый	1	2
213	в этих	2	2
214	не так	2	2
215	что о	1	2
216	представление о	1	2
217	должны были	1	2
218	их в	2	2
219	тому чтобы	4	2
220	для этого	3	2
221	даже в	1	2
222	тому что	2	2
223	она не	2	2
224	тем самым	2	2
225	что эта	1	2
226	и другое	1	2
227	самого начала	1	2
228	ее с	1	2
229	не по	1	2
230	проблема и	1	2
231	никогда не	5	2
232	не учитывать	1	2
233	постольку поскольку	1	2
234	точке зрения	3	2
235	есть только	1	2
236	чтобы сделать	1	2
237	всего в	1	2
238	что на	1	2
239	если же	2	2
240	и это	1	2
241	и о	2	2
242	на нем	1	2
243	в ее	1	2
244	ни стало	3	2
245	и от	2	2
246	с самого	1	2
247	приводит к	4	2
248	мы в	1	2
249	в эпоху	1	2
250	с ним	2	2
251	в применении	1	2
252	борьба с	1	2
253	между тем	5	2
254	отметить что	2	2
255	это не	1	2
256	от этих	1	2
257	один из	1	2
258	с ними	1	2
259	этот вопрос	2	2
260	по этому	2	2
261	не будет	7	2
262	потому что	5	2
263	в качестве	3	2
264	же и	1	2
265	с нею	3	2
266	вопроса о	1	2
267	еще одну	1	2
268	является не	2	2
269	или даже	1	2
270	и других	1	2
271	в известной	1	2
272	в котором	2	2
273	в конце	3	2
274	убедимся что	1	2
275	от тех	1	2
276	не просто	2	2
277	это положение	1	2
278	со стороны	4	2
279	даже не	2	2
280	что для	3	2
281	превращается в	1	2
282	создания нового	1	2
283	до конца	1	2
284	ничем не	1	2
285	конце концов	3	2
286	и многие	1	2
287	ни на	1	2
288	к его	1	2
289	как это	1	2
290	центр тяжести	2	2
291	применении к	1	2
292	из этого	3	2
293	является для	1	2
294	но это	2	2
295	к другим	1	2
296	ее и	1	2
297	ибо они	1	2
298	от всякого	1	2
299	пропаганды и	2	2
300	ее в	2	2
301	в таком	2	2
302	от этой	2	1
303	говоря о	2	1
304	самостоятельность и	1	1
305	с исторической	1	1
306	того же	1	1
307	и без	1	1
308	но тогда	1	1
309	к своей	1	1
310	на деле	1	1
311	показать что	1	1
312	противном случае	1	1
313	к созданию	1	1
314	и этот	3	1
315	их и	1	1
316	есть не	1	1
317	надо было	1	1
318	на место	1	1
319	на эти	1	1
320	так чтобы	3	1
321	но она	2	1
322	этого прежде	1	1
323	но даже	2	1
324	которое в	1	1
325	как не	1	1
326	себе что	1	1
327	при таких	4	1
328	без всякого	1	1
329	и видеть	1	1
330	столько же	1	1
331	именно этого	1	1
332	иное как	1	1
333	время в	2	1
334	бы то	4	1
335	в различных	1	1
336	именно тем	1	1
337	подходить к	1	1
338	особенно если	1	1
339	отказ от	1	1
340	они имеют	1	1
341	точка зрения	1	1
342	силы и	1	1
343	русского языка	1	1
344	только тогда	1	1
345	и постоянное	1	1
346	оно является	1	1
347	всю эту	2	1
348	работа в	1	1
349	что во	1	1
350	в своем	6	1
351	в противном	1	1
352	и есть	2	1
353	совершенно чуждые	1	1
354	сейчас происходит	1	1
355	более или	4	1
356	к отрицанию	2	1
357	бы не	1	1
358	другим способом	1	1
359	выражение в	1	1
360	что к	1	1
361	им в	1	1
362	всего необходимо	1	1
363	и тот	2	1
364	и формам	1	1
365	на то	5	1
366	если он	1	1
367	но на	1	1
368	не могла	1	1
369	по самому	2	1
370	тем не	1	1
371	творца и	1	1
372	они в	1	1
373	он должен	5	1
374	в принципе	1	1
375	к одному	1	1
376	том чтобы	3	1
377	ко всякой	1	1
378	и заключается	1	1
379	могла бы	1	1
380	тем в	1	1
381	из факторов	1	1
382	в другом	3	1
383	не об	1	1
384	в виде	3	1
385	самим собой	12	1
386	на каком	1	1
387	для россии	2	1
388	всякое иное	1	1
389	он есть	1	1
390	ведь в	2	1
391	человека на	1	1
392	же мы	1	1
393	все равно	1	1
394	сторон в	1	1
395	в данном	7	1
396	всех не	1	1
397	без этой	1	1
398	и некоторые	1	1
399	остается в	2	1
