N	4gram	Vinokur_St_1	KulturaY
1	в то же время	4	3
2	и т п в	3	2
3	и т п но	1	2
4	и в самом деле	2	2
5	и т д ср	1	2
6	не говоря уже о	1	2
7	т д и т	1	1
8	в той мере в	1	1
9	только в том что	1	1
10	уже о том что	1	1
11	в том смысле как	1	1
12	я имею в виду	1	1
13	при прочих равных условиях	1	1
14	о том что в	1	1
15	достаточно для того чтобы	2	1
16	ведь на самом деле	1	1
17	это и в самом	1	1
18	только в том случае	1	1
19	так или иначе но	1	1
20	не говорю уже о	2	1
21	и т д в	1	1
22	до сих пор еще	1	1
23	в таких случаях как	1	1
24	т е не только	1	1
25	ответ на этот вопрос	1	1
26	не при чем но	1	1
27	указание на то что	1	1
28	но также и в	1	1
29	дело в том что	4	1
30	и т д вот	1	1
31	той мере в какой	1	1
32	и то обстоятельство что	1	1
33	и т д и	2	1
34	в то время как	1	1
35	и в голову не	1	1
36	но с другой стороны	2	1
37	не только в том	1	1
38	потому что он не	1	1
39	и в том и	1	1
40	заключается в том что	2	1
41	в том что и	1	1
42	также и то что	1	1
