N	3gram	Bakhtin_sl_1	Psycholo
1	в том что	1	11
2	с точки зрения	8	9
3	для того чтобы	1	8
4	мы видим что	1	7
5	с самого начала	1	6
6	до сих пор	2	5
7	и т п	23	5
8	с одной стороны	4	5
9	с другой стороны	4	5
10	о которых мы	1	5
11	в двух планах	1	5
12	и т д	5	4
13	и в этом	2	3
14	о том что	1	3
15	которых мы говорили	1	2
16	а вовсе не	2	2
17	и во всех	2	2
18	одно и то	2	2
19	то время как	2	2
20	в данном случае	3	2
21	может быть не	1	2
22	области поэзии и	1	2
23	и то же	2	2
24	во всяком случае	5	2
25	мы все время	1	2
26	в лучшем случае	2	2
27	в то время	2	2
28	в свою очередь	2	2
29	к тому что	2	2
30	по аналогии с	1	2
31	как мы видели	1	2
32	и в другом	2	2
33	и в сущности	2	1
34	двух планах в	1	1
35	и до наших	1	1
36	а не к	1	1
37	и столь же	1	1
38	но как мы	1	1
39	что как мы	1	1
40	это было бы	1	1
41	более или менее	3	1
42	имеем в виду	1	1
43	в том и	2	1
44	того или иного	2	1
45	роль в построении	1	1
46	в зависимости от	3	1
47	в отличие от	1	1
48	в этом отношении	1	1
49	можно было бы	2	1
50	ни в какой	1	1
51	может быть и	1	1
52	с этой точки	1	1
53	поэтического стиля и	2	1
54	мы все же	1	1
55	не в самом	1	1
56	отношение к своему	2	1
57	в которой они	1	1
58	дело далеко не	1	1
59	в евгении онегине	2	1
60	и ничего не	1	1
61	что по причине	1	1
62	перед нами в	1	1
63	и не могла	1	1
64	в точном смысле	1	1
65	и той же	1	1
66	то же слово	2	1
67	а между тем	2	1
68	этой точки зрения	1	1
69	каждого из этих	1	1
70	все эти слова	1	1
71	в их основе	2	1
72	если бы мы	1	1
73	не только не	1	1
74	не есть еще	1	1
75	можно сказать что	1	1
76	или во всяком	2	1
77	и вступает в	1	1
78	по преимуществу в	1	1
79	они не только	1	1
80	из области поэзии	1	1
81	нами в сущности	1	1
82	одной и той	1	1
83	не может быть	1	1
84	не остается никаких	1	1
85	лежащая в их	2	1
