N	4gram	Bakhtin_Pr_1	Myslijsy
1	в то же время	9	3
2	и по отношению к	1	2
3	но на самом деле	1	1
4	по отношению к нему	1	1
5	как бы он ни	1	1
6	и быть не может	1	1
7	то же самое слово	1	1
8	не в том что	1	1
9	то что я называю	1	1
10	бы он ни был	2	1
11	по крайней мере для	1	1
12	дело в том что	1	1
13	то же время и	1	1
14	в этом отношении не	1	1
15	иначе и быть не	1	1
16	с точки зрения нашего	1	1
17	перестать быть самим собою	1	1
18	а в том что	1	1
19	заключается в том что	1	1
20	в том и другом	1	1
