N	3gram	Tiupa_Hudo_2	Literetu
1	то же время	4	7
2	в то же	4	7
3	присутствия в мире	1	6
4	в этом отношении	1	5
5	к тому же	2	5
6	по отношению к	7	4
7	в данном случае	2	4
8	с одной стороны	3	4
9	о том что	7	4
10	в том что	11	4
11	в том числе	1	3
12	в соответствии с	3	3
13	с точки зрения	2	3
14	тогда как в	2	3
15	не может быть	3	3
16	себя в другом	1	2
17	как например в	1	2
18	то что я	1	2
19	состоит в том	2	2
20	в самом деле	3	2
21	подобно тому как	4	2
22	то же самое	2	2
23	бы то ни	1	2
24	берет на себя	1	2
25	том числе и	1	2
26	в то что	1	2
27	в своего рода	1	2
28	другого в себе	1	2
29	не только в	2	2
30	так или иначе	1	2
31	а не как	1	2
32	с другой стороны	1	2
33	в одном из	1	2
34	и в самом	1	2
35	той или иной	1	2
36	тем что он	1	2
37	обратим внимание на	1	2
38	это уже не	1	1
39	одних и тех	1	1
40	без другого не	1	1
41	без другого я	1	1
42	в этом контексте	1	1
43	собою без другого	1	1
44	говорил он себе	1	1
45	в глазах других	1	1
46	могу обойтись без	1	1
47	о том как	2	1
48	так и не	4	1
49	как будто бы	2	1
50	друг от друга	1	1
51	только в том	2	1
52	обойтись без другого	1	1
53	другого я должен	1	1
54	жизни в ее	1	1
55	именно то что	1	1
56	хотя бы и	2	1
57	автора и героя	1	1
58	стать самим собою	1	1
59	в этой связи	2	1
60	и т п	2	1
61	в другом и	1	1
62	встречаются и в	1	1
63	в другом найдя	1	1
64	и то что	1	1
65	и тех же	1	1
66	то что было	2	1
67	я должен найти	1	1
68	в значительной степени	1	1
69	едва ли не	1	1
70	в самом начале	1	1
71	найти себя в	1	1
72	содержит в себе	1	1
73	для себя а	1	1
74	или иначе в	1	1
75	в г было	1	1
76	себе во взаимоотражении	1	1
77	и еще раз	1	1
78	могу стать самим	1	1
79	так и остается	1	1
80	но при этом	3	1
81	и при этом	1	1
82	жизни еще не	1	1
83	не только для	1	1
84	и потому не	1	1
85	не могу стать	1	1
86	взаимоотражении во взаимоприятии	1	1
87	совершенно не случайно	1	1
88	должен найти себя	1	1
89	я не могу	1	1
90	как бы в	1	1
91	для того чтобы	3	1
92	и в том	1	1
93	тогда как сам	1	1
94	между тем как	1	1
95	к такого рода	1	1
96	что несмотря на	1	1
97	с действительной жизнью	1	1
98	без того чтобы	1	1
99	во взаимоотражении во	1	1
100	жизни о которых	1	1
101	отношения к себе	1	1
102	с того что	1	1
103	серьезность и значительность	1	1
104	но и для	1	1
105	не только не	2	1
106	отсылает нас к	1	1
107	в себе во	1	1
108	в конечном счете	3	1
109	найдя другого в	1	1
110	между автором и	2	1
111	не могу обойтись	1	1
112	к тому что	4	1
113	легко может быть	1	1
114	тем не менее	3	1
115	между я и	1	1
116	в художественном тексте	1	1
117	но еще и	2	1
118	самим собою без	1	1
119	другого не могу	1	1
120	том с каким	1	1
121	на наш взгляд	4	1
122	другом найдя другого	1	1
123	как ему казалось	1	1
